timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
1184732000,1184731869,-0.026075892,0.0077623622,-0.00023659201,0.47981113,0.0,0.0,0.0,-1.0
1184856861,1184856669,-0.026744109,0.008068772,0.00025110404,0.504857,0.0,0.0,0.0,-1.0
1184897656,1184897469,-0.027367461,0.008090767,7.91419e-05,0.51293635,0.0,0.0,0.0,-1.0
1184941626,1184941469,-0.027530484,0.008589798,0.00082024495,0.52203405,0.0,0.0,0.0,-1.0
1184981617,1184981478,-0.028489567,0.008520988,0.00080152473,0.530043,0.0,0.0,0.0,-1.0
1185025668,1185025472,-0.029011471,0.0090071,0.000100040896,0.5387508,0.0,0.0,0.0,-1.0
1185065643,1185065469,-0.03018704,0.008403843,0.0016955327,0.54694456,0.0,0.0,0.0,-1.0
1185109631,1185109484,-0.032555163,0.010153692,0.00054249377,0.5554431,0.0,0.0,0.0,-1.0
1185149605,1185149468,-0.029666549,0.0081123905,-0.007878333,0.56372386,0.0,0.0,0.0,-1.0
1185193638,1185193469,-0.032194376,0.0065929685,0.006732312,0.57249373,0.0,0.0,0.0,-1.0
1185233653,1185233469,-0.01873234,0.0019301277,-0.0031453934,0.5801761,0.0,0.0,0.0,-1.0
1185277614,1185277469,-0.036680996,0.026714165,-0.010469729,0.59061223,0.0,0.0,0.0,-1.0
1185317607,1185317468,-0.033821072,-0.003595836,0.02470826,0.5986506,0.0,0.0,0.0,-1.0
1185361677,1185361494,-0.040790632,0.010126676,-0.0003950592,0.60840625,0.0,0.0,0.0,-1.0
1185401633,1185401469,-0.04694506,0.018925393,-0.015007745,0.61547697,0.0,0.0,0.0,-1.0
1185445648,1185445513,-0.0358732,0.014899729,0.0008443681,0.62549806,0.0,0.0,0.0,-1.0
1185485611,1185485470,-0.033897437,0.008537655,-0.0018491809,0.6341919,0.0,0.0,0.0,-1.0
1185529694,1185529500,-0.03778019,0.008022692,-0.0017391084,0.64331794,0.0,0.0,0.0,-1.0
1185569662,1185569469,-0.02702127,0.0068750763,-0.0010563267,0.65247285,0.0,0.0,0.0,-1.0
1185610442,1185610275,-0.03294015,0.004794161,-0.0040129106,0.6609526,0.0,0.0,0.0,-1.0
1185651283,1185651115,-0.034346495,0.009080364,0.0030133107,0.66974723,0.0,0.0,0.0,-1.0
1185695260,1185695069,-0.03305735,0.010124023,0.0007846983,0.68069077,0.0,0.0,0.0,-1.0
1185747210,1185747069,-0.010750444,0.009812748,-0.0070830067,0.68958473,0.0,0.0,0.0,-1.0
1185791299,1185791113,0.034877364,0.01750531,-0.01783246,0.6891213,0.0,0.0,0.0,-1.0
1185835220,1185835069,0.094437286,0.016511764,-0.0046101925,0.6903112,0.0,0.0,0.0,-1.0
1185875220,1185875069,0.13436648,0.020222604,5.6087156e-06,0.695029,0.0,0.0,0.0,-1.0
1185919218,1185919069,0.10830465,-0.00016376004,-0.0030364923,0.674929,0.0,0.0,0.0,-1.0
1185959245,1185959086,0.06969939,-0.015433855,-0.0069645136,0.64375865,0.0,0.0,0.0,-1.0
1186003240,1186003069,0.0562746,-0.03062821,-0.0022539208,0.6173149,0.0,0.0,0.0,-1.0
1186047268,1186047077,0.07739328,-0.013500495,-0.010284911,0.6045115,0.0,0.0,0.0,-1.0
1186091231,1186091068,0.05354473,-0.029009098,-0.024142796,0.57408303,0.0,0.0,0.0,-1.0
1186131215,1186131069,0.028634943,-0.011779815,-0.03092039,0.551851,0.0,0.0,0.0,-1.0
1186175215,1186175069,0.019693417,0.0048691453,-0.033837475,0.53584343,0.0,0.0,0.0,-1.0
1186215224,1186215069,0.0022804327,-0.00435635,-0.03595759,0.52292484,0.0,0.0,0.0,-1.0
1186259247,1186259092,-0.005443971,0.009744914,-0.037812814,0.51616204,0.0,0.0,0.0,-1.0
