timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
1184732568,25.165285,25.16629,0.0744,0.07043861,0.0,21.98686,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1185226291,25.14509,25.154608,0.0744,0.07063084,0.0,21.996479,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1185743777,24.741152,25.135967,0.0744,0.070626915,0.0,22.006552,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1186247689,24.599773,24.860693,0.0744,0.07041269,0.0,22.016392,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1186751948,24.55938,24.776001,0.062,0.06886466,0.0,22.02586,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1187255733,24.55938,24.706266,0.024799999,0.067562096,0.0,22.035152,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1187759916,24.518986,24.65077,0.0744,0.06959589,0.0,22.045033,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1188263956,24.518986,24.60627,0.0744,0.0710251,0.0,22.055122,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1188767911,24.518986,24.575575,0.062,0.071833745,0.0,22.065283,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1189271931,24.518986,24.551825,0.0744,0.069975846,0.0,22.07474,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1189775699,24.518986,24.53732,0.062,0.06967528,0.0,22.084404,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1190281603,24.518986,24.52573,0.062,0.070312485,0.0,22.09435,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1190785265,24.498789,24.514372,0.0744,0.06962886,0.0,22.104017,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1191289307,24.4382,24.507038,0.062,0.06965297,0.0,22.113768,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1191793567,24.498789,24.498236,0.062,0.06879657,0.0,22.123363,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1192297581,24.478592,24.49097,0.0744,0.07012033,0.0,22.133284,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1192801352,24.478592,24.481325,0.062,0.07074856,0.0,22.143238,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1193305330,24.4382,24.469206,0.0744,0.06921387,0.0,22.152748,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1193809382,24.418003,24.459469,0.0744,0.069530465,0.0,22.162596,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1194301505,24.458397,24.449797,0.062,0.06904021,0.0,22.172058,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1194806953,24.418003,24.437773,0.0744,0.06928386,0.0,22.181759,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1195310972,24.37761,24.430351,0.0744,0.06975355,0.0,22.191559,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1195814947,24.397806,24.421274,0.0744,0.07044471,0.0,22.201513,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1196306984,24.397806,24.41115,0.0744,0.0702999,0.0,22.211063,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1196810990,24.37761,24.399551,0.0744,0.069912024,0.0,22.22078,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1197315111,24.37761,24.396847,0.024799999,0.06954773,0.0,22.23058,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1197818888,24.317019,24.391832,0.062,0.06962542,0.0,22.240374,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1198322916,24.337215,24.388329,0.062,0.068381764,0.0,22.249805,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1198827078,24.37761,24.380358,0.0744,0.068724275,0.0,22.259438,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1199332470,24.37761,24.376814,0.0744,0.069202416,0.0,22.269217,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1199836559,24.397806,24.37448,0.0744,0.06979442,0.0,22.279013,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1200328568,24.357412,24.370901,0.0744,0.06932465,0.0,22.288477,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1200832521,24.4382,24.366194,0.0744,0.06961542,0.0,22.298225,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1201336900,24.37761,24.361942,0.0744,0.06979531,0.0,22.30799,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
1201840524,24.357412,24.358418,0.0744,0.07018053,0.0,22.317823,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
