timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,fix_type,vel_ned_valid,satellites_used
1184875594,1686681479400463,371025342,-763884513,3021,-32748,0.215,0.68534553,0.43400002,0.63900006,0.62,1.04,108,13,0.035,-0.021000002,0.028,-0.075,4.822865,0,4,1,19
1185075641,1686681479600463,371025344,-763884510,3018,-32752,0.209,0.68535393,0.43500003,0.63900006,0.62,1.04,108,13,0.035,0.027,-0.022000002,-0.031000001,4.822865,0,4,1,19
1185276525,1686681479800463,371025345,-763884508,3027,-32743,0.20300001,0.685362,0.43500003,0.63900006,0.62,1.04,108,13,0.07700001,0.075,0.018000001,-0.083000004,4.822865,0,4,1,19
1185491701,1686681480000463,371025347,-763884506,3036,-32734,0.216,0.6853707,0.43500003,0.63900006,0.62,1.04,108,13,0.072000004,-0.072000004,0.007,-0.11100001,4.822865,0,4,1,19
1185686513,1686681480200463,371025349,-763884504,3057,-32713,0.201,0.68537873,0.43500003,0.638,0.62,1.04,108,11,0.008,-0.0050000004,0.006,0.010000001,4.822865,0,4,1,19
1185874837,1686681480400463,371025352,-763884503,3058,-32712,0.18100001,0.6853859,0.43500003,0.638,0.62,1.04,108,11,0.027,0.013,0.023000002,-0.029000001,4.822865,0,4,1,19
1186074492,1686681480600463,371025355,-763884503,3058,-32712,0.21400002,0.68539864,0.43600002,0.642,0.62,1.04,108,11,0.157,-0.039,-0.15200001,0.277,4.822865,0,4,1,19
1186277699,1686681480800463,371025355,-763884510,3136,-32634,0.21900001,0.36355433,0.437,0.64500004,0.62,1.04,108,11,0.526,-0.18800001,-0.49100003,-0.74700004,4.4504743,0,4,1,19
1186474482,1686681481000463,371025353,-763884520,3373,-32397,0.21300001,0.26376984,0.43600002,0.64100003,0.62,1.04,108,11,0.614,-0.192,-0.583,-1.051,4.413514,0,4,1,19
1186685621,1686681481200463,371025353,-763884533,3619,-32151,0.186,0.2449222,0.43500003,0.637,0.62,1.04,108,13,0.72300005,-0.27,-0.671,-1.023,4.368655,0,4,1,19
1186874527,1686681481400462,371025351,-763884547,3824,-31946,0.2,0.2471489,0.43400002,0.63600004,0.62,1.04,108,13,0.71400005,-0.26900002,-0.66200006,-1.019,4.3479404,0,4,1,19
1187077612,1686681481600462,371025349,-763884559,4014,-31756,0.201,0.3486129,0.43400002,0.63500005,0.62,1.04,108,13,0.485,-0.25100002,-0.41500002,-0.84800005,4.287788,0,4,1,19
1187274639,1686681481800462,371025346,-763884565,4181,-31589,0.21200001,0.3423931,0.43400002,0.63500005,0.62,1.04,108,13,0.45900002,-0.393,-0.238,-0.781,3.9811754,0,4,1,19
1187474510,1686681482000462,371025342,-763884568,4464,-31306,0.216,0.5247693,0.43300003,0.633,0.62,1.04,108,13,0.27100003,-0.246,-0.115,-1.0320001,3.8614995,0,4,1,19
1187686180,1686681482200462,371025338,-763884571,4700,-31070,0.20300001,0.38571426,0.43100002,0.629,0.62,1.04,108,11,0.365,-0.29500002,-0.215,-0.83800006,3.803892,0,4,1,19
1187874485,1686681482400462,371025338,-763884573,4848,-30922,0.224,0.3857694,0.43100002,0.629,0.62,1.04,108,11,0.106000006,0.083000004,-0.067,-0.767,3.803892,0,4,1,19
1188074514,1686681482600462,371025338,-763884571,5090,-30680,0.21700001,0.44667807,0.42900002,0.625,0.62,1.04,108,11,0.24700001,-0.23400001,0.079,-0.85600007,3.3820105,0,4,1,19
1188274521,1686681482800462,371025334,-763884567,5250,-30520,0.224,0.24638236,0.42800003,0.62600005,0.62,1.04,108,11,0.51600003,-0.46600002,0.22000001,-0.74100006,2.8589513,0,4,1,19
1188478738,1686681483000462,371025331,-763884564,5458,-30312,0.23400001,0.67149234,0.42700002,0.625,0.62,1.04,108,11,0.18900001,-0.18900001,-0.001,-1.036,2.8930006,0,4,1,19
1188685642,1686681483200462,371025330,-763884563,5627,-30143,0.23600002,0.67152727,0.42700002,0.62600005,0.62,1.04,108,15,0.101,-0.096,0.029000001,-0.84900004,2.8930006,0,4,1,19
1188878525,1686681483400462,371025329,-763884561,5819,-29951,0.24000001,0.47597727,0.42800003,0.628,0.62,1.04,108,15,0.277,-0.25800002,0.1,-0.88000005,2.8112211,0,4,1,19
1189073608,1686681483600462,371025327,-763884557,6009,-29761,0.23200001,0.484111,0.42700002,0.62700003,0.62,1.04,108,15,0.30900002,-0.18300001,0.24900001,-0.86,2.5128229,0,4,1,19
1189270518,1686681483800462,371025324,-763884553,6288,-29482,0.24400002,0.5112724,0.42700002,0.62700003,0.62,1.04,108,15,0.22800002,-0.21800001,0.069000006,-1.051,2.6654947,0,4,1,19
1189474631,1686681484000462,371025323,-763884551,6464,-29306,0.245,0.511319,0.42600003,0.628,0.62,1.04,108,15,0.125,-0.081,0.096,-0.859,2.6654947,0,4,1,19
1189666639,1686681484200462,371025323,-763884551,6673,-29097,0.25100002,0.5113706,0.425,0.62700003,0.62,1.04,108,13,0.102000006,-0.0050000004,-0.102000006,-0.95800006,2.6654947,0,4,1,19
1189874487,1686681484400462,371025322,-763884552,6859,-28911,0.25300002,0.5114202,0.42600003,0.63000005,0.62,1.04,108,13,0.15300001,-0.147,-0.045,-0.91,2.6654947,0,4,1,19
1190083569,1686681484600462,371025320,-763884553,7071,-28698,0.246,0.5114717,0.42800003,0.63100004,0.62,1.04,108,13,0.067,0.031000001,-0.059000004,-0.95800006,2.6654947,0,4,1,19
1190276517,1686681484800462,371025318,-763884553,7246,-28524,0.23500001,0.52067024,0.42900002,0.63100004,0.62,1.04,108,13,0.261,-0.26000002,-0.023000002,-0.92,2.9419918,0,4,1,19
1190475450,1686681485000462,371025316,-763884553,7456,-28313,0.24200001,0.520717,0.42900002,0.63100004,0.62,1.04,108,13,0.125,-0.096,0.081,-0.87900007,2.9419918,0,4,1,19
1190687491,1686681485200462,371025317,-763884551,7715,-28055,0.23500001,0.68110335,0.42800003,0.63100004,0.62,1.04,108,12,0.193,-0.16000001,0.109000005,-1.1270001,2.7945154,0,4,1,19
1190875130,1686681485400462,371025316,-763884550,7901,-27869,0.24400002,0.6811391,0.42700002,0.632,0.62,1.04,108,12,0.15400001,-0.147,0.045,-0.87900007,2.7945154,0,4,1,19
1191076590,1686681485600462,371025317,-763884549,8094,-27676,0.24000001,0.6811774,0.42600003,0.63100004,0.62,1.04,108,12,0.043,-0.003,0.043,-0.947,2.7945154,0,4,1,19
1191272531,1686681485800462,371025319,-763884548,8293,-27477,0.24200001,0.6812194,0.42600003,0.63100004,0.62,1.04,108,12,0.057000004,-0.033,0.047000002,-1.0430001,2.7945154,0,4,1,19
1191484523,1686681486000462,371025321,-763884547,8461,-27309,0.24200001,0.68125015,0.425,0.632,0.62,1.04,108,12,0.108,0.101,0.039,-0.75900006,2.7945154,0,4,1,19
1191688534,1686681486200462,371025324,-763884548,8654,-27116,0.24000001,0.6812859,0.425,0.632,0.62,1.04,108,12,0.080000006,-0.072000004,-0.034,-0.883,2.7945154,0,4,1,19
1191868486,1686681486400462,371025326,-763884548,8848,-26922,0.24200001,0.7769411,0.425,0.633,0.62,1.04,108,12,0.19700001,0.185,0.068,-0.96800005,1.7330544,0,4,1,19
1192068482,1686681486600462,371025331,-763884547,9084,-26686,0.24000001,0.77697533,0.425,0.632,0.62,1.04,108,12,0.094000004,0.07,0.062000003,-0.96400005,1.7330544,0,4,1,19
1192274760,1686681486800462,371025333,-763884544,9282,-26488,0.23600002,0.77700657,0.42400002,0.63100004,0.62,1.04,108,12,0.16000001,0.032,0.157,-0.86800003,1.7330544,0,4,1,19
1192475496,1686681487000462,371025333,-763884541,9440,-26330,0.24200001,0.7770413,0.42400002,0.633,0.62,1.04,108,12,0.16100001,0.062000003,0.149,-0.97300005,1.7330544,0,4,1,19
1192687525,1686681487200462,371025333,-763884537,9665,-26105,0.23,0.6691093,0.42400002,0.63100004,0.62,1.04,108,18,0.25800002,-0.072000004,0.24700001,-1.019,1.8029053,0,4,1,19
1192878926,1686681487400462,371025330,-763884532,9820,-25950,0.24400002,0.5086015,0.42400002,0.633,0.62,1.04,108,18,0.28100002,-0.21400002,0.18300001,-0.9110001,2.202537,0,4,1,19
1193075493,1686681487600462,371025330,-763884527,9987,-25783,0.238,0.67329997,0.42400002,0.633,0.62,1.04,108,18,0.246,-0.033,0.24300002,-0.74300003,2.022251,0,4,1,19
1193275610,1686681487800462,371025330,-763884524,10194,-25576,0.24000001,0.7752162,0.423,0.633,0.62,1.03,108,18,0.18100001,-0.095000006,0.15400001,-0.901,2.0654125,0,4,1,19
1193480478,1686681488000462,371025330,-763884521,10405,-25365,0.24200001,0.6867701,0.423,0.633,0.62,1.03,108,18,0.201,-0.132,0.15200001,-0.98700005,2.1886954,0,4,1,19
1193684502,1686681488200462,371025330,-763884519,10620,-25150,0.24700001,0.6868099,0.423,0.634,0.62,1.03,108,12,0.095000006,-0.006,0.095000006,-0.99500006,2.1886954,0,4,1,19
1193876538,1686681488400461,371025330,-763884519,10876,-24894,0.23600002,0.6868575,0.42200002,0.633,0.62,1.03,108,12,0.040000003,-0.040000003,0.001,-1.189,2.1886954,0,4,1,19
1194080554,1686681488600461,371025331,-763884518,11118,-24652,0.23600002,0.6869052,0.42200002,0.634,0.62,1.03,108,12,0.117000006,0.021000002,0.115,-1.192,2.1886954,0,4,1,19
1194276478,1686681488800461,371025332,-763884518,11356,-24413,0.238,0.68695176,0.42200002,0.634,0.62,1.03,108,12,0.046000004,0.046000004,-0.002,-1.164,2.1886954,0,4,1,19
1194477560,1686681489000461,371025332,-763884518,11585,-24185,0.23700002,0.68699753,0.423,0.63500005,0.62,1.03,108,12,0.058000002,-0.049000002,0.031000001,-1.146,2.1886954,0,4,1,19
1194685548,1686681489200461,371025331,-763884518,11842,-23927,0.23200001,0.6870462,0.42200002,0.634,0.62,1.03,108,12,0.043,-0.043,0.003,-1.2190001,2.1886954,0,4,1,19
1194873576,1686681489400461,371025332,-763884519,12095,-23675,0.23400001,0.7066529,0.42200002,0.63500005,0.62,1.03,108,12,0.19000001,0.15900001,-0.104,-1.174,0.84269744,0,4,1,19
1195076797,1686681489600461,371025332,-763884521,12333,-23437,0.23300001,0.7067016,0.423,0.63500005,0.62,1.03,108,12,0.028,-0.012,-0.026,-1.256,0.84269744,0,4,1,19
1195276854,1686681489800461,371025333,-763884522,12587,-23183,0.22900002,0.70675063,0.42200002,0.634,0.62,1.03,108,12,0.057000004,0.048,-0.030000001,-1.2650001,0.84269744,0,4,1,19
1195473659,1686681490000461,371025334,-763884524,12821,-22948,0.23,0.7067977,0.42200002,0.63500005,0.62,1.03,108,12,0.132,0.07700001,-0.10700001,-1.2060001,0.84269744,0,4,1,19
1195685571,1686681490200461,371025336,-763884527,13048,-22722,0.23200001,0.7068454,0.423,0.63600004,0.62,1.03,108,11,0.18100001,0.014,-0.18,-1.2160001,0.84269744,0,4,1,19
1195876562,1686681490400461,371025337,-763884532,13332,-22438,0.22600001,0.7068943,0.423,0.63500005,0.62,1.03,108,11,0.187,-0.047000002,-0.18100001,-1.246,0.84269744,0,4,1,19
1196073579,1686681490600461,371025336,-763884535,13586,-22184,0.21900001,0.5931468,0.42100003,0.632,0.62,1.03,108,11,0.2,-0.2,-0.004,-1.264,2.2046323,0,4,1,19
1196281579,1686681490800461,371025336,-763884536,13803,-21967,0.22700001,0.593203,0.42000002,0.632,0.62,1.03,108,11,0.094000004,0.09,-0.026,-1.212,2.2046323,0,4,1,19
1196476731,1686681491000461,371025338,-763884536,14033,-21737,0.23200001,0.5932564,0.41900003,0.63100004,0.62,1.03,108,11,0.042000003,0.037,-0.020000001,-1.1550001,2.2046323,0,4,1,19
1196685592,1686681491200461,371025340,-763884539,14255,-21515,0.22900002,0.71275824,0.41900003,0.63100004,0.62,1.03,108,12,0.18900001,0.124000005,-0.143,-1.143,0.95190704,0,4,1,19
1196877160,1686681491400461,371025342,-763884541,14496,-21274,0.23300001,0.71280396,0.41900003,0.63100004,0.62,1.03,108,12,0.134,0.079,-0.108,-1.1810001,0.95190704,0,4,1,19
1197073559,1686681491600461,371025343,-763884542,14734,-21036,0.23300001,0.712857,0.42000002,0.632,0.62,1.03,108,12,0.081,0.053000003,0.061000004,-1.3770001,0.95190704,0,4,1,19
1197273635,1686681491800461,371025345,-763884542,14994,-20776,0.23300001,0.7129064,0.41900003,0.63100004,0.62,1.03,108,12,0.045,0.040000003,-0.020000001,-1.2830001,0.95190704,0,4,1,19
1197476943,1686681492000461,371025347,-763884542,15224,-20546,0.23300001,0.71295595,0.42000002,0.632,0.62,1.03,108,12,0.061000004,0.061000004,0.003,-1.2870001,0.95190704,0,4,1,19
1197685552,1686681492200461,371025349,-763884543,15479,-20290,0.22800002,0.71300393,0.41900003,0.63100004,0.62,1.03,108,12,0.109000005,0.049000002,-0.097,-1.246,0.95190704,0,4,1,19
1197876854,1686681492400461,371025352,-763884545,15743,-20027,0.23200001,0.7130539,0.41900003,0.632,0.62,1.03,108,12,0.065000005,0.063,-0.017,-1.297,0.95190704,0,4,1,19
1198077292,1686681492600461,371025352,-763884544,15979,-19790,0.23,0.7131031,0.42000002,0.633,0.62,1.03,108,12,0.081,-0.026,0.07700001,-1.276,0.95190704,0,4,1,19
1198276821,1686681492800461,371025349,-763884543,16220,-19550,0.22600001,0.52400804,0.42000002,0.633,0.62,1.03,108,12,0.238,-0.23500001,0.041,-1.271,2.262133,0,4,1,19
1198477293,1686681493000461,371025349,-763884542,16477,-19293,0.22900002,0.5240703,0.41900003,0.633,0.62,1.03,108,12,0.068,0.023000002,0.064,-1.1880001,2.262133,0,4,1,19
1198692841,1686681493200461,371025350,-763884540,16764,-19006,0.224,0.52414227,0.418,0.633,0.62,1.03,108,35,0.136,-0.043,0.12900001,-1.366,2.262133,0,4,1,19
1198870646,1686681493400461,371025350,-763884538,17056,-18714,0.22100002,0.52421117,0.41700003,0.63100004,0.62,1.03,108,35,0.082,-0.07700001,0.026,-1.315,2.262133,0,4,1,19
1199082833,1686681493600461,371025349,-763884538,17302,-18467,0.22100002,0.52427334,0.41700003,0.63100004,0.62,1.03,108,35,0.102000006,-0.101,0.016,-1.184,2.262133,0,4,1,19
1199275539,1686681493800461,371025347,-763884538,17617,-18153,0.223,0.5473649,0.41700003,0.63000005,0.62,1.03,108,35,0.22900002,-0.22900002,-0.002,-1.5120001,2.6862552,0,4,1,19
