timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
1184265729,37.10253277720535,-76.38844865830724,-2.45759,7.047227,-7.3482327,2.074934,-0.13128608,1,1,0
1714466114,37.10251001601048,-76.38841493267051,-1.3038917,4.5162954,-4.357299,0.9212355,-2.6805465,1,1,0
