timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
1184732700,0.054650467,0.085950345,-0.0076698093,-0.024281025,-0.046945095,-0.042434692,0.0,0.0,0.0,-0.010948956,0.0,0.0,0.0,0.0,0.0,0.2610065,0.26100665,0.5714101,0.28836668,0.2883666,4.055951,0.0,0.0,0.0,0.09016932,0.0,0.0,0.0,0.0,0.0,3.8329526e-05,0.005062703,0.012072618,0.0,0.0,0.0,0.0,0.0,0.0
1184934355,0.079944454,0.061211184,0.069954105,-0.011082172,-0.045541286,0.28876877,0.0,0.0,0.0,-0.0004480034,0.0,0.0,0.0,0.0,0.0,0.2609963,0.26099646,0.57143354,0.28833428,0.28833425,4.0557995,0.0,0.0,0.0,0.0901696,0.0,0.0,0.0,0.0,0.0,0.00015040574,0.0076482515,0.015918523,0.0,0.0,0.0,0.0,0.0,0.0
1185138379,0.031787325,0.11363081,0.019700471,-0.024900913,-0.051862717,-0.5735092,0.0,0.0,0.0,-0.012236759,0.0,0.0,0.0,0.0,0.0,0.26098144,0.26098156,0.571442,0.28826368,0.28826368,4.0553803,0.0,0.0,0.0,0.09016964,0.0,0.0,0.0,0.0,0.0,0.000282408,0.005909337,0.012105671,0.0,0.0,0.0,0.0,0.0,0.0
1185338327,-0.024893802,0.044893663,0.08748843,-0.02169323,-0.050783157,-0.24505997,0.0,0.0,0.0,0.009051174,0.0,0.0,0.0,0.0,0.0,0.2610423,0.26104227,0.57148105,0.28853396,0.288534,4.0560074,0.0,0.0,0.0,0.09016928,0.0,0.0,0.0,0.0,0.0,8.2114195e-05,0.0033238458,0.009967442,0.0,0.0,0.0,0.0,0.0,0.0
1185542314,-0.024893802,0.044893663,0.08748843,-0.02169323,-0.050783157,-0.22861862,0.0,0.0,0.0,-0.01782079,0.0,0.0,0.0,0.0,0.0,0.2610423,0.26104227,0.57148105,0.28853396,0.288534,4.0561285,0.0,0.0,0.0,0.09016924,0.0,0.0,0.0,0.0,0.0,4.6862588e-05,0.0039356486,0.012281897,0.0,0.0,0.0,0.0,0.0,0.0
1185747815,0.06822207,0.087754324,-0.0075685857,-0.04076338,-0.04264164,0.10393524,0.0,0.0,0.0,-0.03366007,0.0,0.0,0.0,0.0,0.0,0.26107186,0.26107186,0.57145584,0.2887099,0.28870997,4.0559587,0.0,0.0,0.0,0.090168804,0.0,0.0,0.0,0.0,0.0,0.00019583396,0.005878605,0.008796773,0.0,0.0,0.0,0.0,0.0,0.0
1185952053,0.06318824,0.06596738,0.07970871,-0.06030655,-0.033497334,0.102249146,0.0,0.0,0.0,-0.028257176,0.0,0.0,0.0,0.0,0.0,0.26097223,0.26097214,0.57148105,0.28820056,0.28820062,4.0561147,0.0,0.0,0.0,0.09016878,0.0,0.0,0.0,0.0,0.0,0.0001955892,0.0035857426,0.004043762,0.0,0.0,0.0,0.0,0.0,0.0
1186151785,0.049846116,-0.08406639,-0.55490094,-0.07817793,-0.030732155,0.22037506,0.0,0.0,0.0,-0.010219112,0.0,0.0,0.0,0.0,0.0,0.261149,0.26113105,0.5714903,0.28823158,0.28823158,4.0562186,0.0,0.0,0.0,0.09016878,0.0,0.0,0.0,0.0,0.0,0.00025055098,0.00552151,0.009546626,0.0,0.0,0.0,0.0,0.0,0.0
1186355921,0.15954639,0.13666156,-0.19482338,-0.074364185,-0.024321556,-0.30135345,0.0,0.0,0.0,-0.015861891,0.0,0.0,0.0,0.0,0.0,0.26146862,0.26143527,0.5714238,0.2883097,0.2883088,4.0555644,0.0,0.0,0.0,0.090168625,0.0,0.0,0.0,0.0,0.0,9.1471986e-05,0.009143667,0.038354967,0.0,0.0,0.0,0.0,0.0,0.0
1186559796,0.08513047,0.06563842,-0.038289726,-0.06634569,-0.035541534,1.2360344,0.0,0.0,0.0,0.005726166,0.0,0.0,0.0,0.0,0.0,0.2615663,0.26151136,0.5714361,0.2884033,0.28839958,4.0554028,0.0,0.0,0.0,0.09016845,0.0,0.0,0.0,0.0,0.0,0.00012585918,0.018721705,0.06764023,0.0,0.0,0.0,0.0,0.0,0.0
1186759938,0.05373153,0.13157713,-0.039619207,-0.09653807,-0.030382633,0.44316864,0.0,0.0,0.0,-0.0029373392,0.0,0.0,0.0,0.0,0.0,0.26157096,0.26152632,0.5714066,0.2887449,0.2887373,4.0557666,0.0,0.0,0.0,0.09016845,0.0,0.0,0.0,0.0,0.0,0.00021509215,0.02390892,0.08388152,0.0,0.0,0.0,0.0,0.0,0.0
1186959944,0.031057224,0.21088383,0.024214625,-0.106710434,-0.004533291,0.08260727,0.0,0.0,0.0,0.034736507,0.0,0.0,0.0,0.0,0.0,0.2614124,0.261393,0.57145756,0.2885049,0.28849542,4.0554166,0.0,0.0,0.0,0.09016827,0.0,0.0,0.0,0.0,0.0,0.0003684252,0.021238051,0.068109185,0.0,0.0,0.0,0.0,0.0,0.0
1187163984,0.028974354,0.07991645,-0.07362163,-0.11919069,0.009233952,-0.6729317,0.0,0.0,0.0,0.0079832,0.0,0.0,0.0,0.0,0.0,0.26132816,0.26132604,0.57139593,0.28854606,0.28853643,4.0552754,0.0,0.0,0.0,0.090168506,0.0,0.0,0.0,0.0,0.0,0.00036394486,0.009977553,0.021411251,0.0,0.0,0.0,0.0,0.0,0.0
1187367973,0.19080979,0.013305917,-0.042403877,-0.11403513,0.00041103363,-0.24859238,0.0,0.0,0.0,-0.013862304,0.0,0.0,0.0,0.0,0.0,0.26127064,0.26127526,0.5714091,0.28857267,0.28856486,4.0551972,0.0,0.0,0.0,0.09016871,0.0,0.0,0.0,0.0,0.0,0.000257272,0.011235308,0.03502246,0.0,0.0,0.0,0.0,0.0,0.0
1187571916,0.09602459,0.011004455,0.18110263,-0.100702286,-0.006438732,-0.28380585,0.0,0.0,0.0,0.021841988,0.0,0.0,0.0,0.0,0.0,0.26121938,0.2612218,0.57142365,0.28858194,0.28857675,4.0553417,0.0,0.0,0.0,0.09016867,0.0,0.0,0.0,0.0,0.0,0.00018140566,0.009415982,0.037007883,0.0,0.0,0.0,0.0,0.0,0.0
1187771955,0.17304713,0.20326541,0.02443111,-0.07797766,0.008519173,-0.26342773,0.0,0.0,0.0,0.053619847,0.0,0.0,0.0,0.0,0.0,0.2612999,0.26129764,0.57142377,0.28910488,0.28910258,4.0552106,0.0,0.0,0.0,0.090168186,0.0,0.0,0.0,0.0,0.0,0.00036507958,0.012787616,0.040405408,0.0,0.0,0.0,0.0,0.0,0.0
1187971806,-0.1940161,0.120477974,-0.07110989,-0.09878349,0.015764713,-0.45677567,0.0,0.0,0.0,0.021660618,0.0,0.0,0.0,0.0,0.0,0.2611351,0.26112798,0.57138133,0.28850633,0.2885059,4.055145,0.0,0.0,0.0,0.090168215,0.0,0.0,0.0,0.0,0.0,0.0005586096,0.018809583,0.056957424,0.0,0.0,0.0,0.0,0.0,0.0
