timestamp,ping_time,ping_sequence,dropped_packets,rtt_ms,system_id,component_id
1176067450,1175719230,116,536883725,348.22003,255,190
1186218505,1185717969,117,536883725,500.536,255,190
1196020588,1195725661,118,536883725,294.927,255,190
1205964555,1205715618,119,536883725,248.93701,255,190
1216023493,1215727541,120,536883725,295.95203,255,190
1226071566,1225724544,121,536883725,347.022,255,190
1236016550,1235728026,122,536883725,288.52402,255,190
1245974462,1245722809,123,536883725,251.65302,255,190
1255972460,1255717301,124,536883725,255.15901,255,190
1265967522,1265722488,125,536883725,245.03401,255,190
1276122510,1275714857,126,536883725,407.653,255,190
1286073833,1285728354,127,536883725,345.479,255,190
1296068528,1295724022,128,536883725,344.506,255,190
1306221016,1305720393,129,536883725,500.62302,255,190
1315968626,1315716357,130,536883725,252.26901,255,190
1336019538,1335721297,132,536883725,298.24103,255,190
1345980116,1345724884,133,536883725,255.23201,255,190
1355971627,1355715799,134,536883725,255.82802,255,190
1366027495,1365714989,135,536883725,312.506,255,190
1375980469,1375720442,136,536883725,260.027,255,190
1385971508,1385719269,137,536883725,252.23901,255,190
1396028886,1395719985,138,536883725,308.901,255,190
1406022517,1405715174,139,536883725,307.34302,255,190
1415978853,1415725881,140,536883725,252.97202,255,190
1426023617,1425719236,141,536883725,304.381,255,190
1436074048,1435726173,142,536883725,347.87503,255,190
1446074517,1445722891,143,536883725,351.626,255,190
1456028044,1455725142,144,536883725,302.902,255,190
1466083653,1465716129,145,536883725,367.52402,255,190
1475977152,1475726517,146,536883725,250.63501,255,190
1486032470,1485720152,147,536883725,312.31802,255,190
1495980471,1495720594,148,536883725,259.877,255,190
1506185540,1505725595,149,536883725,459.945,255,190
1516028512,1515717155,150,536883725,311.35703,255,190
1526029069,1525725397,151,536883725,303.67203,255,190
1535978194,1535723274,152,536883725,254.92001,255,190
1546027509,1545722680,153,536883725,304.829,255,190
1566035510,1565719141,155,536883726,316.36902,255,190
1576137571,1575719020,156,536883726,418.55103,255,190
1595988483,1595716582,158,536883727,271.901,255,190
1605981665,1605717963,159,536883727,263.70203,255,190
1616035479,1615722860,160,536883727,312.61902,255,190
1625983808,1625724129,161,536883727,259.67902,255,190
1636234459,1635725524,162,536883727,508.93503,255,190
1646032565,1645731738,163,536883727,300.82703,255,190
1655982916,1655726795,164,536883727,256.121,255,190
1666035544,1665725226,165,536883727,310.31802,255,190
1676035531,1675718802,166,536883727,316.729,255,190
1686033992,1685717476,167,536883727,316.51602,255,190
1695984549,1695716316,168,536883727,268.233,255,190
1705991460,1705718415,169,536883727,273.045,255,190
