timestamp,voltage5V_v,voltage3V3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5V_OC,hipower_5V_OC
1184728089,4.71958,0.0,0,1,1,1,1,0,0
1185228069,4.7083006,0.0,0,1,1,1,1,0,0
1185748069,4.755029,0.0,0,1,1,1,1,0,0
1186248069,4.753418,0.0,0,1,1,1,1,0,0
1186748069,4.727637,0.0,0,1,1,1,1,0,0
1187258086,4.7324705,0.0,0,1,1,1,1,0,0
1187758069,4.74375,0.0,0,1,1,1,1,0,0
1188268090,4.7228026,0.0,0,1,1,1,1,0,0
1188768069,4.7211914,0.0,0,1,1,1,1,0,0
1189268069,4.748584,0.0,0,1,1,1,1,0,0
1189778069,4.6841307,0.0,0,1,1,1,1,0,0
1190278069,4.680908,0.0,0,1,1,1,1,0,0
1190778069,4.6970215,0.0,0,1,1,1,1,0,0
1191288069,4.6825194,0.0,0,1,1,1,1,0,0
1191788069,4.71958,0.0,0,1,1,1,1,0,0
1192298069,4.74375,0.0,0,1,1,1,1,0,0
1192798079,4.7421384,0.0,0,1,1,1,1,0,0
1193298115,4.727637,0.0,0,1,1,1,1,0,0
1193808069,4.7453613,0.0,0,1,1,1,1,0,0
1194308080,4.7469726,0.0,0,1,1,1,1,0,0
1194808117,4.724414,0.0,0,1,1,1,1,0,0
1195308085,4.738916,0.0,0,1,1,1,1,0,0
1195808069,4.7421384,0.0,0,1,1,1,1,0,0
1196308069,4.724414,0.0,0,1,1,1,1,0,0
1196818069,4.738916,0.0,0,1,1,1,1,0,0
1197318069,4.7453613,0.0,0,1,1,1,1,0,0
1197828069,4.726025,0.0,0,1,1,1,1,0,0
1198328089,4.726025,0.0,0,1,1,1,1,0,0
1198828069,4.7453613,0.0,0,1,1,1,1,0,0
1199328069,4.727637,0.0,0,1,1,1,1,0,0
1199838069,4.7228026,0.0,0,1,1,1,1,0,0
1200338085,4.6970215,0.0,0,1,1,1,1,0,0
1200838074,4.6712403,0.0,0,1,1,1,1,0,0
1201338074,4.679297,0.0,0,1,1,1,1,0,0
1201838091,4.729248,0.0,0,1,1,1,1,0,0
1202338103,4.726025,0.0,0,1,1,1,1,0,0
1202848078,4.724414,0.0,0,1,1,1,1,0,0
