timestamp,safety_switch_available,safety_off,override_available,override_enabled
2508744666,1,1,0,0
2508784728,1,1,0,0
2508856663,1,1,0,0
2508880621,1,1,0,0
2508904913,1,1,0,0
2508928636,1,1,0,0
2508948672,1,1,0,0
2508968681,1,1,0,0
2508992684,1,1,0,0
2509016621,1,1,0,0
2509036617,1,1,0,0
2509056718,1,1,0,0
2509080702,1,1,0,0
2509104607,1,1,0,0
2509128628,1,1,0,0
2509148695,1,1,0,0
2509172595,1,1,0,0
2509194301,1,1,0,0
2509214418,1,1,0,0
2509238259,1,1,0,0
2509258282,1,1,0,0
2509278318,1,1,0,0
2509302324,1,1,0,0
2509326233,1,1,0,0
2509350290,1,1,0,0
2509374528,1,1,0,0
2509398271,1,1,0,0
2509418286,1,1,0,0
2509442585,1,1,0,0
2509462311,1,1,0,0
2509486332,1,1,0,0
2509506486,1,1,0,0
2509530337,1,1,0,0
2509554290,1,1,0,0
2509574316,1,1,0,0
2509598286,1,1,0,0
2509618300,1,1,0,0
2509638307,1,1,0,0
2509658567,1,1,0,0
2509678340,1,1,0,0
2509698450,1,1,0,0
2509722301,1,1,0,0
2509742321,1,1,0,0
2509762333,1,1,0,0
2509782417,1,1,0,0
2509806264,1,1,0,0
2509826292,1,1,0,0
2509850271,1,1,0,0
2509874589,1,1,0,0
2509898228,1,1,0,0
2509918331,1,1,0,0
2509942284,1,1,0,0
2509962290,1,1,0,0
2509986265,1,1,0,0
2510010286,1,1,0,0
2510030365,1,1,0,0
2510050326,1,1,0,0
2510074307,1,1,0,0
2510098417,1,1,0,0
2510122406,1,1,0,0
2510146306,1,1,0,0
2510170283,1,1,0,0
2510190290,1,1,0,0
2510210310,1,1,0,0
2510234533,1,1,0,0
2510258262,1,1,0,0
2510282233,1,1,0,0
2510302306,1,1,0,0
2510326288,1,1,0,0
2510346298,1,1,0,0
2510370237,1,1,0,0
2510390256,1,1,0,0
2510410262,1,1,0,0
2510434276,1,1,0,0
2510458218,1,1,0,0
2510478217,1,1,0,0
2510498238,1,1,0,0
2510518262,1,1,0,0
2510542299,1,1,0,0
2510566269,1,1,0,0
2510586263,1,1,0,0
2510610260,1,1,0,0
2510630511,1,1,0,0
2510650249,1,1,0,0
2510674236,1,1,0,0
2510698265,1,1,0,0
2510718296,1,1,0,0
2510742304,1,1,0,0
2510762307,1,1,0,0
