timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
2508748391,25.104696,25.09105,0.0744,0.07157234,0.0,48.09834,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2509253995,25.0845,25.0804,0.0744,0.07071025,0.0,48.10817,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2509757923,24.014065,24.995663,0.0744,0.0704345,0.0,48.11806,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2510261965,24.579576,24.78484,0.0744,0.07050305,0.0,48.127937,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2510765896,24.599773,24.715542,0.0744,0.070664704,0.0,48.137814,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2511257997,24.579576,24.679317,0.062,0.0692143,0.0,48.147114,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2511761971,24.61997,24.629313,0.0744,0.06953035,0.0,48.156868,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2512266014,24.518986,24.600979,0.0744,0.06949513,0.0,48.16649,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2512771794,24.518986,24.578297,0.062,0.0704627,0.0,48.17648,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2513275562,24.539183,24.560225,0.062,0.068911165,0.0,48.18599,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2513767603,24.498789,24.5565,0.0744,0.07044858,0.0,48.19579,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2514271575,24.498789,24.546083,0.0744,0.07098929,0.0,48.20574,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2514775608,24.458397,24.535969,0.0744,0.06933604,0.0,48.215324,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2515279542,24.418003,24.514301,0.0744,0.07207174,0.0,48.225616,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2515783540,24.498789,24.493742,0.0744,0.07087646,0.0,48.23536,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2516289159,24.37761,24.470062,0.0744,0.07071608,0.0,48.245323,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2516793200,24.478592,24.4685,0.062,0.072158836,0.0,48.25561,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2517285357,24.539183,24.475176,0.062,0.07121987,0.0,48.265247,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2517789396,24.397806,24.472664,0.0744,0.07159172,0.0,48.275253,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2518293329,24.458397,24.458826,0.0744,0.07109352,0.0,48.28517,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2518797187,24.418003,24.450422,0.0744,0.07139991,0.0,48.295223,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2519301307,24.458397,24.446274,0.062,0.071548365,0.0,48.305275,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2519806802,24.4382,24.438457,0.0744,0.07076427,0.0,48.315144,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
