timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
2508180349,0.50375354,0.08098134,0.12844211
2652066635,0.516942,0.07984991,0.1253628
2652270977,0.54367733,0.08413901,0.111972265
2652470992,0.48483363,0.07971627,0.110822774
2652674644,0.5257702,0.08329062,0.103805214
2652879098,0.49373505,0.0797406,0.11459284
