timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
2508952539,16626177,37.1028221,-76.392246,-3.0859082,1.0321227,3.013059,0.0014296504,-0.0004615323,0.0,0.038401175,0.038072277,-0.02726733,-0.012229244,-0.0014411984,-0.04349453,-0.007694766,0.0006521751,0.017048137,-0.013390768,-0.044355724,6.121544,0.10356903,0.02726733,0.3491936,0.23469509,0.1633722,0.09489328,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2509056524,16626177,37.1028221,-76.392246,-3.079901,1.0366594,3.0103033,0.0014296504,-0.0004615323,0.0,0.030328661,0.04966984,-0.026712114,-0.013748282,-0.0014411984,-0.04349453,-0.007694766,-1.4213681,-0.29649734,1.1090482,-0.044888716,6.121544,0.10632467,0.026712114,0.3379708,0.23462288,0.15913565,0.094645664,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2509156597,16626177,37.1028221,-76.392246,-3.074372,1.0410088,3.0116692,0.0014296504,-0.0004615323,0.0,0.061595686,0.07474111,-0.027244445,-0.012018401,-0.0014411984,-0.04349453,-0.007694766,1.8244773,1.8139352,0.09667657,-0.04391901,6.121544,0.10495877,0.027244445,0.34954968,0.23502533,0.1634756,0.0949755,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2509258110,16626177,37.1028221,-76.392246,-3.0690985,1.0457033,3.012554,0.0014296504,-0.0004615323,0.0,0.07340064,0.06788544,-0.0286674,-0.012064546,-0.0014411984,-0.04349453,-0.007694766,-1.0380372,3.3937945,0.3118817,-0.043865185,6.121544,0.104074,0.0286674,0.33831728,0.23493214,0.15922862,0.09471886,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2509362207,16626177,37.1028221,-76.392246,-3.0649636,1.0514554,3.0139346,0.0014296504,-0.0004615323,0.0,0.050646693,0.03163333,-0.021253012,-0.0032678158,-0.0014411984,-0.04349453,-0.007694766,1.299059,0.8873908,-0.69981444,-0.044049125,6.121544,0.10269332,0.021253012,0.3510904,0.23604454,0.16402793,0.095230855,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2509466182,16626177,37.1028221,-76.392246,-3.0563176,1.0593331,3.015956,0.0014296504,-0.0004615323,0.0,0.020692715,0.049183488,-0.024447184,-0.004594599,-0.0014411984,-0.04349453,-0.007694766,0.0643297,-0.31029305,-0.33853126,-0.04440097,6.121544,0.10067201,0.024447184,0.3397785,0.23432818,0.15972278,0.094592445,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2509565968,16626177,37.1028221,-76.392246,-3.0496724,1.0654681,3.0162773,0.0014296504,-0.0004615323,0.0,0.059615206,0.05736671,-0.024225606,-0.004293854,-0.0014411984,-0.04349453,-0.007694766,-0.64538586,0.5142184,0.33286113,-0.04427786,6.121544,0.10035062,0.024225606,0.35142127,0.23638065,0.16406952,0.095309965,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2509670002,16626177,37.1028221,-76.392246,-3.0447228,1.0725498,3.0192475,0.0014296504,-0.0004615323,0.0,0.04239707,0.039441526,-0.032806423,-0.010061916,-0.0014411984,-0.04349453,-0.007694766,-1.9739963,-0.06320847,0.40126398,-0.043868486,6.121544,0.1,0.032806423,0.34010333,0.23463702,0.15978849,0.0946658,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2509770134,16626177,37.1028221,-76.392246,-3.0401592,1.0794874,3.0241683,0.0014296504,-0.0004615323,0.0,0.052486196,0.064360365,-0.08080606,-0.05094494,-0.0014411984,-0.04349453,-0.007694766,2.1013741,-1.3863074,3.056518,-0.046445,6.121544,0.1,0.08080606,0.32932433,0.23453116,0.15558264,0.09439346,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2509870115,16626177,37.1028221,-76.392246,-3.0272815,1.0865016,3.026289,0.0014296504,-0.0004615323,0.0,0.2491462,0.040103752,-0.20192106,-0.16400196,-0.0014411984,-0.04349453,-0.007694766,4.889485,-4.0927854,-1.324716,-0.049400683,6.121544,0.1,0.20192106,0.3404767,0.23494907,0.15992565,0.094739914,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2509974122,16626177,37.1028221,-76.392246,-2.9858718,1.0857041,3.0068524,0.0014296504,-0.0004615323,0.0,0.4026596,-0.06037533,-0.48745456,-0.43911248,-0.0014411984,-0.04349453,-0.007694766,-0.8290794,-3.266412,1.1286185,-0.04832064,6.121544,0.10977554,0.48745456,0.32969078,0.234855,0.15550546,0.09447186,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2510074017,16626177,37.1028221,-76.392246,-2.954483,1.0849243,2.9560468,0.0014296504,-0.0004615323,0.0,0.3221153,-0.008136856,-0.7673221,-0.7116019,-0.0014411984,-0.04349453,-0.007694766,1.2604032,-1.6915846,-2.5535638,-0.04379304,6.121544,0.16058111,0.7673221,0.34182224,0.23424193,0.16147596,0.09460125,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2510174012,16626177,37.1028221,-76.392246,-2.9159162,1.0810596,2.8793433,0.0014296504,-0.0004615323,0.0,0.3764546,-0.054181673,-0.90722615,-0.8509181,-0.0014411984,-0.04349453,-0.007694766,1.263136,0.8698681,6.3254476,-0.0388094,6.121544,0.23728466,0.90722615,0.33004606,0.23359269,0.157967,0.09418559,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2510277952,16626177,37.1028221,-76.392246,-2.8716955,1.078035,2.7827911,0.0014296504,-0.0004615323,0.0,0.3618282,-0.07305235,-0.95767146,-0.9084845,-0.0014411984,-0.04349453,-0.007694766,-0.005321221,-3.3715959,3.2111022,-0.033214603,6.121544,0.3338368,0.95767146,0.34232813,0.23460737,0.16382682,0.094699845,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2510378021,16626177,37.1028221,-76.392246,-2.83368,1.0730875,2.671079,0.0014296504,-0.0004615323,0.0,0.25709328,-0.060705848,-0.97349936,-0.94559956,-0.0014411984,-0.04349453,-0.007694766,-0.37155855,1.9669627,0.17991376,-0.027366482,6.121544,0.445549,0.97349936,0.33108598,0.23451132,0.15953915,0.09443348,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2510482231,16626177,37.1028221,-76.392246,-2.8027833,1.0671061,2.551622,0.0014296504,-0.0004615323,0.0,0.21122634,-0.03496683,-0.97726643,-0.97119075,-0.0014411984,-0.04349453,-0.007694766,-0.22123589,2.4944522,-0.7864798,-0.0228981,6.121544,0.565006,0.97726643,0.34344885,0.23551187,0.16435942,0.094935514,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2510586149,16626177,37.1028221,-76.392246,-2.783949,1.0645984,2.4419036,0.0014296504,-0.0004615323,0.0,0.07040696,-0.009509746,-0.9510847,-0.9559028,-0.0014411984,-0.04349453,-0.007694766,0.17856777,-0.29829964,4.2306333,-0.020003865,6.121544,0.67472434,0.9510847,0.33205026,0.23380342,0.15963778,0.094290696,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2510690004,16626177,37.1028221,-76.392246,-2.7764435,1.0620468,2.3322275,0.0014296504,-0.0004615323,0.0,-0.04680441,0.059234872,-0.94106376,-0.9563724,-0.0014411984,-0.04349453,-0.007694766,-1.38084,1.7563704,-4.98738,-0.018069366,6.121544,0.78440046,0.94106376,0.34443933,0.23480965,0.16416056,0.09478822,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
