timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust,landing_gear,q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,disable_mc_yaw_control,apply_flaps
2508753408,-0.018314328,0.013908905,-0.04464875,0.0,0.9996861,-0.0089993,0.0071567753,-0.02225738,0.49597907,-1.0,1,0,0,0,0,0,0
2508953731,-0.018837078,0.015226908,-0.04464875,0.0,0.9996791,-0.009245837,0.007821382,-0.022249194,0.53705716,-1.0,1,0,0,0,0,0,0
2509057941,-0.026094645,0.00929514,-0.04464875,0.0,0.9996563,-0.012939825,0.004937237,-0.022259759,0.5585044,-1.0,1,0,0,0,0,0,0
2509157224,-0.039880987,0.027278416,-0.04464875,0.0,0.99946517,-0.019627959,0.014077728,-0.022044128,0.57957417,-1.0,1,0,0,0,0,0,0
2509259114,-0.0425605,0.027748385,-0.04464875,0.0,0.9994348,-0.02096167,0.014342099,-0.02202018,0.60071075,-1.0,1,0,0,0,0,0,0
2509363408,-0.018732067,0.029748784,-0.04464875,0.0,0.9995995,-0.009030519,0.015078532,-0.022179801,0.62424827,-1.0,1,0,0,0,0,0,0
2509467312,-0.02188786,0.0066370373,-0.04464875,0.0,0.99968624,-0.010866852,0.0035617768,-0.022284754,0.645217,-1.0,1,0,0,0,0,0,0
2509566672,-0.029541995,0.02370145,-0.04464875,0.0,0.99957544,-0.014501241,0.012175894,-0.022143526,0.66730183,-1.0,1,0,0,0,0,0,0
2509670687,-0.02047104,0.01955965,-0.04464875,0.0,0.99965286,-0.010014007,0.010005188,-0.02222021,0.6881657,-1.0,1,0,0,0,0,0,0
2509772191,-0.029776052,0.027334018,-0.04464875,0.0,0.99955124,-0.014577337,0.013993959,-0.022114553,0.68266356,-1.0,1,0,0,0,0,0,0
2509870603,-0.02351915,0.0968739,-0.04464875,0.0,0.9985219,-0.010661849,0.04866479,-0.02172558,0.6548758,-1.0,1,0,0,0,0,0,0
2509974685,-0.00031684362,0.08976633,-0.04464875,0.0,0.9987442,0.0008433462,0.04486045,-0.022292934,0.59945047,-1.0,1,0,0,0,0,0,0
2510075422,-0.024503091,0.09561785,-0.04464875,0.0,0.9985466,-0.011167463,0.048048384,-0.021709992,0.54617226,-1.0,1,0,0,0,0,0,0
2510174802,-0.017561886,0.10851648,-0.04464875,0.0,0.99825174,-0.0075551844,0.05441174,-0.021812731,0.52195024,-1.0,1,0,0,0,0,0,0
2510278666,-0.0067446977,0.12620316,-0.04464875,0.0,0.9977602,-0.001957148,0.06311878,-0.022065362,0.51391226,-1.0,1,0,0,0,0,0,0
2510380208,-0.017893257,0.08895765,-0.04464875,0.0,0.99873096,-0.007942921,0.044650815,-0.02190185,0.5104049,-1.0,1,0,0,0,0,0,0
2510483067,-0.032689888,0.10076518,-0.04464875,0.0,0.9983672,-0.015195366,0.050706387,-0.021468304,0.51004213,-1.0,1,0,0,0,0,0,0
2510587542,-0.026286677,0.06982747,-0.04464875,0.0,0.9990655,-0.012352537,0.03518813,-0.021848328,0.51289266,-1.0,1,0,0,0,0,0,0
2510691007,-0.04771321,0.0482575,-0.04464875,0.0,0.99918824,-0.023303047,0.024645869,-0.021734297,0.5128471,-1.0,1,0,0,0,0,0,0
2510790746,-0.05141414,0.023196613,-0.04464875,0.0,0.99935997,-0.02543729,0.01216507,-0.022015598,0.5157044,-1.0,1,0,0,0,0,0,0
2510894747,-0.06052098,0.006117162,-0.04464875,0.0,0.9992905,-0.030179951,0.0037317984,-0.02221968,0.5164748,-1.0,1,0,0,0,0,0,0
2510995604,-0.07660218,-0.005556543,-0.04464875,0.0,0.9990114,-0.038344007,-0.001920774,-0.022412421,0.5196387,-1.0,1,0,0,0,0,0,0
2511099112,-0.089011095,-0.029797915,-0.04464875,0.0,0.9986352,-0.044807076,-0.01388691,-0.02296062,0.517384,-1.0,1,0,0,0,0,0,0
2511198709,-0.099214055,-0.044425674,-0.04464875,0.0,0.99825007,-0.050057292,-0.02107153,-0.023390656,0.52060825,-1.0,1,0,0,0,0,0,0
2511299117,-0.11617699,-0.059374824,-0.04464875,0.0,0.9975863,-0.058677267,-0.02833022,-0.023997897,0.5187292,-1.0,1,0,0,0,0,0,0
2511403541,-0.12609632,-0.077568084,-0.04464875,0.0,0.99695957,-0.06380715,-0.03728224,-0.02470384,0.52438635,-1.0,1,0,0,0,0,0,0
2511507462,-0.12346296,-0.085493505,-0.04464875,0.0,0.9968761,-0.062572666,-0.04126584,-0.024895333,0.53713137,-1.0,1,0,0,0,0,0,0
2511606678,-0.13095245,-0.095072225,-0.04464875,0.0,0.9964122,-0.06639771,-0.045945674,-0.025357842,0.5453795,-1.0,1,0,0,0,0,0,0
2511710932,-0.14108281,-0.11583001,-0.04464875,0.0,0.99550134,-0.07163608,-0.056153577,-0.026308391,0.5311166,-1.0,1,0,0,0,0,0,0
2511810952,-0.14088526,-0.12299589,-0.04464875,0.0,0.99528956,-0.07160235,-0.059723306,-0.026549757,0.5206314,-1.0,1,0,0,0,0,0,0
