timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
2508752551,0.005729396,-0.0046458244,0.0010631708,0.9994839,-0.0019145595,0.023106273,-0.022239016,1.0,0.0,0.0,0.0,0
2508876503,-0.0045092683,0.004211815,0.001020065,0.9994856,-0.0019968248,0.02309817,-0.022160066,1.0,0.0,0.0,0.0,0
2508920372,-0.0031345524,0.0033361632,-0.0005793201,0.9994849,-0.0020967112,0.023153313,-0.0221249,1.0,0.0,0.0,0.0,0
2508960537,-0.003453035,0.00043427944,-0.0012579218,0.99948466,-0.0021585217,0.023174679,-0.022110038,1.0,0.0,0.0,0.0,0
2509004324,0.09760312,0.007858876,-0.023874007,0.99948263,-0.0020592147,0.023167875,-0.02221471,1.0,0.0,0.0,0.0,0
2509044325,-0.0097442325,-0.01022608,-0.011947197,0.99948686,-0.0020603393,0.023007434,-0.022191714,1.0,0.0,0.0,0.0,0
2509088349,0.061805256,0.06717735,-0.0088759605,0.9994796,-0.001967415,0.02292977,-0.022602595,1.0,0.0,0.0,0.0,0
2509128335,-0.042450294,-0.026718486,0.054343313,0.999509,-0.002151747,0.022317618,-0.021889308,1.0,0.0,0.0,0.0,0
2509172527,0.009648212,-0.046423405,-0.050974753,0.99951166,-0.0021472645,0.021702608,-0.022381818,1.0,0.0,0.0,0.0,0
2509214133,-0.01587854,-0.0012760684,-0.053401787,0.9995026,-0.0023848373,0.022139717,-0.022331981,1.0,0.0,0.0,0.0,0
2509254133,0.024750156,0.035493582,0.058703087,0.9995051,-0.002410415,0.022427935,-0.02192977,1.0,0.0,0.0,0.0,0
2509298172,0.01552752,0.0016326904,0.00027863972,0.9994948,-0.0016667343,0.022893919,-0.021985399,1.0,0.0,0.0,0.0,0
2509338219,0.020594025,0.021687727,-0.0042132875,0.9994826,-0.0010062713,0.02331401,-0.022140905,1.0,0.0,0.0,0.0,0
2509382025,0.001965372,-0.040095016,-0.0076697557,0.99949026,-0.00049268163,0.023061592,-0.022071894,1.0,0.0,0.0,0.0,0
2509422023,-0.00017039292,-0.022854388,0.003700967,0.9994962,-0.00029782148,0.022812748,-0.022068396,1.0,0.0,0.0,0.0,0
2509466182,-0.0119192805,-0.046140328,-0.0027873428,0.9995067,-0.00032839391,0.02224109,-0.022174899,1.0,0.0,0.0,0.0,0
2509506231,0.00075340644,-0.01702481,-0.004047226,0.99951255,-0.0005621016,0.021958593,-0.02218634,1.0,0.0,0.0,0.0,0
2509550156,-0.0060176756,0.008306216,0.010242556,0.99951255,-0.00094109966,0.022011207,-0.022123376,1.0,0.0,0.0,0.0,0
2509590115,0.009968438,0.0050407555,0.0066701537,0.9995083,-0.0011839821,0.022207277,-0.022102324,1.0,0.0,0.0,0.0,0
2509634132,0.022278573,-0.007473603,0.0040167207,0.9995064,-0.0012294009,0.02244529,-0.021947786,1.0,0.0,0.0,0.0,0
2509674127,-0.00021385774,-0.06942121,-0.013497481,0.9995208,-0.0014058237,0.021822616,-0.021912733,1.0,0.0,0.0,0.0,0
2509718024,-0.055230886,-0.1998414,-0.058827877,0.9996024,-0.0023546536,0.017314276,-0.022132285,1.0,0.0,0.0,0.0,0
2509766146,-0.10707561,-0.43257064,-0.023398716,0.9997104,-0.0049151075,0.005042389,-0.023016097,1.0,0.0,0.0,0.0,0
2509810011,-0.277456,-1.1252367,0.029707998,0.99959815,-0.00860057,-0.012380537,-0.024005577,1.0,0.0,0.0,0.0,0
2509854119,0.12670353,-0.35757008,-0.14936732,0.9992466,-0.011687808,-0.027344383,-0.024937192,1.0,0.0,0.0,0.0,0
2509894140,0.41870075,0.14342995,-0.07823736,0.9990415,-0.013257567,-0.03310476,-0.025384624,1.0,0.0,0.0,0.0,0
2509938156,-0.111424185,0.22266908,-0.011636721,0.99906015,-0.01428711,-0.03216028,-0.025306942,1.0,0.0,0.0,0.0,0
2509982302,-0.078260854,0.050352193,0.025237817,0.9991182,-0.014856836,-0.030761095,-0.024413977,1.0,0.0,0.0,0.0,0
2510022015,-0.30219123,0.02615832,-0.043651957,0.9991172,-0.0177829,-0.029888272,-0.02356456,1.0,0.0,0.0,0.0,0
2510061995,0.0302656,0.6295178,0.015079024,0.9992386,-0.020181784,-0.024549672,-0.022633485,1.0,0.0,0.0,0.0,0
2510106198,-0.15547226,0.37512842,0.14762747,0.999444,-0.021810012,-0.013378803,-0.021379843,1.0,0.0,0.0,0.0,0
2510146183,-0.26442397,0.24746093,0.117006965,0.99955165,-0.02218811,-0.0008368309,-0.020089949,1.0,0.0,0.0,0.0,0
2510190161,0.1753964,0.14739698,0.058495168,0.99956846,-0.019904958,0.010600066,-0.018829314,1.0,0.0,0.0,0.0,0
2510230120,0.4841827,0.606884,-0.021915937,0.9995244,-0.017558238,0.018089147,-0.017761063,1.0,0.0,0.0,0.0,0
2510274171,0.6160264,0.5994588,0.023137257,0.99944943,-0.013859806,0.02530343,-0.016385224,1.0,0.0,0.0,0.0,0
2510314112,0.1856667,0.35792527,0.0066328705,0.99931335,-0.009535534,0.032369416,-0.015303543,1.0,0.0,0.0,0.0,0
2510358128,0.1929163,0.23745339,-0.024984904,0.99908984,-0.005108285,0.039897423,-0.014199699,1.0,0.0,0.0,0.0,0
2510398136,0.34185988,0.2535187,-0.026867803,0.9988819,-0.0018739484,0.045372676,-0.013143397,1.0,0.0,0.0,0.0,0
2510442173,0.46004665,0.2516626,0.05165813,0.9986233,0.0024284872,0.05094227,-0.012268927,1.0,0.0,0.0,0.0,0
2510482231,0.07126858,0.094374225,0.029332014,0.9983237,0.005804226,0.056381464,-0.011722004,1.0,0.0,0.0,0.0,0
2510526166,0.316263,0.33440173,-0.030885672,0.99801517,0.009271866,0.06125041,-0.011320487,1.0,0.0,0.0,0.0,0
2510566194,0.30015194,0.23921145,0.028062869,0.9978244,0.0117384605,0.06393912,-0.010984817,1.0,0.0,0.0,0.0,0
2510610031,-0.17063485,-0.19578478,0.07029418,0.9976566,0.014215456,0.06607841,-0.010632552,1.0,0.0,0.0,0.0,0
2510650187,0.06696324,0.06283232,0.016438484,0.99752474,0.01605291,0.06767074,-0.010371972,1.0,0.0,0.0,0.0,0
2510693976,-0.12890291,-0.13301507,0.035054144,0.9975703,0.015754577,0.067126215,-0.0099731125,1.0,0.0,0.0,0.0,0
2510734155,-0.05123055,0.13189265,-0.017338743,0.99762636,0.01609096,0.06622001,-0.009876677,1.0,0.0,0.0,0.0,0
2510778176,-0.20739734,-0.15873048,0.04976929,0.99778277,0.016410496,0.06378048,-0.009613738,1.0,0.0,0.0,0.0,0
2510818212,-0.26755497,-0.26241988,0.03571556,0.9979533,0.016207565,0.061120503,-0.009534633,1.0,0.0,0.0,0.0,0
2510862017,0.50434434,0.41484293,-0.18521608,0.9980934,0.016386198,0.058714967,-0.009681028,1.0,0.0,0.0,0.0,0
2510902288,0.16986308,-0.13876355,0.03925434,0.9983099,0.016259158,0.054993104,-0.009427792,1.0,0.0,0.0,0.0,0
2510946175,-0.16939077,-0.19407697,0.06498432,0.99851555,0.016102696,0.05115775,-0.009499699,1.0,0.0,0.0,0.0,0
2510986016,0.123132996,-0.22206496,0.018255709,0.99870163,0.015826954,0.04744023,-0.009692192,1.0,0.0,0.0,0.0,0
2511030020,-0.10819185,-0.38451624,-0.015444303,0.99891526,0.015018621,0.042956773,-0.009874681,1.0,0.0,0.0,0.0,0
2511070115,0.22516304,-0.07949591,-0.0880643,0.99907076,0.014645859,0.039237034,-0.010181191,1.0,0.0,0.0,0.0,0
2511114149,0.07764812,-0.19553456,0.0008529656,0.9992501,0.013102816,0.03492718,-0.010382601,1.0,0.0,0.0,0.0,0
2511158068,-0.002939865,-0.10715373,0.036518566,0.99939555,0.011222856,0.031153709,-0.010584695,1.0,0.0,0.0,0.0,0
2511198182,0.3362292,0.10499755,-0.0066572204,0.99949586,0.009795095,0.028132508,-0.010991708,1.0,0.0,0.0,0.0,0
2511238129,0.41384462,0.107209675,-0.18456674,0.9995843,0.00809352,0.02517305,-0.011492521,1.0,0.0,0.0,0.0,0
2511282216,-0.1805379,-0.414926,0.024140228,0.9996896,0.0052166213,0.021403594,-0.01163338,1.0,0.0,0.0,0.0,0
2511321991,-0.19781712,-0.34809098,0.02892119,0.9997482,0.0029143214,0.01870904,-0.012048724,1.0,0.0,0.0,0.0,0
2511362024,-0.3991919,-0.47087115,0.08359645,0.9997882,9.251987e-06,0.016427578,-0.01240006,1.0,0.0,0.0,0.0,0
2511402010,0.08498087,0.089256145,-0.084227294,0.99980575,-0.0033886046,0.014394121,-0.013034933,1.0,0.0,0.0,0.0,0
2511442198,-0.34553987,-0.17147613,-0.08109362,0.9998092,-0.009165443,0.010776178,-0.013471041,1.0,0.0,0.0,0.0,0
2511486023,0.10085149,0.07725853,-0.09905562,0.9997595,-0.0150431255,0.00768442,-0.013990311,1.0,0.0,0.0,0.0,0
2511526176,-0.64502686,-0.45711294,0.11291206,0.9996683,-0.021237442,0.003927244,-0.014035938,1.0,0.0,0.0,0.0,0
2511570002,-0.41304412,-0.24987541,0.0341914,0.999562,-0.025996763,0.00025480802,-0.01413757,1.0,0.0,0.0,0.0,0
2511614117,-0.11776825,-0.05833005,0.0134565495,0.99948937,-0.02855317,-0.0026475335,-0.0141016105,1.0,0.0,0.0,0.0,0
2511658079,-0.28998584,-0.30232957,0.06389273,0.9994419,-0.029971449,-0.0054807942,-0.013698036,1.0,0.0,0.0,0.0,0
2511698162,0.01329946,-0.02289652,0.030226944,0.9994469,-0.029493298,-0.007664567,-0.013311724,1.0,0.0,0.0,0.0,0
2511742094,-0.016740631,-0.08489667,-0.028421873,0.9994498,-0.02870642,-0.010630155,-0.012776686,1.0,0.0,0.0,0.0,0
2511782272,0.037479512,0.07205407,0.023842355,0.9994539,-0.027824163,-0.013033313,-0.012159766,1.0,0.0,0.0,0.0,0
2511826013,0.006619381,-0.050406076,0.0994317,0.9994127,-0.02802275,-0.016006356,-0.0115251355,1.0,0.0,0.0,0.0,0
2511866148,-0.09777052,-0.19550562,-0.029265175,0.99934024,-0.029053247,-0.01864462,-0.011289742,1.0,0.0,0.0,0.0,0
2511910127,-0.21845181,-0.101529405,-0.037689302,0.9992495,-0.03051481,-0.021147627,-0.011055277,1.0,0.0,0.0,0.0,0
2511950257,-0.3556319,-0.31917372,-0.0335935,0.99913627,-0.032544598,-0.023446908,-0.010855827,1.0,0.0,0.0,0.0,0
2511994018,0.036128815,0.14209254,-0.06003042,0.99903494,-0.03451383,-0.0248987,-0.010868426,1.0,0.0,0.0,0.0,0
2512034082,0.28011847,0.2505365,-0.04320108,0.99892,-0.03633071,-0.026820652,-0.010938658,1.0,0.0,0.0,0.0,0
2512078003,-0.48504975,-0.25860727,0.113412544,0.9987382,-0.0392739,-0.029316988,-0.010957743,1.0,0.0,0.0,0.0,0
2512118104,-0.16724388,-0.02713278,-0.041115664,0.99862206,-0.040791195,-0.030995414,-0.011377239,1.0,0.0,0.0,0.0,0
2512162097,0.024960913,-0.05276425,0.026644865,0.9984797,-0.042763617,-0.03277081,-0.01165242,1.0,0.0,0.0,0.0,0
2512202088,-0.024310336,-0.1135364,0.01598562,0.99833304,-0.044679094,-0.034524687,-0.011959689,1.0,0.0,0.0,0.0,0
