timestamp,timestamp_last_signal,channel_count,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],rc_failsafe,rc_lost,input_source
2508745359,2508745359,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2508857323,2508857323,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2508905493,2508905493,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2508949340,2508949340,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2508993341,2508993341,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2509037193,2509037193,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2509081375,2509081375,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2509129227,2509129227,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2509149399,2509149399,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2509194925,2509194925,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2509238909,2509238909,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2509278929,2509278929,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2509326924,2509326924,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2509375222,2509375222,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2509418935,2509418935,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2509462929,2509462929,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2509507075,2509507075,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2509530945,2509530945,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2509574942,2509574942,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2509618931,2509618931,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2509659142,2509659142,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2509699065,2509699065,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2509762962,2509762962,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2509806927,2509806927,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2509850926,2509850926,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2509875238,2509875238,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2509918986,2509918986,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2509962972,2509962972,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2510010943,2510010943,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2510050965,2510050965,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2510098996,2510098996,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2510146955,2510146955,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2510170925,2510170925,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2510210967,2510210967,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2510258942,2510258942,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2510302933,2510302933,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2510346946,2510346946,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2510390888,2510390888,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2510434930,2510434930,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2510478791,2510478791,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2510518895,2510518895,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2510566948,2510566948,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2510610889,2510610889,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2510650825,2510650825,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2510674812,2510674812,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2510718905,2510718905,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2510762908,2510762908,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2510811220,2510811220,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2510854824,2510854824,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2510898956,2510898956,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2510939014,2510939014,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2510982825,2510982825,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2511027118,2511027118,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2511070803,2511070803,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2511114899,2511114899,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2511138899,2511138899,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2511183156,2511183156,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2511227001,2511227001,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2511270902,2511270902,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2511315242,2511315242,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2511358931,2511358931,18,255,0,0,0,1512,1513,1465,1509,1514,1094,1934,1094,1094,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
