timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,vision_attitude_timestamp_rel,vision_position_timestamp_rel
2509039674,32767,32767,32767,32767,32767,-50,32767,32767
2509043674,32767,32767,32767,32767,32767,32767,32767,32767
2509047674,32767,32767,32767,32767,32767,32767,32767,32767
2509051685,32767,32767,32767,32767,-50,-50,32767,32767
2509055718,32767,32767,32767,32767,32767,32767,32767,32767
2509059673,32767,32767,32767,32767,32767,32767,32767,32767
2509063674,32767,32767,32767,32767,-42,32767,32767,32767
2509067674,32767,32767,32767,32767,32767,32767,32767,32767
2509071675,32767,32767,32767,32767,32767,32767,32767,32767
2509075674,32767,32767,32767,32767,-49,-50,32767,32767
2509079676,32767,32767,32767,32767,32767,32767,32767,32767
