timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
2508180637,37.102794029264224,-76.39223476779553,3.1261885,-3.1213233,0.996117,2.9953554,-0.04424768,1,1,0
2652063240,37.102468806547726,-76.38813821861379,3.0481782,-39.27656,364.2961,3.0733657,1.2059708,1,1,0
