timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],n_states,vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,nan_flags,health_flags,timeout_flags,pre_flt_fail
2508752551,0.999481,-0.002127711,0.0232166,-0.02223158,0.0358338,0.032019198,-0.024446212,-3.0224872,1.008983,3.0332587,-0.00018473591,0.0002357381,-6.768558e-06,-0.00040464726,4.4525327e-06,-0.00012665833,0.17739432,0.047532663,0.3565534,0.0,0.0,0.0,0.0,0.0,6.4743e-41,1.1576115e-09,1.0509235e-05,0.00040777403,8.473829e-07,1.2871364e-05,1.0589581e-05,4.198451e-05,0.013397037,0.013394694,0.00906342,0.061067097,0.06106475,0.05567029,1.051715e-11,1.04999585e-11,1.896653e-11,1.7206074e-07,2.2835009e-07,5.000007e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.34947369,0.23594552,0.0305163,0.02100708,0.012053,0.006171174,0.0,0.0,0.0,0.000197,0,0,0,831,0,0,0,0
2508952539,0.9994843,-0.0018917116,0.023048382,-0.022280958,0.038244635,0.032012973,-0.025456337,-3.0106812,1.0131142,3.0249832,-0.00018471126,0.00023574963,-6.777471e-06,-0.00040464549,4.410001e-06,-0.00012657105,0.17739432,0.047532663,0.3565534,0.0,0.0,0.0,0.0,0.0,6.4743e-41,1.1674063e-09,1.0304071e-05,0.0003177104,8.471194e-07,1.2862489e-05,1.0580825e-05,4.2061867e-05,0.0133463945,0.013344084,0.0090047335,0.060969234,0.06096693,0.055081785,1.0513325e-11,1.0496088e-11,1.8981544e-11,1.7206173e-07,2.2835101e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.3491936,0.23469509,0.021075195,0.024369556,0.010621384,0.013680457,0.0,0.0,0.0,0.000185,0,0,0,831,0,0,0,0
2509152496,0.99948615,-0.002048048,0.02316358,-0.022066457,0.03750544,0.032863252,-0.02492522,-2.99993,1.0247787,3.0313396,-0.00018472469,0.00023574593,-6.803069e-06,-0.00040465454,4.4134576e-06,-0.00012951986,0.17739432,0.047532663,0.3565534,0.0,0.0,0.0,0.0,0.0,6.4743e-41,2.40252e-08,0.0001588512,0.0030500153,8.471535e-07,1.2862919e-05,1.0581671e-05,4.20586e-05,0.013363286,0.013360986,0.009020346,0.06109364,0.061091337,0.055236906,1.0514265e-11,1.04970355e-11,1.8979448e-11,1.7206271e-07,2.2835194e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.34954968,0.23502533,0.0406122,0.011665029,0.013819429,0.0015494011,0.0,0.0,0.0,0.000142,0,0,0,831,0,0,0,0
2509358163,0.9995099,-0.0023553846,0.02178812,-0.022354998,-0.009127744,0.028324094,-0.027768193,-2.991001,1.0371224,3.0326836,-0.00018473502,0.00023572937,-6.7771102e-06,-0.00040467875,4.4153176e-06,-0.00013136814,0.17739432,0.047532663,0.3565534,0.0,0.0,0.0,0.0,0.0,6.4743e-41,2.5609916e-08,0.00014953589,0.0037668375,8.476208e-07,1.2862257e-05,1.0584233e-05,4.2136322e-05,0.013394106,0.013392175,0.009039258,0.061286513,0.06128422,0.0554434,1.0518826e-11,1.0501574e-11,1.899585e-11,1.7206372e-07,2.2835289e-07,5.0000054e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.35010105,0.23546422,0.028086856,0.021661183,0.013865412,0.023436766,0.0,0.0,0.0,0.000209,0,0,0,831,0,0,0,0
2509558227,0.9994908,-0.00042096077,0.023032637,-0.022081353,0.062321827,0.038764235,-0.020314056,-2.9752212,1.0517056,3.0267708,-0.00018475887,0.00023575718,-6.7822384e-06,-0.00040465037,4.4310445e-06,-0.00013118431,0.17739432,0.047532663,0.3565534,0.0,0.0,0.0,0.0,0.0,6.4743e-41,1.9549393e-08,0.00013791189,0.0033375581,8.448518e-07,1.2866046e-05,1.0583195e-05,4.2131156e-05,0.013399934,0.01339779,0.009054455,0.061402906,0.061400626,0.055601902,1.05191975e-11,1.0502031e-11,1.8993612e-11,1.7206463e-07,2.2835373e-07,5.0000075e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.35043335,0.23580055,0.010011036,0.013786396,0.01227049,0.0055105384,0.0,0.0,0.0,0.000273,0,0,0,831,0,0,0,0
2509766146,0.9995061,-0.0012263289,0.022244815,-0.022166463,0.038977887,0.053275883,-0.013562354,-2.9684792,1.0636239,3.0593438,-0.00018475177,0.00023572234,-6.749426e-06,-0.00040471493,4.3638174e-06,-0.0001417749,0.17739432,0.047532663,0.3565534,0.0,0.0,0.0,0.0,0.0,6.4743e-41,1.7288853e-07,0.0002884857,0.006469857,8.4576243e-07,1.2869745e-05,1.0589941e-05,4.2148644e-05,0.013472952,0.013470676,0.009023982,0.06186615,0.06186383,0.055243656,1.05236635e-11,1.0506455e-11,1.8995038e-11,1.7206563e-07,2.2835464e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.35175273,0.2350397,0.02397765,0.03249033,0.012877864,0.04206033,0.0,0.0,0.0,0.000192,0,0,0,831,0,0,0,0
2509970171,0.99964625,-0.0077705393,-0.008948093,-0.023811368,0.07146109,0.064361535,0.035487317,-2.9579232,1.074908,3.0864732,-0.00018471426,0.00023570165,-6.830127e-06,-0.0004047282,4.2923707e-06,-0.00014953282,0.17739432,0.047532663,0.3565534,0.0,0.0,0.0,0.0,0.0,6.4743e-41,1.1708972e-06,0.0012334009,0.020123921,8.5834915e-07,1.2687033e-05,1.043393e-05,4.2176893e-05,0.012091856,0.012090094,0.008924931,0.054348823,0.05434719,0.05515687,1.0426488e-11,1.0409048e-11,1.8996226e-11,1.7206659e-07,2.2835547e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.32969078,0.234855,0.009697447,0.03839581,0.012037216,0.013906166,0.0,0.0,0.0,0.000217,0,0,0,831,0,0,0,0
2510174012,0.9990959,-0.016596219,-0.031081738,-0.02379,0.34196153,-0.0244526,-0.5846599,-2.875928,1.0828027,3.0266461,-0.00018474032,0.00023582802,-6.830169e-06,-0.0004035033,4.4308317e-06,-0.0001469927,0.17739432,0.047532663,0.3565534,0.0,0.0,0.0,0.0,0.0,6.4743e-41,1.7432383e-06,0.0014853127,0.023181371,8.8406466e-07,1.2674656e-05,1.04143455e-05,4.2139887e-05,0.012470388,0.012483187,0.008870925,0.054465923,0.05446449,0.054565545,1.0423695e-11,1.0405708e-11,1.8992545e-11,1.7205956e-07,2.283431e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.33004606,0.23359269,0.011853362,0.086210765,0.014344855,0.022230024,0.0,0.0,0.0,4.5e-05,0,0,0,831,0,0,0,0
2510374154,0.9995554,-0.019397082,0.013081267,-0.01848428,0.36681348,-0.03544364,-0.96775323,-2.8038185,1.0780901,2.7871602,-0.0001847408,0.00023583086,-6.8298573e-06,-0.00040348916,4.610314e-06,-0.000126028,0.17739432,0.047532663,0.3565534,0.0,0.0,0.0,0.0,0.0,6.4743e-41,1.898752e-06,0.001653467,0.025838323,8.682003e-07,1.2820032e-05,1.0598163e-05,4.2158368e-05,0.01420249,0.014221904,0.009031605,0.06274251,0.062741995,0.055234194,1.0525872e-11,1.0508103e-11,1.8990306e-11,1.7206047e-07,2.2834405e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.3542379,0.23501956,0.029180748,0.086210765,0.014344855,0.07008675,0.0,0.0,0.0,0.0002,0,0,0,831,0,0,0,0
2510578137,0.9988255,-0.0011844864,0.046692003,-0.0128911305,0.2545259,-0.06657307,-0.9978564,-2.7221558,1.0494045,2.5781345,-0.00018466174,0.00023582678,-6.7725005e-06,-0.00040394676,3.3044798e-06,-0.000121463025,0.17739432,0.047532663,0.3565534,0.0,0.0,0.0,0.0,0.0,6.4743e-41,1.5841777e-06,0.0017126836,0.027294487,8.465246e-07,1.26876e-05,1.035093e-05,4.2126398e-05,0.012674719,0.012681885,0.008932232,0.054821007,0.054821126,0.055150807,1.0415762e-11,1.0396801e-11,1.8990158e-11,1.7202593e-07,2.2828482e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.33112255,0.23484209,0.00408889,0.05336548,0.027001254,0.013208367,0.0,0.0,0.0,0.000183,0,0,0,831,0,0,0,0
