timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
1194623563,0.0,0.0,0.0,10.0,50.0,nan,5.0157886,0,1,1,1,1,0,0
2651414999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31010,1,1,255,190,0,1
2652175077,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31010,1,1,255,190,0,1
