timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,fix_type,vel_ned_valid,satellites_used
2508907488,1686758158600384,371027961,-763922378,5995,-29773,0.277,0.73945934,0.72300005,1.128,0.62,1.09,98,20,0.043,0.006,0.043,-0.060000002,1.4772102,0,4,1,18
2509111611,1686758158800384,371027962,-763922376,5970,-29797,0.28,0.73946977,0.72400004,1.128,0.62,1.09,98,20,0.044000003,-0.021000002,0.038000003,-0.009000001,1.4772102,0,4,1,18
2509313026,1686758159000384,371027962,-763922374,5971,-29796,0.21100001,0.73947746,0.725,1.1290001,0.62,1.09,98,20,0.043,0.022000002,0.037,0.002,1.4772102,0,4,1,18
2509510976,1686758159200384,371027963,-763922372,5932,-29836,0.30900002,0.73948896,0.726,1.13,0.62,1.09,98,20,0.025,-0.018000001,0.018000001,-0.015000001,1.4772102,0,4,1,18
2509712568,1686758159400384,371027964,-763922371,5913,-29854,0.26000002,0.73949856,0.72800004,1.1320001,0.62,1.09,97,19,0.055000003,0.055000003,0.0050000004,0.002,1.4772102,0,4,1,18
2509912590,1686758159600384,371027965,-763922370,5878,-29890,0.30900002,0.7395101,0.72900003,1.133,0.62,1.09,97,19,0.020000001,0.017,-0.010000001,0.104,1.4772102,0,4,1,18
2510112867,1686758159800384,371027971,-763922369,5895,-29873,0.21700001,0.40449014,0.73,1.1320001,0.62,1.09,97,19,0.565,0.564,-0.029000001,-0.48900002,0.30119702,0,4,1,18
2510318760,1686758160000384,371027986,-763922377,5951,-29817,0.24900001,0.6732347,0.725,1.1170001,0.62,1.09,97,19,0.27400002,0.26900002,-0.052,-1.223,0.17046124,0,4,1,18
2510519063,1686758160200384,371027991,-763922381,6182,-29585,0.25100002,0.66249275,0.72300005,1.115,0.62,1.09,97,19,0.252,0.194,-0.16100001,-1.258,6.0158257,0,4,1,18
2510715228,1686758160400384,371027995,-763922387,6362,-29405,0.25500003,0.66253567,0.721,1.113,0.62,1.09,97,19,0.18200001,0.141,-0.11400001,-1.018,6.0158257,0,4,1,18
2510915768,1686758160600384,371027995,-763922390,6539,-29228,0.287,0.5568811,0.72,1.11,0.62,1.09,97,19,0.335,-0.319,0.10300001,-0.96900004,1.5472655,0,4,1,18
2511116655,1686758160800384,371027990,-763922390,6659,-29108,0.30200002,0.46055764,0.71900004,1.1110001,0.62,1.09,97,19,0.43500003,-0.42700002,0.081,-0.87100005,2.382368,0,4,1,18
2511316619,1686758161000384,371027983,-763922387,6778,-28989,0.30100003,0.30245104,0.71800005,1.1090001,0.62,1.09,97,19,0.62700003,-0.51000005,0.365,-0.74,2.4788368,0,4,1,18
2511515612,1686758161200384,371027973,-763922382,6943,-28824,0.30600002,0.2695216,0.717,1.105,0.62,1.09,97,19,0.68200004,-0.65900004,0.17300001,-0.8,2.7052257,0,4,1,18
2511715555,1686758161400384,371027960,-763922376,7030,-28737,0.298,0.19473982,0.717,1.1040001,0.62,1.09,97,16,0.97300005,-0.86,0.45600003,-0.61700004,2.6714132,0,4,1,18
2511912931,1686758161600384,371027946,-763922369,7177,-28590,0.307,0.22226557,0.717,1.103,0.62,1.09,97,16,0.85800004,-0.785,0.34600002,-0.77400005,2.6955018,0,4,1,18
2512112912,1686758161800384,371027931,-763922363,7351,-28416,0.31500003,0.23493108,0.717,1.1010001,0.62,1.09,97,16,0.78300005,-0.76500005,0.16800001,-0.716,2.8044033,0,4,1,18
2512312923,1686758162000383,371027920,-763922360,7480,-28288,0.34500003,0.3618989,0.71800005,1.103,0.62,1.09,97,16,0.568,-0.546,0.155,-0.572,2.822505,0,4,1,18
2512512623,1686758162200383,371027918,-763922364,7446,-28322,0.291,0.47349784,0.716,1.095,0.62,1.09,97,16,0.418,-0.41700003,0.027,-0.54800004,2.9163632,0,4,1,18
2512713539,1686758162400383,371027913,-763922366,7420,-28347,0.28800002,0.40856254,0.71400005,1.0910001,0.62,1.09,97,17,0.47300002,-0.46400002,0.093,-0.18300001,2.9315794,0,4,1,18
2512913484,1686758162600383,371027906,-763922365,7454,-28313,0.328,0.65797406,0.71400005,1.0890001,0.62,1.09,97,17,0.264,-0.22000001,0.14600001,-0.24900001,2.8268437,0,4,1,18
2513109850,1686758162800383,371027902,-763922364,7511,-28256,0.33100003,0.6579877,0.71500003,1.0860001,0.62,1.09,97,17,0.21700001,-0.20600002,0.068,-0.124000005,2.8268437,0,4,1,18
2513313865,1686758163000383,371027900,-763922365,7513,-28255,0.30400002,0.6580004,0.716,1.0860001,0.62,1.09,97,17,0.041,-0.028,0.030000001,-0.120000005,2.8268437,0,4,1,18
2513514576,1686758163200383,371027901,-763922366,7521,-28246,0.187,0.6580083,0.717,1.0860001,0.62,1.09,97,17,0.120000005,0.08400001,0.086,-0.018000001,2.8268437,0,4,1,18
2513717533,1686758163400383,371027902,-763922365,7538,-28229,0.245,0.6580184,0.71800005,1.088,0.62,1.09,89,18,0.08400001,0.049000002,0.068,0.054,2.8268437,0,4,1,18
2513918657,1686758163600383,371027902,-763922364,7512,-28255,0.21400002,0.6580273,0.71800005,1.09,0.62,1.09,89,18,0.187,0.019000001,0.186,0.07300001,2.8268437,0,4,1,18
2514118549,1686758163800383,371027902,-763922361,7515,-28253,0.22900002,0.6580369,0.71800005,1.0890001,0.62,1.09,89,18,0.136,0.046000004,0.128,0.096,2.8268437,0,4,1,18
2514322481,1686758164000383,371027903,-763922358,7520,-28248,0.21200001,0.65804565,0.717,1.087,0.62,1.09,89,18,0.071,0.009000001,0.07,0.037,2.8268437,0,4,1,18
2514522511,1686758164200383,371027903,-763922356,7508,-28259,0.261,0.6580566,0.71500003,1.0840001,0.62,1.09,89,18,0.045,0.028,0.035,0.075,2.8268437,0,4,1,18
2514737190,1686758164400383,371027904,-763922353,7511,-28256,0.163,0.6580634,0.71400005,1.0810001,0.62,1.09,89,21,0.105000004,0.068,0.079,-0.009000001,2.8268437,0,4,1,18
2514914507,1686758164600383,371027906,-763922351,7495,-28272,0.24200001,0.65807337,0.712,1.0760001,0.62,1.09,89,21,0.193,0.18400002,0.058000002,0.097,2.8268437,0,4,1,18
2515118495,1686758164800383,371027910,-763922350,7464,-28303,0.27100003,0.65808475,0.71000004,1.069,0.62,1.09,89,21,0.165,0.162,-0.029000001,0.082,2.8268437,0,4,1,18
2515322492,1686758165000383,371027914,-763922350,7403,-28364,0.266,0.6580959,0.708,1.0630001,0.62,1.09,89,21,0.096,0.09200001,0.027,0.19100001,2.8268437,0,4,1,18
2515522475,1686758165200383,371027917,-763922351,7367,-28400,0.264,0.6581069,0.70600003,1.059,0.62,1.09,89,21,0.172,0.16900001,0.033,0.19700001,2.8268437,0,4,1,18
2515737750,1686758165400383,371027922,-763922353,7323,-28444,0.26200002,0.6581177,0.702,1.052,0.62,1.09,89,29,0.157,0.143,-0.064,0.081,2.8268437,0,4,1,18
2515922508,1686758165600383,371027925,-763922355,7285,-28482,0.277,0.6581292,0.70000005,1.047,0.62,1.09,89,29,0.19500001,0.156,-0.11800001,0.15100001,2.8268437,0,4,1,18
2516119483,1686758165800383,371027927,-763922357,7230,-28538,0.294,0.6581416,0.69900006,1.044,0.62,1.09,89,29,0.133,0.120000005,-0.058000002,0.165,2.8268437,0,4,1,18
2516330467,1686758166000383,371027930,-763922359,7207,-28560,0.27100003,0.6581528,0.698,1.041,0.62,1.09,89,29,0.15900001,0.101,-0.123,0.060000002,2.8268437,0,4,1,18
2516522764,1686758166200383,371027933,-763922362,7183,-28585,0.257,0.6581636,0.697,1.0380001,0.62,1.09,89,29,0.21700001,0.13100001,-0.17300001,-0.009000001,2.8268437,0,4,1,18
2516742587,1686758166400383,371027937,-763922365,7158,-28610,0.263,0.65817463,0.69600004,1.036,0.62,1.09,89,25,0.215,0.17300001,-0.12900001,-0.022000002,2.8268437,0,4,1,18
2516919478,1686758166600383,371027941,-763922368,7133,-28634,0.22200002,0.6581839,0.69600004,1.0350001,0.62,1.09,89,25,0.14400001,0.112,-0.091000006,-0.1,2.8268437,0,4,1,18
