timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
2508858699,0.16474503,-0.043611266,0.361409
2508870663,0.15434499,-0.0466709,0.3658607
2508910329,0.15583073,-0.0466709,0.37624794
2508922629,0.17663077,-0.052790165,0.36882848
2508946656,0.15731643,-0.032902546,0.37179625
2508958670,0.17217362,-0.04055163,0.3628929
2508973462,0.15731643,-0.055849798,0.37476408
2508985722,0.16474503,-0.043611266,0.37476408
2509022454,0.16028787,-0.032902546,0.3599251
2509034645,0.16474503,-0.0466709,0.37773186
2509046643,0.16474503,-0.0466709,0.3658607
2509070698,0.1706879,-0.039021816,0.36882848
2509083286,0.16474503,-0.029842915,0.3658607
2509094663,0.16474503,-0.034432363,0.36734456
2509107266,0.16920218,-0.0466709,0.36734456
2509118644,0.16771646,-0.0466709,0.3658607
2509131244,0.16474503,-0.045141082,0.36734456
2509142720,0.17663077,-0.032902546,0.35250562
2509155109,0.17514506,-0.037492,0.36882848
2509179837,0.15285929,-0.04055163,0.36734456
2509192261,0.1706879,-0.037492,0.361409
2509204607,0.17365932,-0.0466709,0.35250562
2509228628,0.1706879,-0.049730532,0.36882848
2509240658,0.16474503,-0.039021816,0.37179625
2509288613,0.16474503,-0.039021816,0.3599251
2509301056,0.15285929,-0.045141082,0.36882848
2509312639,0.18108793,-0.037492,0.37476408
2509324678,0.16920218,-0.0466709,0.36734456
2509348615,0.17960219,-0.045141082,0.35844123
2509360646,0.1706879,-0.039021816,0.35250562
2509375025,0.17514506,-0.04055163,0.3599251
2509400616,0.16474503,-0.037492,0.36882848
2509412582,0.16920218,-0.04055163,0.34508616
2509424703,0.15880215,-0.045141082,0.37328017
2509460617,0.16474503,-0.025253465,0.35398954
2509472031,0.18108793,-0.043611266,0.3599251
2509484615,0.18108793,-0.0466709,0.3599251
2509496729,0.17365932,-0.037492,0.3658607
2509520621,0.16920218,-0.045141082,0.3628929
2509544658,0.16920218,-0.03137273,0.3628929
2509568023,0.16474503,-0.029842915,0.35250562
2509580646,0.17365932,-0.052790165,0.3554734
2509592703,0.16028787,-0.043611266,0.361409
2509604643,0.17960219,-0.037492,0.35398954
2509616645,0.17960219,-0.03137273,0.36734456
2509628625,0.15434499,-0.037492,0.3658607
2509640153,0.15583073,-0.037492,0.3599251
2509652346,0.17514506,-0.0466709,0.37921575
2509676255,0.16474503,-0.058909435,0.3599251
2509688077,0.16028787,-0.0466709,0.37773186
2509700661,0.16474503,-0.037492,0.38366744
2509736636,0.17217362,-0.05431998,0.34508616
2509748638,0.16028787,-0.055849798,0.34953785
2509774791,0.19000223,-0.0466709,0.3599251
2509799930,0.19000223,-0.045141082,0.34211835
2509812654,0.19594511,-0.04514108,0.3628929
2509860658,0.20931657,-0.039021812,0.33618277
2509872664,0.20931657,-0.05890943,0.35250562
2509896638,0.21525945,-0.051260345,0.33915055
2509920402,0.20931657,-0.05737961,0.34211835
2509956416,0.19743082,-0.037491996,0.34211835
2509980531,0.19594511,-0.037491996,0.33915055
2509991884,0.19594511,-0.037491996,0.34211835
2510004843,0.20783085,-0.04973053,0.34211835
2510016697,0.20188798,-0.054319978,0.34211835
2510028530,0.20931657,-0.046670895,0.34805393
2510040020,0.20931657,-0.05279016,0.33618277
2510064655,0.19891654,-0.051260345,0.3346989
2510076845,0.20931657,-0.054319978,0.33321497
2510088673,0.20040226,-0.04973053,0.34063447
2510100927,0.18554509,-0.05126035,0.34508616
2510126991,0.19891654,-0.051260345,0.33915055
2510139349,0.18405935,-0.063498884,0.34657004
2510151013,0.19891654,-0.060439248,0.3510217
2510174940,0.17217362,-0.045141082,0.35398954
2510187440,0.17960219,-0.06043925,0.36734456
2510200141,0.17960219,-0.057379615,0.3628929
2510247928,0.16920218,-0.045141082,0.35398954
2510271892,0.1706879,-0.043611266,0.361409
2510296712,0.1706879,-0.039021816,0.361409
2510308961,0.15285929,-0.05126035,0.3599251
2510344640,0.16474503,-0.049730532,0.36882848
2510356618,0.15880215,-0.0466709,0.37624794
2510367933,0.1469164,-0.049730536,0.3658607
2510382971,0.15880215,-0.037492,0.3628929
2510396974,0.13651638,-0.046670903,0.37624794
2510408622,0.15880215,-0.0466709,0.37328017
2510420644,0.1469164,-0.040551633,0.36882848
2510444991,0.1632593,-0.045141082,0.37624794
2510468843,0.1469164,-0.045141086,0.38663524
2510480716,0.13205923,-0.045141086,0.38218355
2510492641,0.13205923,-0.034432366,0.38218355
2510528403,0.14394496,-0.029842917,0.36882848
2510552656,0.14097354,-0.03290255,0.3599251
2510564678,0.1380021,-0.022193834,0.37773186
2510589180,0.12760207,-0.03290255,0.38366744
2510600694,0.14394496,-0.03290255,0.37179625
2510624658,0.12908779,-0.040551633,0.37921575
2510636979,0.13057351,-0.026783284,0.37476408
2510648707,0.12760207,-0.03290255,0.38366744
2510672043,0.1380021,-0.046670903,0.3658607
2510684576,0.12908779,-0.031372733,0.37328017
2510696651,0.12908779,-0.034432366,0.3881191
2510720233,0.14097354,-0.04361127,0.38366744
2510744677,0.1380021,-0.022193834,0.38960302
2510756528,0.14245926,-0.040551633,0.37921575
2510767903,0.121659204,-0.034432366,0.37624794
2510792030,0.13651638,-0.040551633,0.3881191
2510804622,0.1469164,-0.03902182,0.3940547
2510816029,0.12611637,-0.034432366,0.37624794
2510828610,0.14840212,-0.014544749,0.37921575
2510840641,0.1469164,-0.020664016,0.38663524
2510852800,0.1469164,-0.03290255,0.38069963
2510863931,0.1469164,-0.03290255,0.37476408
2510876660,0.14394496,-0.03290255,0.38663524
2510901112,0.13205923,-0.037492003,0.37921575
2510912687,0.14840212,-0.034432366,0.36882848
2510924946,0.14394496,-0.03290255,0.37476408
2510936669,0.14840212,-0.045141086,0.37328017
2510975011,0.15434499,-0.043611266,0.38366744
2510988512,0.15731643,-0.029842917,0.36882848
2511000025,0.1632593,-0.034432363,0.36882848
2511012256,0.15731643,-0.029842917,0.37476408
2511024060,0.15880215,-0.025253467,0.3628929
2511036237,0.14097354,-0.037492003,0.37476408
2511048154,0.16474503,-0.029842915,0.37773186
2511072187,0.1469164,-0.020664016,0.37328017
