timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
2508752551,0.045968603,0.053917464,0.0110993795,-0.038374186,-0.046011806,0.06214142,0.0,0.0,0.0,-0.02382496,0.0,0.0,0.0,0.0,0.0,0.2635066,0.2635042,0.57160807,0.58292145,0.582919,4.0558953,0.0,0.0,0.0,0.09016831,0.0,0.0,0.0,0.0,0.0,0.00027909855,0.0071799913,0.02361518,0.0,0.0,0.0,0.0,0.0,0.0
2508952539,-0.00046483427,0.061169222,-0.09212061,-0.040676832,-0.029084563,0.13775635,0.0,0.0,0.0,-0.016454011,0.0,0.0,0.0,0.0,0.0,0.26388693,0.26388445,0.5715818,0.5866675,0.58666486,4.055851,0.0,0.0,0.0,0.090168275,0.0,0.0,0.0,0.0,0.0,9.648258e-05,0.0051905513,0.014218462,0.0,0.0,0.0,0.0,0.0,0.0
2509152496,0.02993766,-0.012662858,0.039120954,-0.052821636,-0.035367846,0.015602112,0.0,0.0,0.0,-0.03170716,0.0,0.0,0.0,0.0,0.0,0.26346564,0.26346332,0.57156384,0.584391,0.5843887,4.0560102,0.0,0.0,0.0,0.09016853,0.0,0.0,0.0,0.0,0.0,0.00012246512,0.0057216897,0.01939588,0.0,0.0,0.0,0.0,0.0,0.0
2509358163,0.055594068,3.878027e-06,-0.0056257993,-0.053068638,-0.041368842,-0.23600006,0.0,0.0,0.0,0.021928273,0.0,0.0,0.0,0.0,0.0,0.263483,0.2634806,0.57157946,0.5859632,0.5859608,4.0559154,0.0,0.0,0.0,0.09016874,0.0,0.0,0.0,0.0,0.0,6.9118905e-05,0.005431929,0.018687984,0.0,0.0,0.0,0.0,0.0,0.0
2509558227,-0.03538503,-0.02282137,-0.025128454,-0.04483676,-0.047029972,0.055488586,0.0,0.0,0.0,0.007815931,0.0,0.0,0.0,0.0,0.0,0.26351035,0.26350838,0.5715986,0.5876075,0.5876052,4.055825,0.0,0.0,0.0,0.0901689,0.0,0.0,0.0,0.0,0.0,7.534772e-05,0.0033135228,0.010736209,0.0,0.0,0.0,0.0,0.0,0.0
2509766146,0.08339357,0.036715254,-0.013875086,-0.03907585,-0.049423695,-0.4235382,0.0,0.0,0.0,-0.018720124,0.0,0.0,0.0,0.0,0.0,0.26352194,0.26351976,0.5716136,0.5891752,0.58917284,4.0560174,0.0,0.0,0.0,0.09016906,0.0,0.0,0.0,0.0,0.0,0.00017520458,0.009956607,0.033117067,0.0,0.0,0.0,0.0,0.0,0.0
2509970171,0.09855051,0.05509909,0.060692422,-0.036542177,-0.046378016,-0.1400299,0.0,0.0,0.0,-0.0075711124,0.0,0.0,0.0,0.0,0.0,0.26351786,0.26351577,0.57156885,0.5937915,0.5937891,4.055896,0.0,0.0,0.0,0.09016914,0.0,0.0,0.0,0.0,0.0,0.00027402592,0.011181291,0.036638297,0.0,0.0,0.0,0.0,0.0,0.0
2510174012,-0.22146136,-0.014224637,0.0018453002,-0.046087265,-0.05534506,0.22384644,0.0,0.0,0.0,0.009254307,0.0,0.0,0.0,0.0,0.0,0.26395682,0.2639711,0.5715861,0.5954243,0.5954226,4.055837,0.0,0.0,0.0,0.09016915,0.0,0.0,0.0,0.0,0.0,0.0003567872,0.011654302,0.022815896,0.0,0.0,0.0,0.0,0.0,0.0
2510374154,-0.22146136,-0.014224637,0.0018453002,-0.046087265,-0.05534506,0.70575714,0.0,0.0,0.0,-0.022782333,0.0,0.0,0.0,0.0,0.0,0.26395682,0.2639711,0.5715861,0.5954243,0.5954226,4.0560074,0.0,0.0,0.0,0.09016892,0.0,0.0,0.0,0.0,0.0,0.00030502983,0.01791899,0.05400869,0.0,0.0,0.0,0.0,0.0,0.0
2510578137,0.04583627,0.11601187,0.20172864,-0.103338,0.04293835,0.13300323,0.0,0.0,0.0,-0.0031923298,0.0,0.0,0.0,0.0,0.0,0.2642229,0.2642311,0.5715764,0.58588487,0.58588547,4.05589,0.0,0.0,0.0,0.090169154,0.0,0.0,0.0,0.0,0.0,0.00032878367,0.014992853,0.036219977,0.0,0.0,0.0,0.0,0.0,0.0
