timestamp,voltage5V_v,voltage3V3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5V_OC,hipower_5V_OC
2508752103,4.740527,0.0,0,1,1,1,1,0,0
2509252139,4.753418,0.0,0,1,1,1,1,0,0
2509762110,4.6873536,0.0,0,1,1,1,1,0,0
2510262110,4.7340817,0.0,0,1,1,1,1,0,0
2510762103,4.74375,0.0,0,1,1,1,1,0,0
2511262148,4.726025,0.0,0,1,1,1,1,0,0
2511772138,4.729248,0.0,0,1,1,1,1,0,0
2512272096,4.7453613,0.0,0,1,1,1,1,0,0
2512772139,4.74375,0.0,0,1,1,1,1,0,0
2513272112,4.6776853,0.0,0,1,1,1,1,0,0
2513772099,4.7453613,0.0,0,1,1,1,1,0,0
2514272138,4.6937985,0.0,0,1,1,1,1,0,0
2514782113,4.7356935,0.0,0,1,1,1,1,0,0
2515282107,4.6728516,0.0,0,1,1,1,1,0,0
2515792138,4.7228026,0.0,0,1,1,1,1,0,0
2516292112,4.7421384,0.0,0,1,1,1,1,0,0
2516792152,4.7356935,0.0,0,1,1,1,1,0,0
2517292145,4.729248,0.0,0,1,1,1,1,0,0
2517792113,4.738916,0.0,0,1,1,1,1,0,0
2518302137,4.738916,0.0,0,1,1,1,1,0,0
2518802159,4.738916,0.0,0,1,1,1,1,0,0
2519302114,4.7228026,0.0,0,1,1,1,1,0,0
2519812137,4.690576,0.0,0,1,1,1,1,0,0
2520312126,4.7421384,0.0,0,1,1,1,1,0,0
2520812101,4.738916,0.0,0,1,1,1,1,0,0
2521312127,4.7308593,0.0,0,1,1,1,1,0,0
2521812102,4.74375,0.0,0,1,1,1,1,0,0
2522312095,4.740527,0.0,0,1,1,1,1,0,0
2522822132,4.7356935,0.0,0,1,1,1,1,0,0
2523322144,4.7228026,0.0,0,1,1,1,1,0,0
2523822124,4.6921873,0.0,0,1,1,1,1,0,0
2524322108,4.6825194,0.0,0,1,1,1,1,0,0
2524822165,4.713135,0.0,0,1,1,1,1,0,0
2525322108,4.7308593,0.0,0,1,1,1,1,0,0
2525832138,4.7324705,0.0,0,1,1,1,1,0,0
2526332108,4.7340817,0.0,0,1,1,1,1,0,0
2526832100,4.71958,0.0,0,1,1,1,1,0,0
2527332138,4.7308593,0.0,0,1,1,1,1,0,0
2527842106,4.729248,0.0,0,1,1,1,1,0,0
2528342110,4.7228026,0.0,0,1,1,1,1,0,0
2528842169,4.714746,0.0,0,1,1,1,1,0,0
2529342134,4.7340817,0.0,0,1,1,1,1,0,0
2529852098,4.7356935,0.0,0,1,1,1,1,0,0
2530352110,4.7453613,0.0,0,1,1,1,1,0,0
2530852104,4.729248,0.0,0,1,1,1,1,0,0
2531352126,4.7453613,0.0,0,1,1,1,1,0,0
2531862102,4.7453613,0.0,0,1,1,1,1,0,0
2532362103,4.729248,0.0,0,1,1,1,1,0,0
2532872094,4.740527,0.0,0,1,1,1,1,0,0
2533372096,4.7179685,0.0,0,1,1,1,1,0,0
2533872140,4.6776853,0.0,0,1,1,1,1,0,0
2534372138,4.688965,0.0,0,1,1,1,1,0,0
2534872113,4.71958,0.0,0,1,1,1,1,0,0
2535382131,4.7211914,0.0,0,1,1,1,1,0,0
2535882115,4.6841307,0.0,0,1,1,1,1,0,0
2536382102,4.740527,0.0,0,1,1,1,1,0,0
2536892144,4.740527,0.0,0,1,1,1,1,0,0
2537392139,4.727637,0.0,0,1,1,1,1,0,0
2537892117,4.7421384,0.0,0,1,1,1,1,0,0
2538392107,4.7421384,0.0,0,1,1,1,1,0,0
2538892095,4.727637,0.0,0,1,1,1,1,0,0
2539392144,4.7340817,0.0,0,1,1,1,1,0,0
2539902165,4.7518067,0.0,0,1,1,1,1,0,0
2540402135,4.74375,0.0,0,1,1,1,1,0,0
2540902103,4.7066894,0.0,0,1,1,1,1,0,0
2541402131,4.738916,0.0,0,1,1,1,1,0,0
2541902138,4.738916,0.0,0,1,1,1,1,0,0
2542402102,4.729248,0.0,0,1,1,1,1,0,0
2542912138,4.726025,0.0,0,1,1,1,1,0,0
2543412098,4.7421384,0.0,0,1,1,1,1,0,0
2543912099,4.7469726,0.0,0,1,1,1,1,0,0
2544412138,4.7308593,0.0,0,1,1,1,1,0,0
2544922151,4.738916,0.0,0,1,1,1,1,0,0
2545422103,4.688965,0.0,0,1,1,1,1,0,0
2545922111,4.7373047,0.0,0,1,1,1,1,0,0
2546432138,4.685742,0.0,0,1,1,1,1,0,0
2546932157,4.6921873,0.0,0,1,1,1,1,0,0
2547432138,4.6921873,0.0,0,1,1,1,1,0,0
2547942103,4.738916,0.0,0,1,1,1,1,0,0
2548442162,4.740527,0.0,0,1,1,1,1,0,0
2548942103,4.738916,0.0,0,1,1,1,1,0,0
2549442140,4.7373047,0.0,0,1,1,1,1,0,0
2549952138,4.7356935,0.0,0,1,1,1,1,0,0
2550452106,4.740527,0.0,0,1,1,1,1,0,0
2550952111,4.7340817,0.0,0,1,1,1,1,0,0
2551452138,4.7356935,0.0,0,1,1,1,1,0,0
2551952138,4.7340817,0.0,0,1,1,1,1,0,0
2552462094,4.7421384,0.0,0,1,1,1,1,0,0
2552962098,4.738916,0.0,0,1,1,1,1,0,0
2553462135,4.748584,0.0,0,1,1,1,1,0,0
2553962117,4.716357,0.0,0,1,1,1,1,0,0
2554472151,4.6696286,0.0,0,1,1,1,1,0,0
2554972139,4.7211914,0.0,0,1,1,1,1,0,0
2555472101,4.71958,0.0,0,1,1,1,1,0,0
2555972106,4.7228026,0.0,0,1,1,1,1,0,0
2556472138,4.724414,0.0,0,1,1,1,1,0,0
2556982194,4.6776853,0.0,0,1,1,1,1,0,0
2557482129,4.6712403,0.0,0,1,1,1,1,0,0
2557982130,4.714746,0.0,0,1,1,1,1,0,0
2558482123,4.7211914,0.0,0,1,1,1,1,0,0
2558982109,4.6776853,0.0,0,1,1,1,1,0,0
2559492146,4.7228026,0.0,0,1,1,1,1,0,0
2559992095,4.726025,0.0,0,1,1,1,1,0,0
2560492100,4.7373047,0.0,0,1,1,1,1,0,0
2561002103,4.7308593,0.0,0,1,1,1,1,0,0
2561502122,4.7356935,0.0,0,1,1,1,1,0,0
2562002111,4.7324705,0.0,0,1,1,1,1,0,0
2562502122,4.7324705,0.0,0,1,1,1,1,0,0
2563002103,4.7340817,0.0,0,1,1,1,1,0,0
2563512144,4.726025,0.0,0,1,1,1,1,0,0
2564012138,4.729248,0.0,0,1,1,1,1,0,0
2564522133,4.688965,0.0,0,1,1,1,1,0,0
2565022115,4.676074,0.0,0,1,1,1,1,0,0
2565522116,4.679297,0.0,0,1,1,1,1,0,0
2566022109,4.679297,0.0,0,1,1,1,1,0,0
2566522106,4.690576,0.0,0,1,1,1,1,0,0
2567022106,4.6921873,0.0,0,1,1,1,1,0,0
2567532139,4.7340817,0.0,0,1,1,1,1,0,0
2568032141,4.738916,0.0,0,1,1,1,1,0,0
2568532172,4.7421384,0.0,0,1,1,1,1,0,0
2569032126,4.7421384,0.0,0,1,1,1,1,0,0
2569542137,4.7469726,0.0,0,1,1,1,1,0,0
2570042116,4.7453613,0.0,0,1,1,1,1,0,0
2570542102,4.74375,0.0,0,1,1,1,1,0,0
2571052175,4.7453613,0.0,0,1,1,1,1,0,0
2571552105,4.748584,0.0,0,1,1,1,1,0,0
2572052107,4.748584,0.0,0,1,1,1,1,0,0
2572552103,4.750195,0.0,0,1,1,1,1,0,0
2573052139,4.7566404,0.0,0,1,1,1,1,0,0
2573562128,4.74375,0.0,0,1,1,1,1,0,0
2574062139,4.753418,0.0,0,1,1,1,1,0,0
2574562125,4.7518067,0.0,0,1,1,1,1,0,0
2575062167,4.750195,0.0,0,1,1,1,1,0,0
2575562116,4.750195,0.0,0,1,1,1,1,0,0
2576062137,4.753418,0.0,0,1,1,1,1,0,0
2576572119,4.714746,0.0,0,1,1,1,1,0,0
2579082110,4.7373047,0.0,0,1,1,1,1,0,0
2579582121,4.701855,0.0,0,1,1,1,1,0,0
2580082145,4.750195,0.0,0,1,1,1,1,0,0
2580582147,4.680908,0.0,0,1,1,1,1,0,0
2581092148,4.7324705,0.0,0,1,1,1,1,0,0
2581592115,4.700244,0.0,0,1,1,1,1,0,0
2582102119,4.7421384,0.0,0,1,1,1,1,0,0
2582602147,4.738916,0.0,0,1,1,1,1,0,0
2583102106,4.726025,0.0,0,1,1,1,1,0,0
2583602103,4.7373047,0.0,0,1,1,1,1,0,0
2584112137,4.7453613,0.0,0,1,1,1,1,0,0
2584612140,4.740527,0.0,0,1,1,1,1,0,0
2585112140,4.7211914,0.0,0,1,1,1,1,0,0
2585622117,4.727637,0.0,0,1,1,1,1,0,0
2586122105,4.7421384,0.0,0,1,1,1,1,0,0
2586622103,4.738916,0.0,0,1,1,1,1,0,0
2587122169,4.71958,0.0,0,1,1,1,1,0,0
