timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
2708892287,25.023909,25.007545,0.062,0.06315941,0.0,45.682068,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2709400336,24.983515,24.996147,0.062,0.064755626,0.0,45.691322,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2709905979,23.488947,24.861393,0.062,0.06417135,0.0,45.700306,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2710412026,24.4382,24.649351,0.062,0.06405641,0.0,45.709286,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2712915544,24.357412,24.378757,0.062,0.06385989,0.0,45.75358,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2713420396,24.337215,24.36001,0.062,0.06508765,0.0,45.76281,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2713913992,24.317019,24.344553,0.0744,0.066325314,0.0,45.772022,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2714419560,24.317019,24.326046,0.062,0.064943895,0.0,45.78102,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2714925325,24.23623,24.313412,0.0744,0.06345773,0.0,45.789757,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2715418821,24.256428,24.31016,0.062,0.064363845,0.0,45.798706,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2715924605,24.276625,24.297718,0.0744,0.06504838,0.0,45.807922,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2716430125,24.276625,24.284628,0.0744,0.06549942,0.0,45.81714,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
2716923717,24.256428,24.27207,0.0744,0.06447226,0.0,45.82576,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
