timestamp,lat,lon,alt,delta_alt,vel_n,vel_e,vel_d,yaw,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
2708900395,37.1025302902965,-76.38808409939799,4.7940717,-0.0,0.03382382,-0.018838255,0.00877633,-0.07026591,1.7382212,2.9785311,0.0,2,0,0,0
2709103590,37.10253032127528,-76.3880840774609,4.7865696,-0.0,0.03247164,-0.016187726,0.007867036,-0.070129454,1.7382151,2.9785538,0.0,2,0,0,0
2709304541,37.10253033750237,-76.38808404033963,4.7791705,-0.0,0.045028307,-0.015543457,0.011514945,-0.06919425,1.7382236,2.9785724,0.0,2,0,0,0
2709505328,37.10253035074487,-76.38808398928172,4.780753,-0.0,0.018395571,-0.017084518,0.015117674,-0.069693625,1.7382442,2.978591,0.0,2,0,0,0
2709706016,37.10253036649174,-76.38808393929918,4.7822537,-0.0,0.022295674,-0.007904642,0.011653054,-0.07018652,1.7382743,2.9786134,0.0,2,0,0,0
2709906118,37.102530382856195,-76.3880838732723,4.799834,-0.0,0.014833609,0.0046839505,-0.0016669631,-0.06526077,1.7383033,2.9786334,0.0,2,0,0,0
2710111024,37.10252989659819,-76.38808368250021,4.8848886,-0.0,-0.29187566,0.025966858,-0.7173932,-0.050486363,1.7384312,2.9785614,0.0,2,0,0,0
2710311608,37.10252909183963,-76.38808349000529,5.1264663,-0.0,-0.48279554,0.035659637,-1.0743227,-0.039562106,1.7384766,2.978581,0.0,2,0,0,0
2710516530,37.10252813071244,-76.38808330834884,5.449254,-0.0,-0.5011,-0.015168574,-1.1188378,-0.03268991,1.738595,2.9784935,0.0,2,0,0,0
2710921421,37.102526737050695,-76.38808302104611,6.1596003,-0.0,-0.18347573,0.050960287,-1.0604734,-0.033283126,1.7386763,2.9785416,0.0,2,0,0,0
2712943735,37.10252822214268,-76.38808250079839,7.8669095,-0.0,0.07182127,-0.07257472,-0.98688316,-0.04176687,1.7390625,2.9785116,0.0,2,0,0,0
2713148388,37.10252833518137,-76.38808269509495,8.04099,-0.0,0.04406746,-0.055033132,-0.9958004,-0.045303278,1.7391496,2.978562,0.0,2,0,0,0
2713348902,37.102528432164966,-76.38808282388057,8.215185,-0.0,0.023819285,-0.02307012,-0.9920257,-0.049041577,1.7391734,2.97859,0.0,2,0,0,0
2713549234,37.10252849371028,-76.38808290496303,8.388015,-0.0,0.005884272,0.0013692989,-0.97710127,-0.051617417,1.739179,2.9786143,0.0,2,0,0,0
2713750164,37.1025285863375,-76.38808291662058,8.546736,-0.0,-0.0058710882,0.0028090877,-0.97910476,-0.05295065,1.7391945,2.9785051,0.0,2,0,0,0
2713955050,37.1025286332341,-76.38808296737783,8.708609,-0.0,-0.021310216,-0.0047474983,-0.9903909,-0.05446344,1.7393286,2.9785821,0.0,2,0,0,0
2714154990,37.10252866019869,-76.3880830177048,8.872038,-0.0,-0.024454264,-0.0008610388,-0.9827807,-0.056258824,1.7392527,2.978455,0.0,2,0,0,0
2714355830,37.10252866218806,-76.3880831092393,9.042754,-0.0,-0.034560874,0.0006610891,-0.97947407,-0.057434265,1.7392424,2.9784808,0.0,2,0,0,0
2714556538,37.1025286857218,-76.38808320748421,9.219911,-0.0,-0.036350723,-0.016412359,-0.97741115,-0.05842831,1.739247,2.978513,0.0,2,0,0,0
2714756575,37.10252864139723,-76.38808336237852,9.409244,-0.0,-0.032706976,-0.0056964853,-0.9721404,-0.060731534,1.7392505,2.978547,0.0,2,0,0,0
2714961383,37.10252859419085,-76.38808353146753,9.607355,-0.0,-0.028657895,-0.005496541,-0.98625785,-0.06398296,1.7392728,2.9784486,0.0,2,0,0,0
2715162014,37.10252851662324,-76.38808371526721,9.810247,-0.0,-0.023448545,-0.025647946,-0.9931806,-0.06727286,1.7392582,2.9784794,0.0,2,0,0,0
2715362971,37.10252851511297,-76.38808388616316,10.016285,-0.0,-0.004625274,-0.036339752,-0.9903728,-0.07128094,1.7393992,2.9785602,0.0,2,0,0,0
2715563807,37.10252858715567,-76.38808405052144,10.222658,-0.0,0.015978923,-0.0362289,-0.9970953,-0.07506234,1.7393293,2.97857,0.0,2,0,0,0
2715763868,37.10252872160182,-76.38808418382384,10.414936,-0.0,0.034568746,-0.033966128,-1.0081124,-0.07806837,1.7393408,2.9786046,0.0,2,0,0,0
