timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust,landing_gear,q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,disable_mc_yaw_control,apply_flaps
2708901452,0.007893764,0.031968452,-0.06924962,0.0,0.999263,0.004497315,0.015837222,-0.034676246,0.50937665,-1.0,1,0,0,0,0,0,0
2709104534,0.00638339,0.030921556,-0.06924962,0.0,0.99927443,0.0037245909,0.01534034,-0.03466289,0.5506572,-1.0,1,0,0,0,0,0,0
2709209325,0.009091846,0.04694409,-0.06924962,0.0,0.9991113,0.0053544003,0.023298254,-0.03471463,0.57350636,-1.0,1,0,0,0,0,0,0
2709309667,-0.0011899517,0.03759562,-0.06924962,0.0,0.99922425,5.6188022e-05,0.018806027,-0.034600604,0.5953112,-1.0,1,0,0,0,0,0,0
2709409670,0.0056672874,0.028475067,-0.06924962,0.0,0.9992939,0.0033245096,0.014130377,-0.034654565,0.6156432,-1.0,1,0,0,0,0,0,0
2709513989,0.009788829,0.025067076,-0.06924962,0.0,0.99930805,0.005324946,0.012356128,-0.034676068,0.6386259,-1.0,1,0,0,0,0,0,0
2709614698,0.0043305573,0.029634891,-0.06924962,0.0,0.9992875,0.00267667,0.014733037,-0.03464607,0.6591401,-1.0,1,0,0,0,0,0,0
2709714967,0.004194974,0.026410628,-0.06924962,0.0,0.9993104,0.002553171,0.013124381,-0.034642477,0.6813075,-1.0,1,0,0,0,0,0,0
2709815429,0.009110662,0.036134154,-0.06924962,0.0,0.99922425,0.0051772455,0.017897408,-0.03469413,0.6964513,-1.0,1,0,0,0,0,0,0
2709919553,0.0021241887,0.01900436,-0.06924962,0.0,0.9993546,0.0013903497,0.009459569,-0.034626395,0.6959899,-1.0,1,0,0,0,0,0,0
2710019714,-0.006914477,-0.08772647,-0.06924962,0.0,0.9984281,-0.004969793,-0.04370306,-0.0347359,0.62538403,-1.0,1,0,0,0,0,0,0
2710119905,0.0029866542,-0.009577916,-0.06924962,0.0,0.99938834,0.0013266315,-0.004837759,-0.034610312,0.5482721,-1.0,1,0,0,0,0,0,0
2710224202,-0.0059109605,-0.10529964,-0.06924962,0.0,0.99800605,-0.0047713867,-0.052491553,-0.034725215,0.49838263,-1.0,1,0,0,0,0,0,0
2710325474,0.003622271,-0.09585974,-0.06924962,0.0,0.9982543,0.0001493768,-0.04794535,-0.034491364,0.48409772,-1.0,1,0,0,0,0,0,0
2710424354,-0.0004620149,-0.10807271,-0.06924962,0.0,0.99794143,-0.0021002463,-0.0539697,-0.034579832,0.48223358,-1.0,1,0,0,0,0,0,0
2710525931,0.010250733,-0.1126647,-0.06924962,0.0,0.9978122,0.0031650967,-0.056445226,-0.034274135,0.4813165,-1.0,1,0,0,0,0,0,0
2710935415,-0.018852081,-0.070069216,-0.06924962,0.0,0.99873155,-0.010626992,-0.034678787,-0.034925073,0.49048674,-1.0,1,0,0,0,0,0,0
2711039255,-0.025635676,-0.05356134,-0.06924962,0.0,0.9989483,-0.013732116,-0.026315665,-0.034945652,0.4925154,-1.0,1,0,0,0,0,0,0
2712867727,-0.018896911,-0.019475956,-0.06924962,0.0,0.9993054,-0.009779293,-0.009404488,-0.03470666,0.50666785,-1.0,1,0,0,0,0,0,0
2712968645,-0.011051622,-0.024493335,-0.06924962,0.0,0.99930805,-0.005945994,-0.012047559,-0.034682404,0.5041692,-1.0,1,0,0,0,0,0,0
2713072429,-0.014612083,-0.023597896,-0.06924962,0.0,0.9993014,-0.007709524,-0.011538388,-0.034700714,0.5048274,-1.0,1,0,0,0,0,0,0
2713173996,-0.012668886,-0.02428073,-0.06924962,0.0,0.9993043,-0.0067503923,-0.011913278,-0.03469151,0.50493735,-1.0,1,0,0,0,0,0,0
2713273346,-0.027391484,-0.020287972,-0.06924962,0.0,0.99925065,-0.014037526,-0.009662704,-0.03475171,0.5036048,-1.0,1,0,0,0,0,0,0
2713377691,-0.020533545,-0.027921434,-0.06924962,0.0,0.9992456,-0.0107426895,-0.013595789,-0.03475593,0.5066149,-1.0,1,0,0,0,0,0,0
2713478609,-0.026847184,-0.027035538,-0.06924962,0.0,0.99921304,-0.013881819,-0.013043398,-0.034792945,0.5035693,-1.0,1,0,0,0,0,0,0
2713578124,-0.01895726,-0.032410536,-0.06924962,0.0,0.9992192,-0.010032505,-0.015866036,-0.034765292,0.5053029,-1.0,1,0,0,0,0,0,0
2713681998,-0.031389657,-0.024281122,-0.06924962,0.0,0.9991973,-0.016103841,-0.011588233,-0.034801498,0.5051807,-1.0,1,0,0,0,0,0,0
2713783221,-0.016525762,-0.027515827,-0.06924962,0.0,0.999268,-0.008733291,-0.01346275,-0.034727044,0.5051067,-1.0,1,0,0,0,0,0,0
2713882913,-0.019591788,-0.02975011,-0.06924962,0.0,0.99923706,-0.010303683,-0.014525808,-0.034758024,0.5041861,-1.0,1,0,0,0,0,0,0
2713983725,-0.02551959,-0.030762944,-0.06924962,0.0,0.99919426,-0.013282702,-0.014928742,-0.03480711,0.50525594,-1.0,1,0,0,0,0,0,0
2714087878,-0.025834618,-0.031872448,-0.06924962,0.0,0.9991832,-0.013459179,-0.015477571,-0.03481632,0.5071275,-1.0,1,0,0,0,0,0,0
2714188590,-0.02096175,-0.030193824,-0.06924962,0.0,0.99922633,-0.010995783,-0.014723685,-0.034770172,0.50538504,-1.0,1,0,0,0,0,0,0
2714288604,-0.013805372,-0.035459045,-0.06924962,0.0,0.99921554,-0.007511122,-0.01747863,-0.034733932,0.5054657,-1.0,1,0,0,0,0,0,0
2714392584,-0.015008568,-0.02939789,-0.06924962,0.0,0.9992607,-0.008007719,-0.01442944,-0.034723416,0.5064647,-1.0,1,0,0,0,0,0,0
2714494260,-0.009031394,-0.030281063,-0.06924962,0.0,0.99927354,-0.005036565,-0.014974417,-0.034681898,0.5058635,-1.0,1,0,0,0,0,0,0
2714593441,-0.021196924,-0.028866358,-0.06924962,0.0,0.9992351,-0.011090409,-0.014056366,-0.034765214,0.50579166,-1.0,1,0,0,0,0,0,0
2714697367,-0.021819113,-0.034769334,-0.06924962,0.0,0.99918354,-0.0115029095,-0.01699474,-0.03480014,0.508782,-1.0,1,0,0,0,0,0,0
2714798724,-0.028162882,-0.035423048,-0.06924962,0.0,0.99913615,-0.014683371,-0.017210852,-0.034858264,0.50954825,-1.0,1,0,0,0,0,0,0
2714897992,-0.015430552,-0.031922728,-0.06924962,0.0,0.9992393,-0.008262102,-0.015683597,-0.03473552,0.5085158,-1.0,1,0,0,0,0,0,0
2715002251,-0.019737227,-0.03361789,-0.06924962,0.0,0.99920505,-0.010442978,-0.016455684,-0.034777086,0.5081921,-1.0,1,0,0,0,0,0,0
2715103635,-0.011802159,-0.033669844,-0.06924962,0.0,0.9992382,-0.006479424,-0.01661949,-0.034711666,0.5049209,-1.0,1,0,0,0,0,0,0
2715207623,0.0030165468,-0.03509319,-0.06924962,0.0,0.99924654,0.00089974236,-0.017587362,-0.034586076,0.50678307,-1.0,1,0,0,0,0,0,0
2715306763,0.001442641,-0.03326661,-0.06924962,0.0,0.9992625,0.00014500521,-0.01664753,-0.034601107,0.5064472,-1.0,1,0,0,0,0,0,0
2715413214,-0.003747529,-0.028389342,-0.06924962,0.0,0.99929726,-0.0023638234,-0.014120801,-0.034640934,0.5083987,-1.0,1,0,0,0,0,0,0
2715516040,0.005271592,-0.024924947,-0.06924962,0.0,0.99932075,0.0022025967,-0.012545874,-0.034582257,0.5074899,-1.0,1,0,0,0,0,0,0
2715616717,0.00019652433,-0.024274075,-0.06924962,0.0,0.99932706,-0.00032195228,-0.012132865,-0.034614157,0.50823796,-1.0,1,0,0,0,0,0,0
2715717422,0.002090818,-0.020260697,-0.06924962,0.0,0.9993492,0.00069404335,-0.010160285,-0.034605518,0.50842977,-1.0,1,0,0,0,0,0,0
2715817609,-0.0028958295,-0.017734893,-0.06924962,0.0,0.99935985,-0.0017539574,-0.008811883,-0.034629326,0.51127404,-1.0,1,0,0,0,0,0,0
2715921434,-0.0019699216,-0.014782269,-0.06924962,0.0,0.9993726,-0.0012402065,-0.0073525375,-0.034624208,0.51000947,-1.0,1,0,0,0,0,0,0
2716022201,-0.0015315238,-0.01194777,-0.06924962,0.0,0.9993823,-0.0009720912,-0.005943759,-0.03462184,0.5103427,-1.0,1,0,0,0,0,0,0
2716122188,0.0051464466,-0.009500212,-0.06924962,0.0,0.9993865,0.0024072116,-0.004836304,-0.034605175,0.51024383,-1.0,1,0,0,0,0,0,0
2716226161,-0.0051372256,-0.0066222157,-0.06924962,0.0,0.99939156,-0.0026816796,-0.0032201868,-0.03462609,0.5109034,-1.0,1,0,0,0,0,0,0
2716326666,0.00798027,-0.0057555344,-0.06924962,0.0,0.99938893,0.0038880948,-0.0030141445,-0.034606002,0.5086534,-1.0,1,0,0,0,0,0,0
2716426783,0.0025264316,-0.0018542073,-0.06924962,0.0,0.9993994,0.0012303633,-0.00097027683,-0.034616683,0.50814486,-1.0,1,0,0,0,0,0,0
2716530788,0.0034580715,-0.0023436726,-0.06924962,0.0,0.99939847,0.0016874309,-0.0012309875,-0.034615796,0.510833,-1.0,1,0,0,0,0,0,0
2716631545,-0.008604547,-0.002525007,-0.06924962,0.0,0.99939036,-0.0043433825,-0.0011127995,-0.034622975,0.51181805,-1.0,1,0,0,0,0,0,0
2716732327,-0.012662858,0.0006749137,-0.06924962,0.0,0.9993806,-0.00631591,0.00055642705,-0.03461506,0.51137316,-1.0,1,0,0,0,0,0,0
2716836217,-0.008474208,-0.00021226048,-0.06924962,0.0,0.9993916,-0.0042382265,4.0613504e-05,-0.034618035,0.5110959,-1.0,1,0,0,0,0,0,0
2716936531,-0.008304799,-0.0032586136,-0.06924962,0.0,0.9993905,-0.0042062956,-0.0014845686,-0.03462431,0.51363224,-1.0,1,0,0,0,0,0,0
2717036976,-0.0027450637,-0.0037312047,-0.06924962,0.0,0.9993978,-0.0014362896,-0.0018169675,-0.034620363,0.5112107,-1.0,1,0,0,0,0,0,0
2717140993,-0.007227353,-0.0049029514,-0.06924962,0.0,0.9993908,-0.003696356,-0.0023248908,-0.03462642,0.5135163,-1.0,1,0,0,0,0,0,0
2717241618,-0.0022763563,-0.007245292,-0.06924962,0.0,0.9993933,-0.0012628962,-0.0035810634,-0.034621764,0.5144655,-1.0,1,0,0,0,0,0,0
2717341832,-0.017800093,-0.005404933,-0.06924962,0.0,0.99935657,-0.008988111,-0.0023926408,-0.034640428,0.5149218,-1.0,1,0,0,0,0,0,0
2717442172,-0.0057980274,-0.005969307,-0.06924962,0.0,0.9993917,-0.0030005814,-0.0028824906,-0.03462624,0.51380557,-1.0,1,0,0,0,0,0,0
2717546453,0.0002309462,-0.009291021,-0.06924962,0.0,0.9993898,-4.541458e-05,-0.004646707,-0.034616984,0.5126072,-1.0,1,0,0,0,0,0,0
2717650144,-0.00970104,-0.013037363,-0.06924962,0.0,0.9993665,-0.0050731488,-0.0063467403,-0.034648348,0.5157357,-1.0,1,0,0,0,0,0,0
2717751801,-0.011635237,-0.010702605,-0.06924962,0.0,0.9993683,-0.0059992624,-0.0051465896,-0.03464793,0.5136845,-1.0,1,0,0,0,0,0,0
2717850801,-0.013177134,-0.011048883,-0.06924962,0.0,0.9993624,-0.00677571,-0.005292905,-0.034652993,0.5146633,-1.0,1,0,0,0,0,0,0
2717954791,-0.005650222,-0.011645467,-0.06924962,0.0,0.9993791,-0.003024935,-0.00572139,-0.03463361,0.51376724,-1.0,1,0,0,0,0,0,0
2718055626,-0.008070571,-0.012978312,-0.06924962,0.0,0.9993705,-0.0042574084,-0.006345479,-0.034643054,0.5119726,-1.0,1,0,0,0,0,0,0
2718156366,-0.00082564546,-0.012379881,-0.06924962,0.0,0.9993813,-0.0006268486,-0.006171899,-0.034619782,0.5122658,-1.0,1,0,0,0,0,0,0
2718256634,-0.0009991395,-0.012837566,-0.06924962,0.0,0.9993798,-0.00072146324,-0.006397597,-0.03462039,0.5105743,-1.0,1,0,0,0,0,0,0
2718360860,0.00048507281,-0.013474114,-0.06924962,0.0,0.99937797,9.164582e-06,-0.0067413636,-0.034615472,0.50841635,-1.0,1,0,0,0,0,0,0
2718460718,0.0050547305,-0.012234944,-0.06924962,0.0,0.9993793,0.002314028,-0.0062012374,-0.034601685,0.5086213,-1.0,1,0,0,0,0,0,0
2718561636,0.00044282328,-0.011963363,-0.06924962,0.0,0.9993828,1.4203025e-05,-0.0059857247,-0.034615956,0.50519884,-1.0,1,0,0,0,0,0,0
2718665320,-0.0031891803,-0.014726205,-0.06924962,0.0,0.9993719,-0.0018484829,-0.0073034125,-0.034628645,0.50732666,-1.0,1,0,0,0,0,0,0
2718765977,-0.0010573367,-0.0126470905,-0.06924962,0.0,0.99938035,-0.00074724725,-0.006301411,-0.03462054,0.50712556,-1.0,1,0,0,0,0,0,0
2718866030,-0.015679367,-0.0116052115,-0.06924962,0.0,0.9993515,-0.008035639,-0.0055275313,-0.03466171,0.5080848,-1.0,1,0,0,0,0,0,0
2718969992,-0.0002862014,-0.007525319,-0.06924962,0.0,0.9993935,-0.00027326893,-0.0037554414,-0.03461819,0.5085533,-1.0,1,0,0,0,0,0,0
2719071452,-0.012550752,-0.0061057787,-0.06924962,0.0,0.99937564,-0.006377226,-0.0028337569,-0.034636196,0.5084946,-1.0,1,0,0,0,0,0,0
2719170773,-0.008341729,-0.005386359,-0.06924962,0.0,0.999388,-0.0042615687,-0.0025471526,-0.034628693,0.50801474,-1.0,1,0,0,0,0,0,0
2719274795,-0.011993635,-0.004809389,-0.06924962,0.0,0.9993793,-0.0060764137,-0.0021956118,-0.03463158,0.5088476,-1.0,1,0,0,0,0,0,0
2719375780,-0.017894933,-0.0012568118,-0.06924962,0.0,0.99936026,-0.008963735,-0.0003182658,-0.034622125,0.5068976,-1.0,1,0,0,0,0,0,0
2719476003,-0.014455165,-0.004489297,-0.06924962,0.0,0.99937147,-0.007300872,-0.0019930417,-0.03463312,0.50925034,-1.0,1,0,0,0,0,0,0
2719576556,-0.013279427,-0.0009277324,-0.06924962,0.0,0.9993784,-0.0066517424,-0.00023372677,-0.034620207,0.507298,-1.0,1,0,0,0,0,0,0
2719680546,-0.012906219,-0.0042023417,-0.06924962,0.0,0.99937713,-0.0065219174,-0.0018764749,-0.03463065,0.5087687,-1.0,1,0,0,0,0,0,0
2719781378,-0.008136573,-0.0030509662,-0.06924962,0.0,0.999391,-0.0041186404,-0.0013837205,-0.034623772,0.5068624,-1.0,1,0,0,0,0,0,0
2719881201,-0.0007763699,-0.0045435005,-0.06924962,0.0,0.99939793,-0.0004665944,-0.0022569485,-0.03461868,0.5045504,-1.0,1,0,0,0,0,0,0
2719985330,-0.024469087,-0.0074623744,-0.06924962,0.0,0.9993173,-0.012355976,-0.0033051427,-0.034660682,0.50811666,-1.0,1,0,0,0,0,0,0
2720085780,-0.018766683,-0.008429071,-0.06924962,0.0,0.9993464,-0.009523388,-0.0038869882,-0.034655586,0.50842804,-1.0,1,0,0,0,0,0,0
2720186170,-0.019147197,-0.0037625288,-0.06924962,0.0,0.9993524,-0.009632819,-0.0015486375,-0.034634244,0.50894874,-1.0,1,0,0,0,0,0,0
2720289948,-0.01348227,-0.00032767712,-0.06924962,0.0,0.99937785,-0.006742715,6.962551e-05,-0.03461821,0.5036531,-1.0,1,0,0,0,0,0,0
2720391839,-0.01859285,-0.00020416209,-0.06924962,0.0,0.9993574,-0.009294252,0.00021980249,-0.034617346,0.5035821,-1.0,1,0,0,0,0,0,0
2720490689,-0.011547951,-0.0016754256,-0.06924962,0.0,0.99938345,-0.005799479,-0.00063731486,-0.034622137,0.5047144,-1.0,1,0,0,0,0,0,0
2720591601,-0.015595291,-0.00059070915,-0.06924962,0.0,0.9993701,-0.0078031165,-2.5233257e-05,-0.03461914,0.50394434,-1.0,1,0,0,0,0,0,0
2720696037,-0.009619378,0.002031856,-0.06924962,0.0,0.99938875,-0.004771617,0.0011818078,-0.034612596,0.5026036,-1.0,1,0,0,0,0,0,0
2720795779,-0.011596408,5.8937927e-05,-0.06924962,0.0,0.9993838,-0.0057936753,0.00023017127,-0.03461714,0.5032834,-1.0,1,0,0,0,0,0,0
2720896316,-0.008749737,0.0012534781,-0.06924962,0.0,0.99939096,-0.0043505356,0.0007778056,-0.034614813,0.5041042,-1.0,1,0,0,0,0,0,0
2720997135,-0.007019891,0.0032756126,-0.06924962,0.0,0.99939334,-0.0034511327,0.0017583204,-0.03461189,0.50282997,-1.0,1,0,0,0,0,0,0
2721096381,-0.0061163437,0.0015101028,-0.06924962,0.0,0.9993957,-0.0030301954,0.0008604626,-0.034615416,0.5036996,-1.0,1,0,0,0,0,0,0
2721197883,-0.014172353,0.00078448164,-0.06924962,0.0,0.9993756,-0.0070682913,0.0006373023,-0.034614243,0.5061518,-1.0,1,0,0,0,0,0,0
2721301514,-0.012346388,-0.0027792482,-0.06924962,0.0,0.99938035,-0.0062175537,-0.0011750627,-0.034625772,0.5055252,-1.0,1,0,0,0,0,0,0
2721401362,-0.012440065,0.00031873063,-0.06924962,0.0,0.99938136,-0.006210748,0.00037458976,-0.03461623,0.5057795,-1.0,1,0,0,0,0,0,0
2721502624,-0.012723541,-0.0011515783,-0.06924962,0.0,0.9993801,-0.006377845,-0.00035520273,-0.03462085,0.5066422,-1.0,1,0,0,0,0,0,0
2721606725,-0.0059183463,-0.0020786787,-0.06924962,0.0,0.9993956,-0.0029933732,-0.0009362716,-0.034620795,0.5049115,-1.0,1,0,0,0,0,0,0
2721707229,-0.0103047695,-0.00064466166,-0.06924962,0.0,0.99938726,-0.0051604314,-0.00014376943,-0.034619093,0.50423,-1.0,1,0,0,0,0,0,0
2721808421,-0.0072652856,-0.0028954064,-0.06924962,0.0,0.9993928,-0.0036805694,-0.0013210714,-0.034622885,0.5060918,-1.0,1,0,0,0,0,0,0
2721911393,-0.008383103,-0.0036678705,-0.06924962,0.0,0.99938995,-0.0042525064,-0.001687717,-0.034625214,0.50415826,-1.0,1,0,0,0,0,0,0
2722013062,-0.0061798003,-0.0023112332,-0.06924962,0.0,0.9993951,-0.0031280464,-0.0010479527,-0.034621276,0.5050373,-1.0,1,0,0,0,0,0,0
2722116038,-0.00691679,-0.001288237,-0.06924962,0.0,0.99939436,-0.0034786125,-0.0005240065,-0.03461991,0.5017045,-1.0,1,0,0,0,0,0,0
2722216004,-0.004589949,-0.0016567333,-0.06924962,0.0,0.9993976,-0.0023222722,-0.00074842083,-0.0346197,0.50317144,-1.0,1,0,0,0,0,0,0
2722317458,0.002879616,-0.0010096066,-0.06924962,0.0,0.9993995,0.0014214691,-0.0005543434,-0.03461713,0.50389946,-1.0,1,0,0,0,0,0,0
2722421043,-0.011058243,-0.0009264896,-0.06924962,0.0,0.9993852,-0.005541815,-0.00027155448,-0.034619924,0.50237393,-1.0,1,0,0,0,0,0,0
2722521169,-0.009408018,-0.00017981396,-0.06924962,0.0,0.9993895,-0.004704284,7.299018e-05,-0.034617938,0.50454676,-1.0,1,0,0,0,0,0,0
2722621648,-0.004323117,-0.00065181503,-0.06924962,0.0,0.9993982,-0.0021715434,-0.00025088288,-0.034618516,0.50286865,-1.0,1,0,0,0,0,0,0
2722725929,-0.0013306064,5.8612375e-05,-0.06924962,0.0,0.9994004,-0.00066388986,5.232001e-05,-0.03461787,0.50096893,-1.0,1,0,0,0,0,0,0
2722826181,0.0043332498,-0.0044091735,-0.06924962,0.0,0.999396,0.0020890015,-0.0022782623,-0.034612954,0.5035985,-1.0,1,0,0,0,0,0,0
