timestamp,x,y,z,r,flaps,aux1,aux2,aux3,aux4,aux5,mode_switch,return_switch,rattitude_switch,posctl_switch,loiter_switch,acro_switch,offboard_switch,kill_switch,arm_switch,transition_switch,gear_switch,mode_slot,data_source,stab_switch,man_switch
2708889158,0.0,0.0,0.5614423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
2709080606,0.0,0.0,0.5614464,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
2709301429,0.0,0.0,0.56144494,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
2709502542,0.0,0.0,0.561447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
2709694925,0.0,0.0,0.56144464,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
2709902995,0.0,0.0,0.56144667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
2710091772,0.0,0.0,0.56144524,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
2710308628,0.0,0.0,0.5614455,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
2710513650,0.0,0.0,0.5614459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
2710914116,0.0,0.0,0.5686874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
2712940642,0.0,0.0,0.56867456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
2713132574,0.0,0.0,0.56867474,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
2713333437,0.0,0.0,0.5686747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
2713534260,0.0,0.0,0.5686746,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
2713750979,0.0,0.0,0.5686747,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
2713951052,0.0,0.0,0.5686747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
2714155860,0.0,0.0,0.5686746,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
2714336543,0.0,0.0,0.5686747,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
2714557636,0.0,0.0,0.5686747,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
2714757443,0.0,0.0,0.5686747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
2714954422,0.0,0.0,0.5686747,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
2715151013,0.0,0.0,0.5686747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
2715352170,0.0,0.0,0.5686747,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
2715551772,0.0,0.0,0.5686747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0
