timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
2708895865,2708895685,0.008140114,0.016615558,0.0011990168,0.5077533,0.0,0.0,0.0,-1.0
2709067210,2709066879,0.008448629,0.017462863,0.00023071551,0.54299366,0.0,0.0,0.0,-1.0
2709107888,2709107713,0.008310824,0.017625345,0.0005845146,0.5506572,0.0,0.0,0.0,-1.0
2709151835,2709151679,0.008572357,0.013180689,0.006112828,0.5618237,0.0,0.0,0.0,-1.0
2709191857,2709191678,0.0062683825,0.015280796,0.006033818,0.56852794,0.0,0.0,0.0,-1.0
2709235845,2709235703,0.008164224,0.0063498677,0.002497326,0.57781005,0.0,0.0,0.0,-1.0
2709279811,2709279678,-0.000666033,0.01960672,-0.024552733,0.58772033,0.0,0.0,0.0,-1.0
2709319817,2709319678,-0.00088617747,0.023573425,0.011318631,0.5957242,0.0,0.0,0.0,-1.0
2709359878,2709359685,0.017258108,0.027915739,-0.002243193,0.6056416,0.0,0.0,0.0,-1.0
2709403832,2709403683,0.012961197,0.024552437,-0.0025762322,0.61362535,0.0,0.0,0.0,-1.0
2709444622,2709444478,0.0090160845,0.020241015,0.002395127,0.6232767,0.0,0.0,0.0,-1.0
2709484662,2709484521,0.007889943,0.0187257,0.0022754031,0.63026875,0.0,0.0,0.0,-1.0
2709528622,2709528483,0.007901485,0.010500891,0.0029435346,0.6412565,0.0,0.0,0.0,-1.0
2709568631,2709568478,0.0044054384,0.007883892,0.0022201203,0.6492345,0.0,0.0,0.0,-1.0
2709608634,2709608488,0.0045556487,0.014730117,0.003572826,0.6589613,0.0,0.0,0.0,-1.0
2709652652,2709652503,0.008239249,0.011142417,0.0031362695,0.66689837,0.0,0.0,0.0,-1.0
2709693434,2709693297,0.0091348095,0.019856807,-0.001818365,0.6761231,0.0,0.0,0.0,-1.0
2709733457,2709733302,0.007996522,0.022145323,0.0002521515,0.6842031,0.0,0.0,0.0,-1.0
2709777418,2709777278,0.00018590572,0.0067182807,-0.0045726504,0.69315577,0.0,0.0,0.0,-1.0
2709817427,2709817278,-0.005331369,-0.024532083,-0.010504672,0.6964513,0.0,0.0,0.0,-1.0
2709861418,2709861283,-0.0116892,-0.070748225,-0.019936765,0.689504,0.0,0.0,0.0,-1.0
2709905446,2709905279,-0.017232537,-0.112566434,-0.02484593,0.6997785,0.0,0.0,0.0,-1.0
2709945429,2709945279,-0.010029356,-0.12078349,-0.028536165,0.6780857,0.0,0.0,0.0,-1.0
2709990224,2709990078,0.004417714,-0.10572535,-0.036742717,0.6446967,0.0,0.0,0.0,-1.0
2710030225,2710030078,0.028738536,-0.099879615,-0.045680027,0.62166166,0.0,0.0,0.0,-1.0
2710074222,2710074078,0.024108382,-0.0753995,-0.044625066,0.583095,0.0,0.0,0.0,-1.0
2710114221,2710114078,0.026293473,-0.030317392,-0.040102854,0.55584997,0.0,0.0,0.0,-1.0
2710158240,2710158079,0.033057,-0.012967993,-0.043978024,0.52810085,0.0,0.0,0.0,-1.0
2710198228,2710198086,0.015955701,0.010146642,-0.042536955,0.50891316,0.0,0.0,0.0,-1.0
2710243117,2710242884,0.017662771,0.017196802,-0.037555743,0.4960634,0.0,0.0,0.0,-1.0
2710283031,2710282889,0.02105435,0.0058354046,-0.036668073,0.48713446,0.0,0.0,0.0,-1.0
2710327123,2710326879,0.022583865,-0.0017264783,-0.03670386,0.48409772,0.0,0.0,0.0,-1.0
2710367140,2710366924,0.015711054,-0.0019412129,-0.0396341,0.47976878,0.0,0.0,0.0,-1.0
2710411118,2710410878,0.023244489,0.000105608255,-0.039382443,0.47902352,0.0,0.0,0.0,-1.0
2710455048,2710454878,0.02323965,0.0027922252,-0.043965705,0.47895497,0.0,0.0,0.0,-1.0
2710495811,2710495678,0.009272707,0.0037321243,-0.03903137,0.48113298,0.0,0.0,0.0,-1.0
2710539866,2710539694,-0.007750407,0.011627229,-0.03919214,0.48301122,0.0,0.0,0.0,-1.0
2710579855,2710579678,-0.015171027,0.023612417,-0.034044933,0.48280242,0.0,0.0,0.0,-1.0
2710960627,2710960483,-0.0071489825,0.011195795,-0.042988114,0.49140173,0.0,0.0,0.0,-1.0
2711000629,2711000482,0.00061299314,0.0102671655,-0.04109105,0.48958126,0.0,0.0,0.0,-1.0
2711045473,2711045278,-0.0010406704,0.0065126778,-0.041969337,0.4919226,0.0,0.0,0.0,-1.0
