timestamp,alt_max,landed,freefall,ground_contact,maybe_landed
2708338509,inf,0,0,0,0
2709357972,inf,0,0,0,0
2710370496,inf,0,0,0,0
2713414281,inf,0,0,0,0
2714434522,inf,0,0,0,0
2715448577,inf,0,0,0,0
2716448694,inf,0,0,0,0
2717465049,inf,0,0,0,0
2718473484,inf,0,0,0,0
2719485484,inf,0,0,0,0
2720500567,inf,0,0,0,0
2721514496,inf,0,0,0,0
2722527292,inf,0,0,0,0
2723540877,inf,0,0,0,0
2724560137,inf,0,0,0,0
2725575531,inf,0,0,0,0
2726583487,inf,0,0,0,0
2727597473,inf,0,0,0,0
2728608824,inf,0,0,0,0
2729623357,inf,0,0,0,0
2730638487,inf,0,0,0,0
2731657881,inf,0,0,0,0
2732672377,inf,0,0,0,0
2733684930,inf,0,0,0,0
2734701984,inf,0,0,0,0
2735714478,inf,0,0,0,0
2736726560,inf,0,0,0,0
2737730449,inf,0,0,0,0
2738749924,inf,0,0,0,0
2739758486,inf,0,0,0,0
2740779906,inf,0,0,0,0
2741786473,inf,0,0,0,0
2742795484,inf,0,0,0,0
2743809502,inf,0,0,0,0
2744820675,inf,0,0,0,0
2745835498,inf,0,0,0,0
2746853663,inf,0,0,0,0
2747866661,inf,0,0,0,0
2748884597,inf,0,0,0,0
2749903568,inf,0,0,0,0
2750917100,inf,0,0,0,0
2751930501,inf,0,0,0,0
2752945483,inf,0,0,0,0
2753955524,inf,0,0,0,0
2754971008,inf,0,0,0,0
2755989866,inf,0,0,0,0
2757009218,inf,0,0,0,0
2758028164,inf,0,0,0,0
2759039484,inf,0,0,0,0
2760058546,inf,0,0,0,0
2761062506,inf,0,0,0,0
2762080639,inf,0,0,0,0
2763082757,inf,0,0,0,0
2764087484,inf,0,0,0,0
2765096829,inf,0,0,0,0
2766112878,inf,0,0,0,0
2767130683,inf,0,0,0,0
2768138301,inf,0,0,0,0
2769141440,inf,0,0,0,0
2770143995,inf,0,0,0,0
2771162929,inf,0,0,0,0
2772181850,inf,0,0,0,0
2773193497,inf,0,0,0,0
2774209482,inf,0,0,0,0
2775210467,inf,0,0,0,0
2776219492,inf,0,0,0,0
2777229397,inf,0,0,0,0
2778245512,inf,0,0,0,0
2779246488,inf,0,0,0,0
2780263494,inf,0,0,0,0
2781273486,inf,0,0,0,0
2782277491,inf,0,0,0,0
2783295486,inf,0,0,0,0
2784310482,inf,0,0,0,0
2785313585,inf,0,0,0,0
2786328563,inf,0,0,0,0
2787347491,inf,0,0,0,0
2788366245,inf,0,0,0,0
2789386501,inf,0,0,0,0
2790396388,inf,0,0,0,0
2791412613,inf,0,0,0,0
2792427523,inf,0,0,0,0
2793438404,inf,0,0,0,0
2794457479,inf,0,0,0,0
2795468702,inf,0,0,0,0
2796489024,inf,0,0,0,0
2797505653,inf,0,0,0,0
2798505675,inf,0,0,0,0
2799511208,inf,0,0,0,0
2800526943,inf,0,0,0,0
2801546610,inf,0,0,0,0
2802557904,inf,0,0,0,0
2803575501,inf,0,0,0,0
2804577173,inf,0,0,0,0
2805582484,inf,0,0,0,0
2806601001,inf,0,0,0,0
2807620225,inf,0,0,0,0
2808638545,inf,0,0,0,0
2809647514,inf,0,0,0,0
2810649482,inf,0,0,0,0
2811660363,inf,0,0,0,0
2812675478,inf,0,0,0,0
2813689515,inf,0,0,0,0
2814690478,inf,0,0,0,0
2815709490,inf,0,0,0,0
2816727487,inf,0,0,0,0
2817746480,inf,0,0,0,0
2818761522,inf,0,0,0,0
2819781487,inf,0,0,0,0
2820796533,inf,0,0,0,0
2821814636,inf,0,0,0,0
2822826484,inf,0,0,0,0
2823841485,inf,0,0,0,0
2824843482,inf,0,0,0,0
2825843488,inf,0,0,0,0
2826854198,inf,0,0,0,0
2827872872,inf,0,0,0,0
2828877769,inf,0,0,0,0
2829879108,inf,0,0,0,0
2830887522,inf,0,0,0,0
2831897089,inf,0,0,0,0
2832908852,inf,0,0,0,0
2833910478,inf,0,0,0,0
2834930524,inf,0,0,0,0
2835946525,inf,0,0,0,0
2836968826,inf,0,0,0,0
2837983892,inf,0,0,0,0
2838999478,inf,0,0,0,0
2840022164,inf,0,0,0,0
2841037765,inf,0,0,0,0
2842059071,inf,0,0,0,0
2843074579,inf,0,0,0,0
2844086495,inf,0,0,0,0
2845093523,inf,0,0,0,0
2846104580,inf,0,0,0,0
2847104992,inf,0,0,0,0
2848114483,inf,0,0,0,0
2849120822,inf,0,0,0,0
2850132701,inf,0,0,0,0
2851151482,inf,0,0,0,0
2852170804,inf,0,0,0,0
2853185718,inf,0,0,0,0
2854196072,inf,0,0,0,0
2855199776,inf,0,0,0,0
2856202016,inf,0,0,0,0
2857209481,inf,0,0,0,0
2858224588,inf,0,0,0,0
2859229838,inf,0,0,0,0
2860243502,inf,0,0,0,0
2861245928,inf,0,0,0,0
2862264374,inf,0,0,0,0
2863276712,inf,0,0,0,0
2864295530,inf,0,0,0,0
2865313723,inf,0,0,0,0
