timestamp,timestamp_last_signal,channel_count,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],rc_failsafe,rc_lost,input_source
2708889158,2708889158,18,255,0,0,0,1514,1510,1458,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2709060550,2709060550,18,255,0,0,0,1514,1510,1458,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2709104718,2709104718,18,255,0,0,0,1514,1510,1458,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2709149445,2709149445,18,255,0,0,0,1514,1510,1458,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2709193494,2709193494,18,255,0,0,0,1514,1510,1458,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2709237387,2709237387,18,255,0,0,0,1514,1510,1458,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2709261331,2709261331,18,255,0,0,0,1514,1510,1458,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2709301429,2709301429,18,255,0,0,0,1514,1510,1458,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2709345342,2709345342,18,255,0,0,0,1514,1510,1458,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2709385382,2709385382,18,255,0,0,0,1514,1510,1458,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2709434265,2709434265,18,255,0,0,0,1514,1510,1458,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2709482175,2709482175,18,255,0,0,0,1514,1510,1458,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2709522224,2709522224,18,255,0,0,0,1514,1510,1458,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2709566172,2709566172,18,255,0,0,0,1514,1510,1458,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2709610422,2709610422,18,255,0,0,0,1514,1510,1458,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2709654140,2709654140,18,255,0,0,0,1514,1510,1458,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
2709694925,2709694925,18,255,0,0,0,1514,1510,1458,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
