timestamp,voltage5V_v,voltage3V3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5V_OC,hipower_5V_OC
2708897006,4.76792,0.0,0,1,1,1,1,0,0
2709397009,4.7614746,0.0,0,1,1,1,1,0,0
2709907013,4.6986327,0.0,0,1,1,1,1,0,0
2710407010,4.729248,0.0,0,1,1,1,1,0,0
2712917020,4.6954103,0.0,0,1,1,1,1,0,0
2713417035,4.748584,0.0,0,1,1,1,1,0,0
2713917006,4.726025,0.0,0,1,1,1,1,0,0
2714417006,4.690576,0.0,0,1,1,1,1,0,0
2714927033,4.6873536,0.0,0,1,1,1,1,0,0
2715427012,4.6986327,0.0,0,1,1,1,1,0,0
2715927006,4.674463,0.0,0,1,1,1,1,0,0
2716427006,4.729248,0.0,0,1,1,1,1,0,0
2716927013,4.716357,0.0,0,1,1,1,1,0,0
2717437006,4.7324705,0.0,0,1,1,1,1,0,0
2717937016,4.724414,0.0,0,1,1,1,1,0,0
2718437006,4.7373047,0.0,0,1,1,1,1,0,0
2718937006,4.7421384,0.0,0,1,1,1,1,0,0
2719437014,4.729248,0.0,0,1,1,1,1,0,0
2719937018,4.7356935,0.0,0,1,1,1,1,0,0
2720447006,4.7356935,0.0,0,1,1,1,1,0,0
2720947009,4.7421384,0.0,0,1,1,1,1,0,0
2721447006,4.7211914,0.0,0,1,1,1,1,0,0
2721947011,4.7453613,0.0,0,1,1,1,1,0,0
2722447023,4.7469726,0.0,0,1,1,1,1,0,0
2722947014,4.7453613,0.0,0,1,1,1,1,0,0
2723447047,4.729248,0.0,0,1,1,1,1,0,0
2723957009,4.7340817,0.0,0,1,1,1,1,0,0
2724457006,4.7373047,0.0,0,1,1,1,1,0,0
2724957033,4.7356935,0.0,0,1,1,1,1,0,0
2725457006,4.7356935,0.0,0,1,1,1,1,0,0
2725957015,4.7356935,0.0,0,1,1,1,1,0,0
2726457037,4.7421384,0.0,0,1,1,1,1,0,0
2726967021,4.7421384,0.0,0,1,1,1,1,0,0
2727467006,4.6873536,0.0,0,1,1,1,1,0,0
2727967006,4.701855,0.0,0,1,1,1,1,0,0
2728467005,4.6937985,0.0,0,1,1,1,1,0,0
2728967006,4.7324705,0.0,0,1,1,1,1,0,0
2729467006,4.7356935,0.0,0,1,1,1,1,0,0
2729967026,4.7308593,0.0,0,1,1,1,1,0,0
2730477006,4.690576,0.0,0,1,1,1,1,0,0
2730977006,4.7324705,0.0,0,1,1,1,1,0,0
2731477035,4.7356935,0.0,0,1,1,1,1,0,0
2731977006,4.6986327,0.0,0,1,1,1,1,0,0
