timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
2709103590,24513993,37.1022343,-76.3875393,32.916203,-48.31322,-5.56447,0.0031594795,0.0022642463,0.0,0.03247164,-0.016187726,0.007867036,0.036856174,0.029716546,0.0518782,0.32375565,-0.9979121,-0.30494905,-0.9065233,-0.070129454,-0.77790034,0.1,-0.007867036,0.2643249,0.23837024,0.14325798,0.09838959,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2709208575,24513993,37.1022343,-76.3875393,32.918312,-48.31209,-5.5617285,0.0031594795,0.0022642463,0.0,0.06388036,-0.020082599,0.013614276,0.040613297,0.029716546,0.0518782,0.32375565,-1.9793859,1.3475276,0.32069784,-0.07009579,-0.77790034,0.1,-0.013614276,0.2756409,0.23921625,0.14775628,0.098905206,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2709308565,24513993,37.1022343,-76.3875393,32.91798,-48.30971,-5.5567555,0.0031594795,0.0022642463,0.0,0.045577213,-0.0073697944,0.01721911,0.04460298,0.029716546,0.0518782,0.32375565,0.18266949,2.294223,0.5735446,-0.06932764,-0.77790034,0.1,-0.01721911,0.26525018,0.23920359,0.14367978,0.09861853,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2709408705,24513993,37.1022343,-76.3875393,32.918636,-48.30806,-5.556591,0.0031594795,0.0022642463,0.0,0.026109884,-0.014566439,0.013666104,0.036737014,0.029716546,0.0518782,0.32375565,-0.47944376,0.14215353,0.1642187,-0.06938992,-0.77790034,0.1,-0.013666104,0.2543285,0.23841067,0.13922366,0.09812829,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2709513365,24513993,37.1022343,-76.3875393,32.91949,-48.30531,-5.558496,0.0031594795,0.0022642463,0.0,0.019641511,-0.019978583,0.017199544,0.03433778,0.029716546,0.0518782,0.32375565,0.24834304,-0.21805602,0.16669182,-0.06972581,-0.77790034,0.1,-0.017199544,0.26538783,0.23774141,0.14375074,0.09826812,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2709613383,24513993,37.1022343,-76.3875393,32.920696,-48.303326,-5.5565667,0.0031594795,0.0022642463,0.0,0.032016475,-0.00957476,0.010918509,0.026535654,0.029716546,0.0518782,0.32375565,-0.79807264,-0.0294235,-0.62820834,-0.070220895,-0.77790034,0.1,-0.010918509,0.25534275,0.23760994,0.1396439,0.09795544,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2709714139,24513993,37.1022343,-76.3875393,32.92127,-48.30078,-5.5603824,0.0031594795,0.0022642463,0.0,0.0230586,-0.009885607,0.012718016,0.021698827,0.029716546,0.0518782,0.32375565,0.08289329,-0.12830134,-0.021459596,-0.07024456,-0.77790034,0.1,-0.012718016,0.26558763,0.23801535,0.14388171,0.09832689,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2709814163,24513993,37.1022343,-76.3875393,32.92226,-48.29838,-5.5661035,0.0031594795,0.0022642463,0.0,0.041464735,-0.020687625,-0.009616011,-0.007838874,0.029716546,0.0518782,0.32375565,-0.32257557,-0.8412383,-0.109303854,-0.06938351,-0.77790034,0.1,0.009616011,0.25543672,0.23780629,0.1397212,0.09799956,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2709918126,24513993,37.1022343,-76.3875393,32.922867,-48.294476,-5.579692,0.0031594795,0.0022642463,0.0,0.005565722,-0.0021842942,-0.019151844,-0.028929636,0.029716546,0.0518782,0.32375565,-0.0703532,0.39037812,-2.5662901,-0.06439885,-0.77790034,0.1,0.019151844,0.26665366,0.23885871,0.14431956,0.09854197,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2710018927,24513993,37.1022343,-76.3875393,32.90441,-48.28754,-5.6067443,0.0031594795,0.0022642463,0.0,-0.36735827,0.06535944,-0.33560643,-0.35286048,0.029716546,0.0518782,0.32375565,-4.01889,-1.9699106,-2.7847464,-0.05720917,-0.77790034,0.12222099,0.33560643,0.25547257,0.2380535,0.13996841,0.098047845,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2710118927,24513993,37.1022343,-76.3875393,32.86649,-48.277733,-5.669657,0.0031594795,0.0022642463,0.0,-0.29297122,0.029877942,-0.75459194,-0.77913207,0.029716546,0.0518782,0.32375565,-0.7798297,1.8584831,-3.9451041,-0.04963381,-0.77790034,0.18513393,0.75459194,0.26671487,0.23913142,0.14498235,0.09859819,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2710223122,24513993,37.1022343,-76.3875393,32.82444,-48.269573,-5.782728,0.0031594795,0.0022642463,0.0,-0.4886336,0.055217534,-1.0045947,-1.046613,0.029716546,0.0518782,0.32375565,0.77353853,-1.4271214,-1.4564263,-0.043235593,-0.77790034,0.2982049,1.0045947,0.25649118,0.23891507,0.14187014,0.09827493,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2710323752,24513993,37.1022343,-76.3875393,32.77339,-48.260094,-5.9235196,0.0031594795,0.0022642463,0.0,-0.49354813,0.027042925,-1.093026,-1.1641731,0.029716546,0.0518782,0.32375565,-2.564235,1.7288139,-1.0728787,-0.039046068,-0.77790034,0.43899632,1.093026,0.2678283,0.23820986,0.14794001,0.09839523,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2710423713,24513993,37.1022343,-76.3875393,32.719643,-48.253025,-6.075275,0.0031594795,0.0022642463,0.0,-0.53232425,0.024830647,-1.1098174,-1.213502,0.029716546,0.0518782,0.32375565,-0.5272793,1.7677183,2.3968866,-0.035585802,-0.77790034,0.59075165,1.1098174,0.2563104,0.23718736,0.14357448,0.097893886,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2710524562,24513993,37.1022343,-76.3875393,32.668613,-48.24449,-6.2408895,0.0031594795,0.0022642463,0.0,-0.50424045,-0.010244987,-1.1178378,-1.2618904,0.029716546,0.0518782,0.32375565,-0.6222795,2.5190995,-0.4853877,-0.032653634,-0.77790034,0.75636625,1.1178378,0.26771098,0.23821566,0.1484635,0.09844619,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2710933405,24513993,37.1022343,-76.3875393,32.515102,-48.21821,-6.957714,0.0031594795,0.0022642463,0.0,-0.17270975,0.05424817,-1.0598803,-1.3681266,0.029716546,0.0518782,0.32375565,-0.056842368,0.15710695,0.99076414,-0.033315938,-0.77790034,1.4731908,1.0598803,0.26913816,0.2377274,0.1478805,0.09831768,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2711038171,24513993,37.1022343,-76.3875393,32.49689,-48.20736,-7.108118,0.0031594795,0.0022642463,0.0,-0.07350364,0.07648156,-1.046417,-1.3567017,0.029716546,0.0518782,0.32375565,1.5217043,-1.6815972,0.35411078,-0.033279184,-0.77790034,1.6235948,1.046417,0.25864616,0.23756965,0.1432598,0.0979988,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2712866793,24513993,37.1022343,-76.3875393,32.676777,-48.166164,-8.57858,0.0031594795,0.0022642463,0.0,0.08981271,-0.07066788,-0.9781759,-0.868505,0.029716546,0.0518782,0.32375565,0.39399147,0.4609326,2.406252,-0.040857766,-0.77790034,3.0940566,0.9781759,0.26109228,0.23862292,0.14225325,0.098338194,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2712967808,24513993,37.1022343,-76.3875393,32.68447,-48.175453,-8.664793,0.0031594795,0.0022642463,0.0,0.065809995,-0.07240853,-0.9906879,-0.8816339,0.029716546,0.0518782,0.32375565,-1.5089298,-1.1158661,-2.7969456,-0.042054024,-0.77790034,3.1802697,0.9906879,0.27253658,0.23795061,0.14682445,0.09846582,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2713071788,24513993,37.1022343,-76.3875393,32.69122,-48.184647,-8.752513,0.0031594795,0.0022642463,0.0,0.052373443,-0.057956822,-0.98765564,-0.87714547,0.029716546,0.0518782,0.32375565,0.4607005,1.6258919,-0.043861628,-0.043949906,-0.77790034,3.2679896,0.98765564,0.2616273,0.23755449,0.1423704,0.09813793,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2713172588,24513993,37.1022343,-76.3875393,32.69649,-48.192257,-8.840324,0.0031594795,0.0022642463,0.0,0.038974937,-0.0506919,-0.9872855,-0.878181,0.029716546,0.0518782,0.32375565,0.92892534,-1.0224351,-2.4225264,-0.045639813,-0.77790034,3.355801,0.9872855,0.27310148,0.23858242,0.14695765,0.098673105,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2713272602,24513993,37.1022343,-76.3875393,32.702118,-48.198296,-8.9287,0.0031594795,0.0022642463,0.0,0.036694393,-0.021481022,-0.9941913,-0.8865871,0.029716546,0.0518782,0.32375565,2.125158,-0.81523496,1.1512468,-0.047895946,-0.77790034,3.4441772,0.9941913,0.26169223,0.23782846,0.14235358,0.09820439,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2713376595,24513993,37.1022343,-76.3875393,32.70731,-48.203037,-9.017849,0.0031594795,0.0022642463,0.0,0.019258073,-0.018601887,-0.9795249,-0.8714568,0.029716546,0.0518782,0.32375565,-1.251614,-1.1756258,-1.2508491,-0.0495721,-0.77790034,3.5333257,0.9795249,0.2732566,0.23893394,0.14696403,0.09875466,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2713477360,24513993,37.1022343,-76.3875393,32.711063,-48.207092,-9.1066475,0.0031594795,0.0022642463,0.0,0.01599509,-0.0013854988,-0.9950666,-0.8892809,0.029716546,0.0518782,0.32375565,-1.2243942,0.61786747,-1.7369865,-0.05103655,-0.77790034,3.6221242,0.9950666,0.2626776,0.23710579,0.14271083,0.09805171,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2713577382,24513993,37.1022343,-76.3875393,32.713554,-48.209824,-9.1899185,0.0031594795,0.0022642463,0.0,0.0016745958,-0.0054393793,-0.98657656,-0.87724197,0.029716546,0.0518782,0.32375565,-1.6425135,1.7633027,-0.86636746,-0.051637765,-0.77790034,3.7053952,0.98657656,0.27329096,0.23923513,0.14690399,0.09883052,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2713681330,24513993,37.1022343,-76.3875393,32.719543,-48.21049,-9.274449,0.0031594795,0.0022642463,0.0,0.0060957423,0.0134495,-0.98749316,-0.8733881,0.029716546,0.0518782,0.32375565,1.7525773,0.34004298,2.566637,-0.05271618,-0.77790034,3.789926,0.98749316,0.26278135,0.23744017,0.14268261,0.098124176,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2713782000,24513993,37.1022343,-76.3875393,32.72462,-48.21012,-9.348391,0.0031594795,0.0022642463,0.0,-0.0057346555,-0.0027576925,-0.98767895,-0.8622769,0.029716546,0.0518782,0.32375565,-0.40361208,-2.1995893,-0.37038612,-0.053279683,-0.77790034,3.8638673,0.98767895,0.2742989,0.23847453,0.14725329,0.098660044,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2713882149,24513993,37.1022343,-76.3875393,32.72733,-48.212486,-9.429569,0.0031594795,0.0022642463,0.0,-0.013493956,0.0027538545,-0.9926552,-0.8638466,0.029716546,0.0518782,0.32375565,-0.6595141,-1.9342773,-4.1768622,-0.054119375,-0.77790034,3.945046,0.9926552,0.26274768,0.23778728,0.14261818,0.0982003,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2713982997,24513993,37.1022343,-76.3875393,32.728573,-48.215263,-9.511472,0.0031594795,0.0022642463,0.0,-0.01964951,0.009858624,-0.9877912,-0.8570127,0.029716546,0.0518782,0.32375565,0.1443409,-0.73632807,1.8823925,-0.05515776,-0.77790034,4.0269485,0.9877912,0.27426046,0.23883903,0.14721271,0.098742254,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2714086817,24513993,37.1022343,-76.3875393,32.73053,-48.217743,-9.596125,0.0031594795,0.0022642463,0.0,-0.02514986,0.008413909,-0.9787022,-0.8458078,0.029716546,0.0518782,0.32375565,-0.015935631,0.3644207,-0.71235853,-0.055833925,-0.77790034,4.1116014,0.9787022,0.26349187,0.23702057,0.14287825,0.09803988,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
2714186830,24513993,37.1022343,-76.3875393,32.731636,-48.21987,-9.6773,0.0031594795,0.0022642463,0.0,-0.026188089,-0.000460156,-0.9873497,-0.85299426,0.029716546,0.0518782,0.32375565,0.457532,0.09672853,1.0393549,-0.056466267,-0.77790034,4.192777,0.9873497,0.27467355,0.23784408,0.14728165,0.0985585,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
