timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
2708899679,0.0034005693,-0.003984362,-0.002816299,3994,0,0.024354348,0.04469592,-9.894888,3994
2709066879,0.0034804628,-0.0033393244,-0.003772318,3989,0,0.010364541,0.0472021,-9.911019,3989
2709107713,-0.08852862,0.039905675,0.0007201718,4828,0,0.5398272,1.1004483,-9.292826,4828
2709151679,0.06541811,-0.07342845,-0.009899762,3978,0,-0.02989465,0.7505747,-10.71434,3978
2709191678,-0.018448235,0.01685241,-0.015554165,3998,0,3.2419145,-0.26398528,-10.410376,3998
2709235703,0.14088179,0.03033369,-0.09213898,4025,0,-1.570621,-0.5539307,-10.28084,4025
2709279678,0.084531225,0.019899342,0.044804405,3991,0,0.09578448,-2.9619763,-10.2080765,3991
2709319678,-0.031918637,0.010678211,0.003812924,3999,0,-0.7273833,1.4916875,-9.306609,3999
2709359685,0.024461076,-0.051101528,-0.05129056,4000,0,0.08479593,1.9153023,-10.194641,4000
2709403683,-0.040300507,-0.06029771,0.009076533,3995,0,-0.28756312,-0.13511327,-9.91735,3995
2709448484,0.00047289042,0.005195959,-0.007178064,4006,0,0.67910093,-0.22184977,-9.875028,4006
2709488482,0.0060271374,0.037955113,-0.012346614,3961,0,-0.90522397,0.005614958,-9.462204,3961
2709532478,0.029190755,0.019061975,-0.0031429327,3995,0,0.5533572,0.2299218,-10.180079,3995
2709572498,0.021140544,0.027384296,-0.010275999,4020,0,-0.029285265,-0.6526481,-9.558672,4020
2709616485,0.03857696,0.047637094,-0.00605849,3971,0,-0.40594056,0.10074023,-10.167807,3971
2709656484,0.047358353,0.015328062,-0.011847658,3981,0,1.0959307,0.09598764,-9.229931,3981
2709701278,0.017251503,-0.0364074,-0.0077796164,3993,0,-0.18593413,-0.21005033,-10.100584,3993
2709741279,-0.008129582,-0.029118817,0.0014346335,4001,0,-0.24095686,-0.6918618,-10.184958,4001
2709785278,-0.039600696,-0.029736292,-0.002766983,4000,0,-1.1700829,-2.3762388,-10.167276,4000
2709825278,0.058028895,0.27594414,-0.024243863,3977,0,-1.8453099,0.27174395,-12.534741,3977
2709869278,0.12199791,0.53738815,0.061624918,4000,0,2.7677984,2.954687,-11.831811,4000
2709909280,0.20531335,0.4729466,0.033385597,4001,0,0.21910155,-1.1418307,-11.123276,4001
2709950124,-0.0045664944,0.64230645,0.10869374,4845,0,-0.91013354,0.49704123,-13.422673,4845
2709990078,-0.09144855,0.36435243,-0.0584938,3993,0,-5.253651,-1.0526562,-13.24436,3993
2710030078,-0.022280218,0.11703206,0.010097098,3993,0,-3.2722788,-0.5124739,-14.03453,3993
2710070114,0.07945391,-0.08170044,0.043620933,4035,0,2.1293197,-1.5845066,-18.221964,4035
2710114078,-0.44609904,-0.13085951,0.13802813,3988,0,2.2064333,0.36939853,-11.952323,3988
2710154079,-0.22213383,-0.36171716,0.11105049,3993,0,-0.044044707,1.0167708,-11.133986,3993
2710198086,0.02751942,-0.64030194,0.07312699,4008,0,-2.6372342,-0.3381544,-15.975303,4008
2710238878,-0.22847314,-0.70537597,-0.03948789,3999,0,-1.2047162,-1.0768796,-10.944852,3999
2710278910,-0.20856063,-0.6129903,-0.01412822,4032,0,-0.7418757,-0.8484542,-12.661836,4032
2710322878,-0.2602401,-0.4128701,0.010395419,3957,0,-2.551023,1.8911828,-10.938073,3957
2710362878,-0.07778066,-0.55437243,-0.07348753,3999,0,-0.97186226,-0.71710956,-10.385183,3999
2710406910,-0.1322915,-0.51154524,0.078021206,4032,0,-0.1289673,0.6034695,-8.932087,4032
2710446906,-0.13817437,-0.26861912,-0.13921417,4028,0,0.5693247,-2.9845695,-9.166488,4028
2710487715,-0.013740082,-0.30383122,-0.1582033,4037,0,1.8072124,-1.1827359,-4.2498627,4037
2710527703,0.19629058,-0.16129722,-0.118064426,4025,0,-0.3859364,0.1534001,-9.306085,4025
2710571685,0.49090064,-0.19325523,0.054601714,3995,0,1.6856141,-0.6120204,-11.01727,3995
2710944508,-0.0015966281,-0.0083409045,0.06344076,4023,0,-0.49791038,0.7303597,-9.904772,4023
2710988488,0.007979997,0.06696539,0.085148506,4006,0,0.32848448,0.6210833,-9.778075,4006
2711028478,-0.24936493,0.117015585,-0.023880849,3996,0,-0.85045445,1.0915196,-9.491961,3996
2711073278,-0.045548603,0.17907113,0.033807952,3994,0,-1.8238314,1.3760799,-11.750938,3994
2712798078,0.12311767,0.019614287,0.024347592,4000,0,-0.48115286,-0.5815291,-10.032388,4000
2712838079,0.1435565,-0.020720072,0.030247182,3965,0,-0.18129994,0.2572421,-9.406754,3965
2712882078,0.071369566,-0.01940443,-0.04497662,4000,0,-0.032071643,-0.76354206,-8.46443,4000
2712922917,0.028187511,0.009302964,-0.061850995,4039,0,-0.8179439,-0.51225346,-8.752278,4039
2712962912,0.107583396,-0.11147993,-0.048540205,4034,0,0.2918865,0.613118,-7.287087,4034
