timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
2708302797,0.18435031,0.0040083756,0.07586069
3159876286,0.20541559,0.01087223,0.06949436
3160076904,0.21102746,0.016374191,0.051500626
3160281103,0.14747404,0.011506986,0.048388638
3160482436,0.19337419,0.011637305,0.053538553
3160683301,0.18235894,0.005289903,0.043125473
