timestamp,safety_switch_available,safety_off,override_available,override_enabled
4384779866,1,1,0,0
4384936648,1,1,0,0
4384956644,1,1,0,0
4384980839,1,1,0,0
4385004606,1,1,0,0
4385024635,1,1,0,0
4385044670,1,1,0,0
4385064697,1,1,0,0
4385085495,1,1,0,0
4385105505,1,1,0,0
4385129770,1,1,0,0
4385149622,1,1,0,0
4385169624,1,1,0,0
4385193461,1,1,0,0
4385217519,1,1,0,0
4385237784,1,1,0,0
4385257491,1,1,0,0
4385277503,1,1,0,0
4385297510,1,1,0,0
4385318314,1,1,0,0
4385338319,1,1,0,0
4385362211,1,1,0,0
4385382513,1,1,0,0
4385402222,1,1,0,0
4385422280,1,1,0,0
4385446271,1,1,0,0
4385466277,1,1,0,0
4385490581,1,1,0,0
4385514265,1,1,0,0
4385534315,1,1,0,0
4385558245,1,1,0,0
4385578287,1,1,0,0
4385598536,1,1,0,0
4385619235,1,1,0,0
4385643219,1,1,0,0
4385667124,1,1,0,0
4385691096,1,1,0,0
4385715245,1,1,0,0
4385739081,1,1,0,0
4385763276,1,1,0,0
4385783281,1,1,0,0
4385807140,1,1,0,0
4385827131,1,1,0,0
4385847317,1,1,0,0
4385868116,1,1,0,0
4385892022,1,1,0,0
4385911909,1,1,0,0
4385931926,1,1,0,0
4385956005,1,1,0,0
4385976054,1,1,0,0
4385996363,1,1,0,0
4386019852,1,1,0,0
4386043915,1,1,0,0
4386063884,1,1,0,0
4386083888,1,1,0,0
4386104186,1,1,0,0
4386124651,1,1,0,0
4386144702,1,1,0,0
4386164676,1,1,0,0
4386188632,1,1,0,0
4386212953,1,1,0,0
4386232684,1,1,0,0
4386256709,1,1,0,0
4386280706,1,1,0,0
4386300890,1,1,0,0
4386324707,1,1,0,0
4386344723,1,1,0,0
4386365504,1,1,0,0
4386385520,1,1,0,0
4386405521,1,1,0,0
4386425678,1,1,0,0
4386449629,1,1,0,0
4386473516,1,1,0,0
4386497501,1,1,0,0
4386517496,1,1,0,0
4386537763,1,1,0,0
4386561481,1,1,0,0
4386581496,1,1,0,0
4386606288,1,1,0,0
4386630313,1,1,0,0
4386650327,1,1,0,0
4386674261,1,1,0,0
4386694239,1,1,0,0
4386718541,1,1,0,0
4386738294,1,1,0,0
4386762220,1,1,0,0
4386782234,1,1,0,0
4386802328,1,1,0,0
4386822318,1,1,0,0
