timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acc_x,acc_y,acc_z,thrust[0],thrust[1],thrust[2]
4385001854,23.811558,-81.12507,-31.173668,-0.0810546,0.0,-0.20231132,0.2476326,-0.3261009,-0.34940603,0.3330128,-5.5100455,0.0,0.0,0.0
4385102202,23.811558,-81.12507,-31.173668,-0.0810546,0.0,-0.20931281,0.2586132,-0.4263099,-0.35278818,0.38408566,-5.7146835,0.0,0.0,0.0
4385202762,23.811558,-81.12507,-31.173668,-0.0810546,0.0,-0.21553516,0.2705578,-0.52699894,-0.36182377,0.3780244,-5.9360385,0.0,0.0,0.0
4385306824,23.811558,-81.12507,-31.173668,-0.0810546,0.0,-0.22188072,0.28221244,-0.6310309,-0.35979366,0.46024925,-6.1494555,0.0,0.0,0.0
4385406827,23.811558,-81.12507,-31.173668,-0.0810546,0.0,-0.2280487,0.29341048,-0.73101676,-0.3471465,0.44255877,-6.3608236,0.0,0.0,0.0
4385507253,23.811558,-81.12507,-31.173668,-0.0810546,0.0,-0.23285045,0.30466652,-0.8313077,-0.36902478,0.4453967,-6.5801396,0.0,0.0,0.0
4385607753,23.811558,-81.12507,-31.173668,-0.0810546,0.0,-0.23774824,0.31557465,-0.93183374,-0.37905106,0.46239495,-6.779705,0.0,0.0,0.0
4385708382,23.811558,-81.12507,-31.173668,-0.0810546,0.0,-0.24300118,0.32750472,-1.0,-0.36503932,0.56345373,-6.992901,0.0,0.0,0.0
4385807778,23.811558,-81.12507,-31.173668,-0.0810546,0.0,-0.24696216,0.33017197,-1.0,-0.216428,-0.07717565,-6.4981356,0.0,0.0,0.0
4385913398,23.811558,-81.12507,-31.173668,-0.0810546,0.0,-0.23636027,0.3010353,-1.0,-0.17458096,-0.05512538,-5.9694505,0.0,0.0,0.0
4386017430,23.811558,-81.12507,-31.173668,-0.0810546,0.0,-0.22668429,0.27207258,-1.0,-0.16275991,-0.053448044,-5.337005,0.0,0.0,0.0
4386117221,23.811558,-81.12507,-31.173668,-0.0810546,0.0,-0.20827998,0.23125954,-1.0,-0.16280411,-0.16502245,-5.095566,0.0,0.0,0.0
4386217673,23.811558,-81.12507,-31.173668,-0.0810546,0.0,-0.18527146,0.1875473,-1.0,-0.020923326,-0.26284912,-5.0609894,0.0,0.0,0.0
4386322007,23.811558,-81.12507,-31.173668,-0.0810546,0.0,-0.15896873,0.13837013,-1.0,-0.030643268,-0.25949097,-5.096023,0.0,0.0,0.0
4386422170,23.811558,-81.12507,-31.173668,-0.0810546,0.0,-0.1332676,0.09014244,-1.0,-0.0043431986,-0.26398572,-5.1049185,0.0,0.0,0.0
4386522545,23.811558,-81.12507,-31.173668,-0.0810546,0.0,-0.11047468,0.043175887,-1.0,-0.000908411,-0.28980336,-5.1319194,0.0,0.0,0.0
4386623752,23.811558,-81.12507,-31.173668,-0.0810546,0.0,-0.08955536,-0.0029064177,-1.0,-0.0027387957,-0.32031414,-5.193438,0.0,0.0,0.0
4386727137,23.811558,-81.12507,-31.173668,-0.0810546,0.0,-0.065039255,-0.049952697,-1.0,0.015728636,-0.3194282,-5.2559104,0.0,0.0,0.0
4386827027,23.811558,-81.12507,-31.173668,-0.0810546,0.0,-0.043146897,-0.09061355,-1.0,0.009017538,-0.33663926,-5.2947383,0.0,0.0,0.0
4386928062,23.811558,-81.12507,-31.173668,-0.0810546,0.0,-0.021609688,-0.12857093,-1.0,-0.017735098,-0.2882709,-5.2936125,0.0,0.0,0.0
4387032386,23.811558,-81.12507,-31.173668,-0.0810546,0.0,-0.00405159,-0.1611721,-1.0,-0.05973106,-0.27579093,-5.235167,0.0,0.0,0.0
4387132568,23.811558,-81.12507,-31.173668,-0.0810546,0.0,0.00902729,-0.18991737,-1.0,-0.08425593,-0.30791402,-5.231769,0.0,0.0,0.0
4387233114,23.811558,-81.12507,-31.173668,-0.0810546,0.0,0.01666479,-0.21350212,-1.0,-0.06974659,-0.27584127,-5.219001,0.0,0.0,0.0
4387337001,23.811558,-81.12507,-31.173668,-0.0810546,0.0,0.023271274,-0.23512992,-1.0,-0.124982364,-0.25765067,-5.2557797,0.0,0.0,0.0
4387437415,23.811558,-81.12507,-31.173668,-0.0810546,0.0,0.02456684,-0.24986495,-1.0,-0.1298062,-0.28581533,-5.2690883,0.0,0.0,0.0
4387537632,23.811558,-81.12507,-31.173668,-0.0810546,0.0,0.024414634,-0.26075134,-1.0,-0.18536583,-0.2016029,-5.303304,0.0,0.0,0.0
