timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
4382843820,0.0,0.0,81.0,4.0,4.0,0.0,0.0,176,1,0,255,190,1,1
4412192326,0.0,0.0,1.0,2.57222,-1.0,0.0,0.0,178,1,1,1,1,0,0
4448244270,0.0,0.0,1.0,7.202216,-1.0,0.0,0.0,178,1,1,1,1,0,0
4733137967,0.0,0.0,1.0,2.57222,-1.0,0.0,0.0,178,1,1,1,1,0,0
4733244850,0.0,0.0,1.0,2.57222,0.0,0.0,0.0,178,1,1,1,5,0,1
4756317002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,178,1,1,1,5,0,1
4803558809,0.0,0.0,1.0,7.19,0.0,0.0,0.0,178,1,1,1,5,0,1
4803760131,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31010,1,1,255,190,0,1
4804407505,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31010,1,1,255,190,0,1
