timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
4384783597,25.0845,25.077183,0.062,0.06531656,0.0,79.34801,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
4385289345,24.963318,25.067646,0.0744,0.06615257,0.0,79.35739,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
4385794815,23.892883,24.921705,0.062,0.06486522,0.0,79.3664,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
4386300588,24.478592,24.767445,0.062,0.063077375,0.0,79.37516,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
4386806137,24.478592,24.67587,0.062,0.064404115,0.0,79.38435,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
4387299556,24.498789,24.617395,0.062,0.06495142,0.0,79.39329,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
4387805229,24.458397,24.566023,0.0744,0.062714525,0.0,79.40187,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
4388310748,24.498789,24.538462,0.049599998,0.061310988,0.0,79.41038,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
4388804354,24.478592,24.522238,0.062,0.062826276,0.0,79.4192,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
4389309861,24.478592,24.514065,0.062,0.064213715,0.0,79.42834,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
4389815782,24.4382,24.493961,0.062,0.06331313,0.0,79.43708,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
4390309120,24.478592,24.477985,0.062,0.064494796,0.0,79.44597,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
4390814688,24.418003,24.453053,0.049599998,0.06356014,0.0,79.45488,1.0,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
