timestamp,heartbeat_time,telem_time,rxerrors,fixed,type,rssi,remote_rssi,noise,remote_noise,txbuf,system_id,component_id
4384196514,4384196514,0,0,0,0,0,0,0,0,0,0,0
4385187008,4385187008,0,0,0,0,0,0,0,0,0,0,0
4386143467,4386143467,0,0,0,0,0,0,0,0,0,0,0
4387142468,4387142468,0,0,0,0,0,0,0,0,0,0,0
4388193476,4388193476,0,0,0,0,0,0,0,0,0,0,0
4389138776,4389138776,0,0,0,0,0,0,0,0,0,0,0
4390143492,4390143492,0,0,0,0,0,0,0,0,0,0,0
4391186536,4391186536,0,0,0,0,0,0,0,0,0,0,0
4392136631,4392136631,0,0,0,0,0,0,0,0,0,0,0
4393136595,4393136595,0,0,0,0,0,0,0,0,0,0,0
4394194836,4394194836,0,0,0,0,0,0,0,0,0,0,0
4395143462,4395143462,0,0,0,0,0,0,0,0,0,0,0
4396137600,4396137600,0,0,0,0,0,0,0,0,0,0,0
4397195044,4397195044,0,0,0,0,0,0,0,0,0,0,0
4398146461,4398146461,0,0,0,0,0,0,0,0,0,0,0
4399143469,4399143469,0,0,0,0,0,0,0,0,0,0,0
4400194161,4400194161,0,0,0,0,0,0,0,0,0,0,0
4401144287,4401144287,0,0,0,0,0,0,0,0,0,0,0
4402196513,4402196513,0,0,0,0,0,0,0,0,0,0,0
4403195039,4403195039,0,0,0,0,0,0,0,0,0,0,0
4404142625,4404142625,0,0,0,0,0,0,0,0,0,0,0
4405145464,4405145464,0,0,0,0,0,0,0,0,0,0,0
4406195268,4406195268,0,0,0,0,0,0,0,0,0,0,0
4407147240,4407147240,0,0,0,0,0,0,0,0,0,0,0
4408143605,4408143605,0,0,0,0,0,0,0,0,0,0,0
4409196693,4409196693,0,0,0,0,0,0,0,0,0,0,0
4410144601,4410144601,0,0,0,0,0,0,0,0,0,0,0
4411143908,4411143908,0,0,0,0,0,0,0,0,0,0,0
4412247460,4412247460,0,0,0,0,0,0,0,0,0,0,0
4413137175,4413137175,0,0,0,0,0,0,0,0,0,0,0
4414144935,4414144935,0,0,0,0,0,0,0,0,0,0,0
4415199751,4415199751,0,0,0,0,0,0,0,0,0,0,0
4416147481,4416147481,0,0,0,0,0,0,0,0,0,0,0
4417143525,4417143525,0,0,0,0,0,0,0,0,0,0,0
