timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
4384175913,0.15977122,0.0032980894,0.051262222
4806522234,0.15380238,0.009510877,0.046871454
4806923831,0.1913443,0.016310418,0.03939452
