timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
4385000563,44125377,37.102281,-76.387524,24.024517,-81.385735,-0.44619334,0.0013837058,-0.007301951,0.0,0.11883774,-0.098760806,0.036296092,0.040462065,-0.03502048,-0.020939376,0.09591912,0.32576156,0.5685479,-0.1747493,-0.081257604,8.180764,0.1,-0.036296092,0.3481368,0.23966093,0.16235577,0.10048518,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
4385101374,44125377,37.102281,-76.387524,24.031887,-81.39729,-0.43952566,0.0013837058,-0.007301951,0.0,0.11989397,-0.10392479,0.036211498,0.042830717,-0.03502048,-0.020939376,0.09591912,-1.8571105,0.046835132,0.3477036,-0.08107997,8.180764,0.1,-0.036211498,0.33595172,0.23886158,0.15774743,0.09997477,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
4385201361,44125377,37.102281,-76.387524,24.038437,-81.40987,-0.4376526,0.0013837058,-0.007301951,0.0,0.10959274,-0.10321921,0.04329068,0.047298435,-0.03502048,-0.020939376,0.09591912,2.2454634,1.6688493,1.0976256,-0.081037864,8.180764,0.1,-0.04329068,0.34827244,0.23993647,0.16241826,0.10054191,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
4385305479,44125377,37.102281,-76.387524,24.045116,-81.422134,-0.43178058,0.0013837058,-0.007301951,0.0,0.109594986,-0.121044524,0.041651733,0.047124684,-0.03502048,-0.020939376,0.09591912,0.4093194,-0.027170077,-0.28634307,-0.08217676,8.180764,0.1,-0.041651733,0.3371227,0.23978908,0.15815847,0.100205615,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
4385406032,44125377,37.102281,-76.387524,24.051609,-81.43392,-0.42374027,0.0013837058,-0.007301951,0.0,0.1017986,-0.107107416,0.04212832,0.05110293,-0.03502048,-0.020939376,0.09591912,0.60889554,0.046778124,0.25159422,-0.08209657,8.180764,0.1,-0.04212832,0.34852317,0.2402324,0.16247025,0.10059176,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
4385506157,44125377,37.102281,-76.387524,24.056664,-81.44577,-0.41117784,0.0013837058,-0.007301951,0.0,0.1078406,-0.10277692,0.045504853,0.061795127,-0.03502048,-0.020939376,0.09591912,-0.573828,-1.390851,0.5598942,-0.081341244,8.180764,0.1,-0.045504853,0.3373441,0.24008021,0.15826552,0.10025559,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
4385606962,44125377,37.102281,-76.387524,24.06182,-81.45725,-0.397854,0.0013837058,-0.007301951,0.0,0.10691122,-0.10814349,0.037366234,0.06079063,-0.03502048,-0.020939376,0.09591912,-1.3511925,0.61898,1.4383512,-0.08084087,8.180764,0.1,-0.037366234,0.34875527,0.24050647,0.16257717,0.10063659,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
4385706944,44125377,37.102281,-76.387524,24.067348,-81.46981,-0.38515142,0.0013837058,-0.007301951,0.0,0.10105959,-0.13619506,0.06790775,0.09797454,-0.03502048,-0.020939376,0.09591912,-0.7809857,1.0197752,2.2751596,-0.076247066,8.180764,0.1,-0.06790775,0.33760047,0.24029304,0.15833825,0.10029657,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
4385806955,44125377,37.102281,-76.387524,24.071518,-81.47262,-0.38125098,0.0013837058,-0.007301951,0.0,0.030730871,0.14754358,-0.19393133,-0.15820026,-0.03502048,-0.020939376,0.09591912,-2.7639263,6.010372,0.31152266,-0.06941021,8.180764,0.1,0.19393133,0.34912154,0.24080138,0.16285145,0.100695714,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
4385911778,44125377,37.102281,-76.387524,24.060358,-81.44195,-0.4082537,0.0013837058,-0.007301951,0.0,-0.09150728,0.37232715,-0.4704556,-0.43075627,-0.03502048,-0.020939376,0.09591912,-1.2693971,0.6722375,-6.021302,-0.06833299,8.180764,0.1,0.4704556,0.3386772,0.23944294,0.15907764,0.10008671,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
