timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust,landing_gear,q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,disable_mc_yaw_control,apply_flaps
4384792787,0.057776477,0.062359855,-0.0810546,0.0,0.99824005,0.030109037,0.029966572,-0.041379344,0.51854664,-1.0,1,0,0,0,0,0,0
4385001853,0.054922104,0.067992754,-0.0810546,0.0,0.99818724,0.028795822,0.03283728,-0.041410044,0.56100285,-1.0,1,0,0,0,0,0,0
4385102201,0.061774068,0.066872835,-0.0810546,0.0,0.99810225,0.032193337,0.03213628,-0.04150579,0.58205557,-1.0,1,0,0,0,0,0,0
4385202761,0.058345657,0.06581458,-0.0810546,0.0,0.99817413,0.030461432,0.03167918,-0.04143595,0.6046244,-1.0,1,0,0,0,0,0,0
4385306823,0.06960407,0.06428721,-0.0810546,0.0,0.9980127,0.036049806,0.030683206,-0.041588083,0.6257175,-1.0,1,0,0,0,0,0,0
4385406826,0.06472131,0.059957847,-0.0810546,0.0,0.9981677,0.03352773,0.028623827,-0.04144583,0.6474572,-1.0,1,0,0,0,0,0,0
4385507252,0.06272453,0.061301,-0.0810546,0.0,0.99817955,0.032557692,0.029335603,-0.04143744,0.6701506,-1.0,1,0,0,0,0,0,0
4385607752,0.06324896,0.061171792,-0.0810546,0.0,0.998173,0.03281688,0.029260248,-0.041443165,0.6907731,-1.0,1,0,0,0,0,0,0
4385708381,0.07580838,0.058487084,-0.0810546,0.0,0.9979894,0.03903163,0.027659671,-0.041576914,0.71585524,-1.0,1,0,0,0,0,0,0
4385807777,-0.014525687,0.032224063,-0.0810546,0.0,0.9990276,-0.0066031213,0.016391901,-0.040392965,0.6567446,-1.0,1,0,0,0,0,0,0
4385913397,-0.011566991,0.028394401,-0.0810546,0.0,0.9990648,-0.005202944,0.014419128,-0.04042941,0.60427785,-1.0,1,0,0,0,0,0,0
4386017429,-0.012444821,0.029576898,-0.0810546,0.0,0.99905396,-0.005617443,0.01502756,-0.040419057,0.5412337,-1.0,1,0,0,0,0,0,0
4386117220,-0.03483707,0.029214822,-0.0810546,0.0,0.99893105,-0.01680977,0.015298307,-0.04025153,0.51800346,-1.0,1,0,0,0,0,0,0
4386217672,-0.052053466,-8.440596e-05,-0.0810546,0.0,0.99884045,-0.026004132,0.0010122313,-0.04050358,0.5147448,-1.0,1,0,0,0,0,0,0
4386322006,-0.051195104,0.0018706229,-0.0810546,0.0,0.998852,-0.025535848,0.0019712392,-0.040478997,0.51968795,-1.0,1,0,0,0,0,0,0
4386422170,-0.051565103,-0.003338904,-0.0810546,0.0,0.99884367,-0.025826106,-0.000623032,-0.040545683,0.5210121,-1.0,1,0,0,0,0,0,0
4386522544,-0.056239773,-0.004395745,-0.0810546,0.0,0.99877894,-0.028182045,-0.0010560397,-0.04056184,0.5240201,-1.0,1,0,0,0,0,0,0
4386623752,-0.06143887,-0.004468053,-0.0810546,0.0,0.99870217,-0.030779775,-0.000986701,-0.040565547,0.530529,-1.0,1,0,0,0,0,0,0
4386727136,-0.06025829,-0.007903277,-0.0810546,0.0,0.9987128,-0.03025965,-0.0027260669,-0.040616445,0.5369301,-1.0,1,0,0,0,0,0,0
4386827026,-0.06314777,-0.0068452214,-0.0810546,0.0,0.99867064,-0.03168113,-0.0021390552,-0.04060373,0.54092515,-1.0,1,0,0,0,0,0,0
4386928061,-0.05449479,-0.0010698236,-0.0810546,0.0,0.99880725,-0.027243314,0.0005695502,-0.040515725,0.5402223,-1.0,1,0,0,0,0,0,0
4387032385,-0.05337917,0.007106684,-0.0810546,0.0,0.9988206,-0.02652042,0.004630378,-0.04040678,0.5336967,-1.0,1,0,0,0,0,0,0
4387132567,-0.059889838,0.011286099,-0.0810546,0.0,0.99872184,-0.029686853,0.006848913,-0.040328585,0.5333354,-1.0,1,0,0,0,0,0,0
4387233113,-0.05370787,0.009040539,-0.0810546,0.0,0.99881333,-0.026645312,0.0056027924,-0.040379908,0.53220725,-1.0,1,0,0,0,0,0,0
4387337000,-0.050733313,0.019730214,-0.0810546,0.0,0.99881893,-0.024942314,0.010881276,-0.040251188,0.5359236,-1.0,1,0,0,0,0,0,0
4387437414,-0.055990357,0.02015991,-0.0810546,0.0,0.99874806,-0.027558882,0.0112016145,-0.040216357,0.53752553,-1.0,1,0,0,0,0,0,0
4387537631,-0.0406768,0.031749588,-0.0810546,0.0,0.99885947,-0.01967471,0.016681684,-0.040180158,0.5405262,-1.0,1,0,0,0,0,0,0
