timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
4384791733,0.00073510327,-0.00065880816,0.0002289787,0.99912626,-0.008456445,-0.0029562532,-0.040823217,1.0,0.0,0.0,0.0,0
4384960531,0.13331735,0.007341789,-0.026512662,0.9991386,-0.008179767,-0.0032246434,-0.040556278,1.0,0.0,0.0,0.0,0
4385004523,0.06860391,0.012964195,0.031218734,0.99913716,-0.008303215,-0.0030394208,-0.04058168,1.0,0.0,0.0,0.0,0
4385044541,0.10089079,0.06259306,-0.04744783,0.9991505,-0.0077001583,-0.002882775,-0.040382005,1.0,0.0,0.0,0.0,0
4385089390,0.045611132,0.004877973,-0.01284693,0.99916315,-0.00670551,-0.002140082,-0.040294465,1.0,0.0,0.0,0.0,0
4385129483,0.020373667,0.024786944,0.070018165,0.99916255,-0.0056525473,-0.0016997553,-0.040489763,1.0,0.0,0.0,0.0,0
4385169413,0.0033779596,-0.030702744,-0.05539139,0.9991597,-0.0051234495,-0.002169706,-0.040608436,1.0,0.0,0.0,0.0,0
4385213401,-0.06315231,-0.08150609,-0.06782452,0.999141,-0.006311264,-0.0029417465,-0.040853754,1.0,0.0,0.0,0.0,0
4385261366,-0.08040121,-0.013657378,-0.012343515,0.9991124,-0.008179413,-0.0039805053,-0.041129995,1.0,0.0,0.0,0.0,0
4385305479,-0.06935158,0.015900943,0.01619202,0.99909824,-0.009636844,-0.004372444,-0.041119505,1.0,0.0,0.0,0.0,0
4385346024,-0.011169087,0.04908808,-0.0045461985,0.99909085,-0.010154633,-0.004032465,-0.04120854,1.0,0.0,0.0,0.0,0
4385390231,0.06084869,0.04273887,-0.010514476,0.9991044,-0.009561132,-0.0034244028,-0.04107797,1.0,0.0,0.0,0.0,0
4385430030,0.07152057,0.019935258,0.017593745,0.9991217,-0.008354608,-0.0028881745,-0.040960763,1.0,0.0,0.0,0.0,0
4385474211,0.023796245,-0.00032992475,0.01130393,0.99913615,-0.007046608,-0.0027271349,-0.04086394,1.0,0.0,0.0,0.0,0
4385514150,0.03978259,-0.0041630515,-0.007555768,0.9991486,-0.0061479528,-0.0029822234,-0.040686656,1.0,0.0,0.0,0.0,0
4385557957,0.029671855,-0.005291735,-0.0016049936,0.99915415,-0.005873964,-0.0032889093,-0.04056659,1.0,0.0,0.0,0.0,0
4385598027,0.14657325,0.15879813,0.042689487,0.9991685,-0.004852753,-0.0021248043,-0.04042672,1.0,0.0,0.0,0.0,0
4385638995,0.5500147,0.27991995,0.024199242,0.99919736,0.00059621944,0.0018005938,-0.04001544,1.0,0.0,0.0,0.0,0
4385682833,0.7112857,0.5526544,0.021002643,0.99908066,0.01385417,0.010442466,-0.039203312,1.0,0.0,0.0,0.0,0
4385722963,0.965191,0.2822702,0.11754229,0.9985589,0.03183536,0.019935232,-0.03833163,1.0,0.0,0.0,0.0,0
4385762958,0.45705122,0.368774,-0.07896152,0.99766636,0.049289662,0.028652743,-0.037568074,1.0,0.0,0.0,0.0,0
4385806955,0.049696874,-0.19594517,-0.05665794,0.99700123,0.06086808,0.030745924,-0.036583334,1.0,0.0,0.0,0.0,0
4385846975,0.12207599,-0.07125865,0.077049084,0.9970225,0.06284114,0.02664343,-0.035877764,1.0,0.0,0.0,0.0,0
4385887738,0.03296243,-0.106212296,0.07114793,0.9973738,0.05944539,0.02106084,-0.035610974,1.0,0.0,0.0,0.0,0
4385931814,0.06158186,0.052029658,-0.03429625,0.99760765,0.056065004,0.020424085,-0.034906782,1.0,0.0,0.0,0.0,0
4385971773,-0.026406405,0.18137202,-0.022370616,0.9976926,0.05376239,0.024146145,-0.033707947,1.0,0.0,0.0,0.0,0
4386016041,-0.6302172,0.098607555,0.067693695,0.99795854,0.047920857,0.027335918,-0.032172743,1.0,0.0,0.0,0.0,0
4386055829,-0.74454767,0.10803005,-0.04638552,0.9983347,0.039506316,0.028038403,-0.0313212,1.0,0.0,0.0,0.0,0
4386099740,-0.23320833,0.24316552,-0.060106,0.9986875,0.030065807,0.027697254,-0.030859107,1.0,0.0,0.0,0.0,0
4386140592,0.020129213,0.05414213,0.052810527,0.9988985,0.023769371,0.026734438,-0.030366499,1.0,0.0,0.0,0.0,0
4386184541,-0.24410662,-0.32638296,0.050799903,0.99908596,0.017776066,0.02486742,-0.029882807,1.0,0.0,0.0,0.0,0
4386224545,-0.07412689,-0.19890937,-0.047286935,0.999257,0.011619018,0.02186627,-0.029535273,1.0,0.0,0.0,0.0,0
4386268431,-0.16541755,-0.43445134,0.01431032,0.99944144,0.0047991085,0.015872689,-0.029015696,1.0,0.0,0.0,0.0,0
4386308526,-0.06760735,-0.17328031,-0.02752956,0.99953336,-4.987622e-05,0.010679911,-0.028619152,1.0,0.0,0.0,0.0,0
4386348588,-0.02937552,-0.1845553,0.08036974,0.999588,-0.004048638,0.0048439633,-0.028000714,1.0,0.0,0.0,0.0,0
4386393358,-0.18934499,-0.13780515,0.0063008927,0.99958694,-0.008161175,5.5871988e-06,-0.027559808,1.0,0.0,0.0,0.0,0
4386437208,-0.13233231,-0.10760127,0.088000745,0.9995589,-0.012171563,-0.002960434,-0.026930291,1.0,0.0,0.0,0.0,0
4386477344,-0.016702043,0.021101259,0.09168844,0.99952644,-0.015135662,-0.004607479,-0.026393518,1.0,0.0,0.0,0.0,0
4386517435,-0.31649503,-0.05040437,-0.09237594,0.9994854,-0.018007817,-0.0053751776,-0.025995102,1.0,0.0,0.0,0.0,0
4386557332,-0.11348939,-0.0154676605,-0.019874573,0.99945295,-0.020600025,-0.005427287,-0.025300702,1.0,0.0,0.0,0.0,0
4386601410,-0.1827787,-0.07657255,0.0025314516,0.9994058,-0.02354121,-0.0051358175,-0.024646904,1.0,0.0,0.0,0.0,0
4386642127,-0.30772993,-0.05331761,-0.059390362,0.9993595,-0.02591965,-0.004630605,-0.024238488,1.0,0.0,0.0,0.0,0
4386682135,-0.13656892,-0.07919377,-0.013839567,0.9993171,-0.028005935,-0.004869468,-0.02360497,1.0,0.0,0.0,0.0,0
4386726040,-0.15643923,-0.05441394,-0.03947047,0.99924445,-0.03074706,-0.005897599,-0.023030547,1.0,0.0,0.0,0.0,0
4386766117,-0.17498471,-0.22411932,-0.054598656,0.99917626,-0.032907438,-0.007228305,-0.022619601,1.0,0.0,0.0,0.0,0
4386810182,-0.026961632,-0.3407038,0.0570435,0.999141,-0.033918582,-0.009162262,-0.02197798,1.0,0.0,0.0,0.0,0
4386850941,-0.11419669,-0.19879037,0.019867996,0.9991179,-0.034301545,-0.011367049,-0.021391261,1.0,0.0,0.0,0.0,0
4386894804,-0.20409204,-0.16886333,0.113560446,0.9990989,-0.03424017,-0.014362425,-0.020561596,1.0,0.0,0.0,0.0,0
4386934807,-0.09020493,-0.2051503,0.15152203,0.9990956,-0.033500962,-0.017245429,-0.01970707,1.0,0.0,0.0,0.0,0
4386978917,0.050400022,-0.08615262,-0.009439509,0.9990757,-0.032869764,-0.020189758,-0.018967861,1.0,0.0,0.0,0.0,0
4387018750,0.13764293,-0.07292638,0.08050118,0.9990523,-0.032432728,-0.022702277,-0.01809057,1.0,0.0,0.0,0.0,0
4387062955,-0.20238769,0.16794562,-0.026187595,0.9990502,-0.031881317,-0.024044437,-0.017442614,1.0,0.0,0.0,0.0,0
4387103028,0.10593816,0.06852747,0.099362135,0.99907744,-0.030559592,-0.02514923,-0.01667525,1.0,0.0,0.0,0.0,0
4387143751,0.101968415,0.005188712,0.18922177,0.99911606,-0.02973315,-0.025049122,-0.015988356,1.0,0.0,0.0,0.0,0
4387183892,0.0993527,-0.11785537,0.21582437,0.9991799,-0.028923418,-0.02376267,-0.015435546,1.0,0.0,0.0,0.0,0
4387227711,-0.3031408,-0.083018854,-0.044782046,0.9992314,-0.029124206,-0.021376317,-0.015217142,1.0,0.0,0.0,0.0,0
4387267605,-0.18675391,0.17185962,-0.09061773,0.999277,-0.029449273,-0.018862594,-0.014918451,1.0,0.0,0.0,0.0,0
4387311722,-0.109589286,0.16110456,-0.028424365,0.9992859,-0.030715697,-0.01628852,-0.014802518,1.0,0.0,0.0,0.0,0
4387351714,-0.07870431,0.03441651,0.0586078,0.9992728,-0.031891923,-0.014860286,-0.014695058,1.0,0.0,0.0,0.0,0
4387395810,-0.23582874,-0.014826936,-0.03260872,0.9992334,-0.03330431,-0.014099857,-0.014985438,1.0,0.0,0.0,0.0,0
4387436558,-0.39928836,0.008977489,-0.18693511,0.9991996,-0.034495242,-0.01305142,-0.015484862,1.0,0.0,0.0,0.0,0
4387476582,-0.08835542,0.12121388,-0.012263424,0.9992045,-0.034774918,-0.011482793,-0.015784292,1.0,0.0,0.0,0.0,0
4387520554,0.009887988,0.12341598,-0.010677728,0.99922717,-0.034444444,-0.009527519,-0.016370054,1.0,0.0,0.0,0.0,0
4387560596,0.076825276,0.23392455,0.046646114,0.9992637,-0.03359933,-0.0077578523,-0.016821379,1.0,0.0,0.0,0.0,0
4387600596,0.10800721,0.066149466,0.09375056,0.99930227,-0.03241472,-0.006698742,-0.01730649,1.0,0.0,0.0,0.0,0
4387641336,-0.09298832,-0.06437478,-0.046836194,0.99934846,-0.030676858,-0.005800727,-0.01810788,1.0,0.0,0.0,0.0,0
4387685460,0.099738516,0.12669083,-0.0059667276,0.99942863,-0.027766235,-0.0048134406,-0.018663723,1.0,0.0,0.0,0.0,0
4387725326,0.107643604,0.1662385,-0.022387408,0.9994973,-0.024978206,-0.004154091,-0.019078743,1.0,0.0,0.0,0.0,0
4387769384,0.23338212,0.1885349,-0.066179626,0.9995803,-0.02127517,-0.0031848215,-0.019400313,1.0,0.0,0.0,0.0,0
4387809378,0.260029,0.020898728,0.12759437,0.9996459,-0.018001763,-0.0028077937,-0.019396085,1.0,0.0,0.0,0.0,0
4387853406,-0.06565601,-0.122682184,-0.16326049,0.99968815,-0.015032649,-0.0028616725,-0.019738853,1.0,0.0,0.0,0.0,0
4387894119,-0.10997132,0.08398209,-0.044583425,0.99973184,-0.012210995,-0.0027391762,-0.0194861,1.0,0.0,0.0,0.0,0
4387938186,0.16862567,0.09618823,-0.06892836,0.99976647,-0.0092641385,-0.002480263,-0.01936534,1.0,0.0,0.0,0.0,0
4387978128,0.019996976,0.10825913,-0.10045084,0.9997856,-0.0073855934,-0.0023669389,-0.019203888,1.0,0.0,0.0,0.0,0
4388022253,0.2896357,0.15571181,0.16148707,0.9998122,-0.0050593717,-0.0021100524,-0.018592505,1.0,0.0,0.0,0.0,0
4388062171,0.15296975,0.2568538,0.024280202,0.99982214,-0.0037652347,-0.0016186255,-0.018407976,1.0,0.0,0.0,0.0,0
4388106176,0.07411794,-0.017537413,-0.08557656,0.99983156,-0.0023530254,-0.0011254012,-0.018173147,1.0,0.0,0.0,0.0,0
4388146138,-0.006666563,0.1644152,-0.02889151,0.99984014,-0.0009637784,-0.0005237933,-0.017845128,1.0,0.0,0.0,0.0,0
4388186981,-0.22574802,0.058055557,-0.016457217,0.99984324,-0.00024672653,-0.00048042988,-0.017697882,1.0,0.0,0.0,0.0,0
4388231042,0.21931599,0.075603455,0.013771297,0.99984765,0.00083669345,-0.00037747007,-0.01743468,1.0,0.0,0.0,0.0,0
4388270981,-0.06410148,-0.044370633,0.016420769,0.99985117,0.0006549313,-0.0007962637,-0.017224794,1.0,0.0,0.0,0.0,0
4388314813,0.019897852,-0.024057567,-0.03298779,0.9998535,0.00033832158,-0.0016930514,-0.017029364,1.0,0.0,0.0,0.0,0
4388354931,-0.09145942,0.105177,-0.0446121,0.9998519,-0.0006004217,-0.0024618371,-0.017027522,1.0,0.0,0.0,0.0,0
4388398925,-0.17071912,0.05729164,-0.05547807,0.99984914,-0.0016157822,-0.0032333608,-0.01699377,1.0,0.0,0.0,0.0,0
4388438958,0.018350745,-0.16013469,-0.065894976,0.9998431,-0.0023782803,-0.0041463566,-0.017056217,1.0,0.0,0.0,0.0,0
4388479818,0.08766001,0.0546078,0.011537609,0.99983734,-0.0034643738,-0.0045780716,-0.017101608,1.0,0.0,0.0,0.0,0
4388519709,-0.19466642,0.10702274,-0.0154891135,0.99982584,-0.0051204073,-0.0049156924,-0.017263312,1.0,0.0,0.0,0.0,0
4388563741,-0.041239034,-0.02688206,0.014143493,0.9998131,-0.0064117713,-0.0052745314,-0.017457463,1.0,0.0,0.0,0.0,0
4388603782,-0.10432873,-0.06950511,-0.009658104,0.99979615,-0.008071856,-0.004922373,-0.017843885,1.0,0.0,0.0,0.0,0
4388647749,0.09285694,0.009192915,-0.08493204,0.99977064,-0.009938554,-0.0038813977,-0.018574217,1.0,0.0,0.0,0.0,0
4388688586,-0.23365101,0.24529746,-0.1578053,0.9997372,-0.0119779315,-0.0024809032,-0.01938925,1.0,0.0,0.0,0.0,0
4388732558,-0.25031498,0.13678466,-0.091160275,0.9996903,-0.014388563,-0.00080115354,-0.020287842,1.0,0.0,0.0,0.0,0
4388772408,-0.23097365,0.13591649,-0.15109776,0.9996289,-0.016894748,0.0008621951,-0.021355668,1.0,0.0,0.0,0.0,0
4388816554,-0.02256395,0.1095539,0.0672457,0.99956346,-0.019106762,0.0031104088,-0.02232333,1.0,0.0,0.0,0.0,0
4388856416,0.15528116,0.26334387,0.029188763,0.9994901,-0.020991985,0.0053916797,-0.023451542,1.0,0.0,0.0,0.0,0
4388900619,-0.25070798,-0.07153205,-0.061615013,0.99938506,-0.02374573,0.007058037,-0.024819128,1.0,0.0,0.0,0.0,0
4388940621,-0.048494358,-0.09112679,0.00891486,0.9993048,-0.025124006,0.008950159,-0.02605078,1.0,0.0,0.0,0.0,0
4388981233,0.017543545,-0.100861736,0.062376045,0.9992222,-0.02647893,0.010384083,-0.027312456,1.0,0.0,0.0,0.0,0
4389025411,-0.1102842,0.03540872,-0.20994493,0.99912024,-0.027788319,0.011656243,-0.029170893,1.0,0.0,0.0,0.0,0
4389065328,-0.22854576,0.21522222,-0.14222234,0.99906063,-0.028130101,0.012370245,-0.030555686,1.0,0.0,0.0,0.0,0
4389105381,-0.18888533,0.10692371,-0.2115064,0.9990072,-0.028051551,0.013059897,-0.032047633,1.0,0.0,0.0,0.0,0
4389149347,-0.08167316,-0.060514778,-0.08482966,0.9989463,-0.027976872,0.014379545,-0.033419654,1.0,0.0,0.0,0.0,0
4389190216,0.2504882,-0.023329394,0.17329252,0.9989118,-0.027363408,0.015514917,-0.0344374,1.0,0.0,0.0,0.0,0
4389230001,-0.15069371,0.17248663,-0.116028614,0.99884665,-0.027148604,0.016929138,-0.035801914,1.0,0.0,0.0,0.0,0
4389274313,0.0774376,0.07548326,0.101079315,0.99881566,-0.025895752,0.01859513,-0.036754124,1.0,0.0,0.0,0.0,0
4389314024,0.12491698,-0.12870179,0.12569375,0.99879384,-0.02446366,0.019834934,-0.037669133,1.0,0.0,0.0,0.0,0
4389358027,0.032482803,-0.022165423,-0.077102646,0.9987632,-0.023050087,0.021011028,-0.038720917,1.0,0.0,0.0,0.0,0
4389398183,0.33727828,-0.09482278,0.093069956,0.9987655,-0.02143565,0.021443859,-0.039345738,1.0,0.0,0.0,0.0,0
4389438947,0.10164824,-0.082437925,-0.023342289,0.99877435,-0.020293025,0.020860897,-0.04003611,1.0,0.0,0.0,0.0,0
4389478923,-0.05429081,-0.033210956,0.07148253,0.99881303,-0.018540781,0.019782187,-0.04046553,1.0,0.0,0.0,0.0,0
4389522772,-0.08324171,-0.009944421,-0.037230738,0.9988464,-0.016253956,0.018799204,-0.04108949,1.0,0.0,0.0,0.0,0
4389562820,0.30228376,-0.013451652,-0.0014059821,0.9988959,-0.013337146,0.01779127,-0.04138641,1.0,0.0,0.0,0.0,0
4389606921,-0.057548158,0.071278065,-0.16610838,0.99892235,-0.010727196,0.017413018,-0.041665036,1.0,0.0,0.0,0.0,0
4389646829,0.056369927,0.020535778,-0.18887155,0.9989485,-0.007972276,0.017229004,-0.04173177,1.0,0.0,0.0,0.0,0
4389691041,0.1381736,-0.18095975,0.036861468,0.99899226,-0.005794275,0.016174799,-0.0414657,1.0,0.0,0.0,0.0,0
4389731714,-0.0008473715,-0.2102411,-0.13317639,0.9990213,-0.004761446,0.014697721,-0.041446388,1.0,0.0,0.0,0.0,0
4389775812,0.12436879,-0.28670025,0.17085053,0.99908507,-0.0039240997,0.01218706,-0.040806007,1.0,0.0,0.0,0.0,0
4389819775,0.21856482,-0.023093725,-0.042151287,0.9991237,-0.003452237,0.009932448,-0.040513285,1.0,0.0,0.0,0.0,0
4389863895,0.07758396,-0.17265429,0.010520099,0.9991632,-0.0039933287,0.007869142,-0.03993682,1.0,0.0,0.0,0.0,0
4389907606,0.06398682,-0.11854939,0.13274468,0.99918616,-0.0057222755,0.00643279,-0.039409976,1.0,0.0,0.0,0.0,0
4389947775,-0.083600685,0.1275844,-0.021508295,0.9991814,-0.007425197,0.005962942,-0.039318815,1.0,0.0,0.0,0.0,0
4389992408,-0.006738085,-0.116054446,0.050938815,0.9991836,-0.009154327,0.004991666,-0.039030895,1.0,0.0,0.0,0.0,0
4390032587,0.07702819,-0.0358842,-0.047899876,0.9991829,-0.010023585,0.0045066313,-0.038896967,1.0,0.0,0.0,0.0,0
4390076563,0.37139717,0.09815891,0.086146206,0.9991979,-0.009674965,0.0042799185,-0.03862435,1.0,0.0,0.0,0.0,0
4390116637,0.075237684,0.12024453,0.025267348,0.99920577,-0.009077548,0.004168866,-0.038574647,1.0,0.0,0.0,0.0,0
4390160414,0.026026487,-0.046005614,0.037200853,0.99922705,-0.0077169975,0.0036447707,-0.038373817,1.0,0.0,0.0,0.0,0
4390200681,-0.18222569,0.015333511,-0.028838377,0.9992446,-0.006007607,0.003031321,-0.038276706,1.0,0.0,0.0,0.0,0
4390241341,-0.1455568,-0.17124385,-0.12240488,0.9992574,-0.004193117,0.0025894386,-0.038217705,1.0,0.0,0.0,0.0,0
4390285388,0.16496441,0.1438709,0.12817293,0.9992765,-0.0026913413,0.0030770535,-0.037813082,1.0,0.0,0.0,0.0,0
4390325377,0.11221353,-0.085856415,0.062028617,0.99927616,-0.0024318334,0.0037287935,-0.037779983,1.0,0.0,0.0,0.0,0
4390369317,0.27752295,0.16805841,0.07460732,0.999271,-0.002375127,0.005511287,-0.037702955,1.0,0.0,0.0,0.0,0
4390409322,-0.04161073,0.08399345,-0.12731215,0.999256,-0.0028318951,0.006973176,-0.037825033,1.0,0.0,0.0,0.0,0
4390453406,-0.071130365,0.10674139,0.009782246,0.9992527,-0.0031333065,0.0084719695,-0.03758481,1.0,0.0,0.0,0.0,0
4390494213,-0.24265665,-0.16935615,-0.12372067,0.99923635,-0.0030394823,0.009579027,-0.0377616,1.0,0.0,0.0,0.0,0
4390538014,0.09087481,-0.022389047,0.12443285,0.99923056,-0.0019141947,0.011025113,-0.037591785,1.0,0.0,0.0,0.0,0
4390578027,-0.12751943,-0.024290798,-0.058304943,0.9992078,-0.0007040739,0.01196083,-0.037951052,1.0,0.0,0.0,0.0,0
4390622209,0.3389559,0.18321075,0.10908786,0.9991961,0.0020027845,0.012745075,-0.03795643,1.0,0.0,0.0,0.0,0
4390662196,0.19483012,0.01827337,-0.012370719,0.9991757,0.0048700427,0.012790918,-0.038218673,1.0,0.0,0.0,0.0,0
4390706118,0.29288766,0.05329737,0.08206055,0.9991518,0.008260126,0.0126896165,-0.038294088,1.0,0.0,0.0,0.0,0
4390746788,0.25497478,-0.14253424,0.06016108,0.9991359,0.010543221,0.011843595,-0.038419303,1.0,0.0,0.0,0.0,0
4390790959,0.17997459,-0.022474729,0.11937571,0.99911594,0.012127447,0.011423153,-0.03859758,1.0,0.0,0.0,0.0,0
4390830976,-0.049876142,-0.09362298,-0.05943638,0.99910367,0.013194686,0.010492957,-0.038830295,1.0,0.0,0.0,0.0,0
4390871323,-0.13309576,-0.040561557,-0.12513554,0.9990995,0.013725572,0.009592417,-0.03898435,1.0,0.0,0.0,0.0,0
4390914815,-0.03178564,-0.25358334,0.076145165,0.99911773,0.01406336,0.008212268,-0.038712475,1.0,0.0,0.0,0.0,0
4390958957,-0.026425308,-0.24449533,0.11270081,0.9991369,0.013831925,0.0067155575,-0.038588572,1.0,0.0,0.0,0.0,0
4391002926,-0.09287957,0.0040855044,-0.100029685,0.99914664,0.013312422,0.005619051,-0.038695946,1.0,0.0,0.0,0.0,0
4391043846,0.23461719,0.003945484,0.14073807,0.99917173,0.012896354,0.0044343057,-0.038340356,1.0,0.0,0.0,0.0,0
4391087621,-0.21607295,-0.014043817,-0.062323947,0.99919254,0.011714588,0.003086032,-0.0383101,1.0,0.0,0.0,0.0,0
4391127735,-0.14440542,0.07488971,-0.061236028,0.9992116,0.011437147,0.0018718713,-0.037972976,1.0,0.0,0.0,0.0,0
4391171796,-0.28329113,0.024504784,-0.041219845,0.99923414,0.010530384,0.000994237,-0.03767477,1.0,0.0,0.0,0.0,0
4391211657,-0.17345014,-0.21223837,-0.09303081,0.99925905,0.009433441,-0.00021868094,-0.037315745,1.0,0.0,0.0,0.0,0
4391256546,-0.01085028,-0.08744148,0.0983507,0.9992881,0.008156167,-0.001337196,-0.03681246,1.0,0.0,0.0,0.0,0
4391300634,-0.036955625,0.1589709,-0.04485679,0.999301,0.0064070662,-0.0015177963,-0.036798395,1.0,0.0,0.0,0.0,0
4391340609,0.05120496,0.06445399,0.014694006,0.99931794,0.0046495935,-0.0017420148,-0.036592934,1.0,0.0,0.0,0.0,0
4391384422,-0.28469038,0.04359475,-0.16290708,0.9993264,0.0028072598,-0.0017681159,-0.03654853,1.0,0.0,0.0,0.0,0
4391424513,-0.38641426,-0.05547076,-0.082598485,0.9993359,0.0017771004,-0.002003347,-0.036340855,1.0,0.0,0.0,0.0,0
4391468547,-0.076310426,0.22710486,0.16474813,0.99934936,0.0009848335,-0.001558313,-0.03602011,1.0,0.0,0.0,0.0,0
4391508405,0.14934504,0.102383606,0.13524848,0.99935085,0.00073286926,-0.0015926425,-0.035984226,1.0,0.0,0.0,0.0,0
4391553244,-0.06174145,0.10742915,-0.048058745,0.99934644,0.0005522779,-0.000973207,-0.036134005,1.0,0.0,0.0,0.0,0
4391593366,0.14711678,-0.027562873,0.031981803,0.9993529,0.0009782264,-0.0004013479,-0.035956156,1.0,0.0,0.0,0.0,0
4391637387,-0.01677767,0.14686035,-0.10140007,0.99935246,0.0013218808,0.0005759614,-0.03595299,1.0,0.0,0.0,0.0,0
4391677398,-0.07105495,0.047433574,-0.07361472,0.9993603,0.002118573,0.0010746978,-0.035684623,1.0,0.0,0.0,0.0,0
4391721343,0.28463495,0.007143368,0.26985258,0.99938726,0.0031096996,0.0017042118,-0.034821805,1.0,0.0,0.0,0.0,0
4391762131,0.10426996,0.034780025,0.17644484,0.99940056,0.0032099052,0.0017866543,-0.03442446,1.0,0.0,0.0,0.0,0
4391806180,-0.043796822,0.07435861,-0.008884735,0.999419,0.0029030114,0.0015391684,-0.033925097,1.0,0.0,0.0,0.0,0
4391846163,-0.018196864,0.07399763,-0.07651284,0.99944085,0.00279333,0.0008535311,-0.03330945,1.0,0.0,0.0,0.0,0
