timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
4384176555,37.10249634213385,-76.38844049897851,8.653581,23.945345,-81.27913,-0.47281632,-0.08118766,1,1,0
4806514764,37.1025141197266,-76.38842692043109,9.523783,25.922112,-80.074905,-1.3430184,-2.7071466,1,1,0
