timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
4384790882,0.0022911096,-0.002507402,-0.001962488,3969,0,0.0023675007,0.096900366,-9.858457,3969
4384959681,0.13487184,0.0054872236,-0.028704634,3993,0,0.7697336,-1.7737526,-9.951834,3993
4385003682,0.07015691,0.01111141,0.029027985,4001,0,0.066933505,0.5468722,-10.194239,4001
4385043682,0.10244389,0.060740117,-0.049634628,4000,0,-3.1185288,-1.6666093,-9.633266,4000
4385088485,0.047163032,0.0030194707,-0.015038868,4000,0,-0.19589776,-0.13581881,-10.804358,4000
4385128487,0.021925636,0.02292829,0.06782961,4005,0,-0.71226656,0.9814578,-9.049549,4005
4385168484,0.004929971,-0.032561436,-0.057583604,4003,0,-1.7582607,-0.27223277,-10.166809,4003
4385212488,-0.061600238,-0.08336487,-0.070016064,4007,0,1.2439334,1.279921,-10.10772,4007
4385260481,-0.078852594,-0.015521475,-0.0145353535,4000,0,0.76958764,-0.25202405,-10.093401,4000
4385304490,-0.06780282,0.014036667,0.014000819,3966,0,0.36117306,0.13730532,-10.155792,3966
4385345294,-0.009620143,0.047223575,-0.0067340108,4012,0,-0.09784006,0.1127854,-9.646013,4012
4385389281,0.06239774,0.040874194,-0.012701384,3952,0,-0.5066623,-0.5381982,-9.608645,3952
4385429281,0.07306976,0.018070549,0.015401075,3999,0,0.5346622,-0.19029492,-9.536405,3999
4385473324,0.025341846,-0.002203644,0.009115415,4027,0,-0.45367563,1.7244842,-9.5913925,4027
4385513317,0.041326817,-0.006035127,-0.009739373,4036,0,-0.5834948,-0.2531482,-9.628121,4036
4385557281,0.031216191,-0.0071639493,-0.0037875134,3998,0,0.8203426,-0.58238214,-10.072643,3998
4385597282,0.14811781,0.15692563,0.040504146,3994,0,-0.31261066,2.6160119,-11.067047,3994
4385638083,0.55155945,0.27804726,0.022016348,3991,0,-1.0185852,-1.1606419,-9.801569,3991
4385678081,0.9463737,0.5383238,0.017472116,3993,0,-2.2624226,-0.123297684,-9.507393,3993
4385722093,0.96673405,0.280393,0.11536091,4011,0,0.38907105,-1.232067,-14.298171,4011
4385762081,0.45859438,0.3668969,-0.08115926,4000,0,1.1595721,2.3066704,-7.4438124,4000
4385806082,0.05123864,-0.19782045,-0.05886347,4000,0,-2.496086,4.5472713,-10.369305,4000
4385846124,0.12361785,-0.07313383,0.07481993,4043,0,-0.94266856,2.890579,-12.8972645,4043
4385886882,0.03450339,-0.108091995,0.06890263,4000,0,1.8407252,-0.29575557,-8.770901,4000
4385930931,0.06312294,0.050149795,-0.036547117,4050,0,3.5044432,-5.3965816,-16.08052,4050
4385970901,-0.0248652,0.17949195,-0.02462213,4020,0,-0.02047452,-4.9896674,-13.186058,4020
4386014898,-0.6286759,0.09672726,0.06544812,4017,0,-0.54210496,2.915373,-8.840362,4017
4386054888,-0.7430001,0.10614213,-0.04863928,4007,0,-1.1367263,0.98761123,-8.787213,4007
4386098894,-0.23165697,0.24126565,-0.06236015,4006,0,1.2541803,-0.2226292,-6.854382,4006
4386139691,0.02168035,0.05224244,0.050554868,4003,0,1.3035581,-1.7963145,-7.233885,4003
4386183681,-0.24255578,-0.32828245,0.048543356,4000,0,0.68994564,-1.9116951,-6.737914,4000
4386223681,-0.072576255,-0.20080866,-0.04954778,4000,0,0.32086125,1.0071127,-10.0625725,4000
4386267681,-0.16386817,-0.4363553,0.012046685,4000,0,1.601506,-1.0104305,-8.555127,4000
4386307716,-0.0660596,-0.17518222,-0.029792693,4035,0,2.0232677,-0.24719934,-8.241275,4035
4386347723,-0.027827788,-0.18645717,0.07810646,4042,0,-2.1483157,1.0816797,-11.796273,4042
4386392493,-0.1877973,-0.13970679,0.004030138,3979,0,-0.5873838,-1.3403074,-10.36084,3979
4386432484,-0.12617446,-0.09671938,-0.047226846,3983,0,-1.0107914,-0.95383906,-9.784748,3983
4386476513,-0.015160498,0.019202808,0.08941432,4014,0,-1.3333563,0.23742066,-12.132351,4014
4386516503,-0.3149535,-0.05230277,-0.09465039,4022,0,-1.156492,-1.8071451,-9.964203,4022
4386556504,-0.11194942,-0.017364133,-0.022149038,4018,0,-0.5988772,-2.573275,-10.396564,4018
4386600483,-0.18123867,-0.07846908,0.00025495037,3997,0,-0.24417928,-1.5852374,-11.008855,3997
4386641281,-0.3061899,-0.055214036,-0.061674353,4000,0,0.5667275,0.26609322,-8.670601,4000
4386681286,-0.13504064,-0.08110487,-0.016126469,4005,0,0.07657062,-3.0124323,-9.497603,4005
4386725320,-0.15491092,-0.05632509,-0.04175806,4032,0,-2.0553412,-1.0105093,-10.880785,4032
4386765292,-0.17345639,-0.22603045,-0.056890097,4011,0,-0.67783594,1.8409247,-8.14211,4011
4386809281,-0.02542738,-0.34262234,0.054743268,3963,0,0.038158108,1.1025819,-9.520394,3963
4386850082,-0.11266271,-0.20070851,0.017563697,3950,0,-0.02364102,-1.0593735,-10.186977,3950
4386894082,-0.2025655,-0.17078955,0.111251146,4000,0,-0.47197586,1.1006206,-10.156986,4000
4386934081,-0.088678576,-0.20707631,0.14921303,4000,0,-0.7721096,0.60191095,-12.45181,4000
4386978088,0.05192611,-0.088078246,-0.011749959,3978,0,0.78952926,0.37160686,-9.991994,3978
4387018082,0.13916728,-0.07484977,0.07819175,3984,0,-1.1138117,0.77333164,-12.753825,3984
4387062097,-0.20087317,0.16601603,-0.02850028,4015,0,0.57036644,-0.04644079,-10.587704,4015
4387102140,0.107452564,0.06659799,0.09705023,4059,0,-1.1984447,-0.010690416,-12.1300335,4059
4387142888,0.10348265,0.0032594346,0.18691061,4006,0,1.3218951,1.0537692,-10.687637,4006
4387182927,0.100866854,-0.11978449,0.2135104,4046,0,0.9369036,0.31895256,-12.38314,4046
4387226881,-0.3016267,-0.084947914,-0.047095027,3950,0,-2.0273774,1.4309886,-10.623488,3950
4387266881,-0.18524812,0.16992003,-0.092933215,3959,0,-2.2645514,-2.0546935,-11.793327,3959
4387310881,-0.10808512,0.15916705,-0.030738449,3993,0,0.61393756,-0.30536765,-9.09823,3993
4387350910,-0.07720023,0.03247913,0.056292444,4022,0,1.1656252,0.6482239,-9.616115,4022
4387394882,-0.23432468,-0.016764259,-0.03492574,3992,0,-1.9089005,2.674614,-9.323105,3992
4387435681,-0.3977843,0.007040174,-0.18925346,3999,0,-2.5707345,0.995057,-8.6647005,3999
4387475681,-0.08685646,0.11927446,-0.01458997,3979,0,-2.7118487,1.4042809,-12.454809,3979
4387515681,0.01576614,0.22542481,-0.068819754,3993,0,-2.8043954,0.82541394,-11.91718,3993
4387559682,0.07832419,0.23198533,0.0443125,4001,0,2.4564414,-0.13243261,-8.917331,4001
4387599707,0.1095047,0.06421222,0.091413796,4025,0,0.7814743,0.48559734,-10.6085615,4025
4387640491,-0.0914908,-0.066312104,-0.0491709,4803,0,-0.19245732,1.2960225,-10.308859,4803
4387684482,0.10122035,0.12473848,-0.0083063645,3994,0,-1.4951642,2.531889,-11.219605,3994
4387724484,0.109125495,0.16428615,-0.02473168,3976,0,-3.6205368,0.9357538,-11.56224,3976
4387768496,0.23486401,0.18658261,-0.06852751,4011,0,0.95953935,-0.76252896,-8.940571,4011
4387808501,0.26150948,0.018948292,0.12524812,4017,0,2.778265,0.4242323,-9.281061,4017
4387852481,-0.06417538,-0.12463281,-0.16560587,3984,0,0.7381517,0.7788558,-7.913945,3984
4387893282,-0.1084955,0.08204996,-0.046931937,3984,0,-0.7909314,1.380735,-12.418586,3984
4387937281,0.1701016,0.09425598,-0.07127766,3993,0,1.7609792,1.7788479,-9.140208,3993
4387977282,0.021472994,0.10632669,-0.10279805,3994,0,0.19352642,1.6793239,-7.1832333,3994
